subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,eval_rating,time_rating_form,time_rating_blank,pre_post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,0,piend,negative,90_10,paired_cs,4,69147,75671,pre
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,1,ordit,negative,90_10,paired_cs,15,76693,81063,pre
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,2,sepah,both,50_60,distractor,7,82085,88312,pre
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,3,chnap,both,30_40,distractor,8,89334,97821,pre
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,4,itafy,positive,70_80,paired_cs,17,98843,102978,pre
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,5,clish,negative,30_40,paired_cs,18,104000,106525,pre
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,6,lescry,NA,NA,neither,17,107544,111348,pre
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,7,casteg,NA,NA,neither,7,112367,116517,pre
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,8,donrey,both,30_40,distractor,16,117537,121804,pre
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,9,pevoke,positive,30_40,paired_cs,16,122824,127771,pre
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,10,guote,both,90_10,distractor,3,128791,133274,pre
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,11,gypass,NA,NA,neither,9,134293,140053,pre
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,12,tafta,NA,NA,neither,4,141072,144851,pre
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,13,yeomun,NA,NA,neither,13,145871,151175,pre
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,14,hicron,NA,NA,neither,7,152197,156916,pre
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,15,punnot,positive,70_80,paired_cs,5,157938,161273,pre
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,16,lobee,NA,NA,neither,18,162295,166098,pre
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,17,fexony,both,90_10,distractor,11,167120,171834,pre
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,18,obeac,NA,NA,neither,4,172856,177570,pre
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,19,palpid,NA,NA,neither,2,178589,184330,pre
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,20,haraks,both,70_80,distractor,11,185349,189632,pre
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,21,treati,negative,30_40,paired_cs,17,190651,193986,pre
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,22,fasyia,NA,NA,neither,13,195005,200304,pre
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,23,itplic,NA,NA,neither,1,201323,204993,pre
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,24,purdag,both,70_80,distractor,8,206012,212935,pre
