subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,eval_rating,time_rating_form,time_rating_blank,pre_post
56,EC_only,normal,EC_only,normal,0,ankoe,positive,70_80,paired_cs,9,44995,50472,pre
56,EC_only,normal,EC_only,normal,1,itafy,NA,NA,neither,12,51491,57498,pre
56,EC_only,normal,EC_only,normal,2,poieen,negative,70_80,paired_cs,7,58517,61638,pre
56,EC_only,normal,EC_only,normal,3,cenbre,NA,NA,neither,13,62657,65879,pre
56,EC_only,normal,EC_only,normal,4,yained,NA,NA,neither,10,66898,69541,pre
56,EC_only,normal,EC_only,normal,5,coneoy,NA,NA,neither,11,70560,73433,pre
56,EC_only,normal,EC_only,normal,6,boity,NA,NA,neither,7,74452,78362,pre
56,EC_only,normal,EC_only,normal,7,craeky,positive,30_40,paired_cs,11,79382,83993,pre
56,EC_only,normal,EC_only,normal,8,vegom,NA,NA,neither,8,85012,87432,pre
56,EC_only,normal,EC_only,normal,9,funery,negative,50_60,paired_cs,11,88452,90751,pre
56,EC_only,normal,EC_only,normal,10,parwax,positive,90_10,paired_cs,8,91770,94300,pre
56,EC_only,normal,EC_only,normal,11,makan,negative,30_40,paired_cs,9,95319,97953,pre
56,EC_only,normal,EC_only,normal,12,sepah,NA,NA,neither,7,98973,101383,pre
56,EC_only,normal,EC_only,normal,13,palpid,NA,NA,neither,6,102403,109224,pre
56,EC_only,normal,EC_only,normal,14,jinkup,NA,NA,neither,7,110243,113340,pre
56,EC_only,normal,EC_only,normal,15,spanal,negative,50_60,paired_cs,6,114359,117465,pre
56,EC_only,normal,EC_only,normal,16,ceayon,NA,NA,neither,13,118484,121248,pre
56,EC_only,normal,EC_only,normal,17,naptor,NA,NA,neither,6,122267,125378,pre
56,EC_only,normal,EC_only,normal,18,prien,NA,NA,neither,7,126397,129382,pre
56,EC_only,normal,EC_only,normal,19,styla,NA,NA,neither,13,130401,133626,pre
56,EC_only,normal,EC_only,normal,20,seloom,NA,NA,neither,9,134645,137850,pre
56,EC_only,normal,EC_only,normal,21,cocox,negative,90_10,paired_cs,8,138869,141391,pre
56,EC_only,normal,EC_only,normal,22,seork,NA,NA,neither,9,142410,145440,pre
