subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,correct_us,us_opt_1,us_opt_2,us_opt_3,us_opt_4,us_opt_5,us_opt_6,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,im_opt_none,im_opt_dk,time_im_form,time_im_blank
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,0,lescry,negative,50_60,paired_cs,6555.bmp,9182.bmp,6555.bmp,2053.bmp,9421.bmp,3220.bmp,2276.bmp,yes,no,no,no,no,no,no,no,4671824,4692434
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,1,tafta,negative,NA,neither,none_correct,9520.bmp,6242.bmp,9342.bmp,9006.bmp,9630.bmp,9000.bmp,no,yes,no,no,no,no,no,no,4693459,4709960
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,2,naptor,negative,90_10,paired_cs,2710.bmp,3220.bmp,9050.bmp,7380.bmp,2710.bmp,9006.bmp,9400.bmp,no,no,no,no,no,yes,no,no,4710985,4728002
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,3,clerd,positive,50_60,distractor,2057.bmp,2057.bmp,2660.bmp,2209.bmp,2340.bmp,2791.bmp,8370.bmp,no,no,no,no,no,no,no,yes,4729026,4736107
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,4,seork,positive,NA,neither,none_correct,7350.bmp,2900.2.bmp,1463.bmp,5831.bmp,2070.bmp,8540.bmp,no,no,no,yes,no,no,no,no,4737131,4740102
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,5,voual,negative,50_60,distractor,9432.bmp,9435.bmp,6242.bmp,9432.bmp,6311.bmp,2276.bmp,6020.bmp,no,no,no,no,no,yes,no,no,4741126,4745435
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,6,spanal,negative,90_10,paired_cs,9220.bmp,9041.bmp,9220.bmp,2276.bmp,6530.bmp,9265.bmp,2710.bmp,yes,no,no,no,no,no,no,no,4746462,4757137
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,7,guote,negative,NA,neither,none_correct,8485.bmp,9280.bmp,9102.bmp,9561.bmp,9500.bmp,9182.bmp,no,no,no,yes,no,no,no,no,4758161,4764733
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,8,lobee,negative,70_80,paired_cs,3300.bmp,3300.bmp,3160.bmp,2900.bmp,9432.bmp,6311.bmp,2375.1.bmp,no,yes,no,no,no,no,no,no,4765757,4771803
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,9,pubio,positive,50_60,paired_cs,2071.bmp,8330.bmp,8501.bmp,2340.bmp,2311.bmp,2071.bmp,7230.bmp,no,no,no,no,no,no,no,yes,4772827,4778266
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,10,jinkup,negative,30_40,distractor,2276.bmp,9404.bmp,3550.bmp,9560.bmp,9432.bmp,2276.bmp,9182.bmp,no,no,yes,no,no,no,no,no,4779294,4786260
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,11,itplic,negative,50_60,paired_cs,6831.bmp,9561.bmp,9000.bmp,9340.bmp,9500.bmp,6831.bmp,9560.bmp,no,no,no,no,no,no,no,yes,4787284,4789857
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,12,chnap,positive,30_40,paired_cs,2209.bmp,2791.bmp,1999.bmp,2209.bmp,2040.bmp,7502.bmp,2091.bmp,no,no,no,no,no,no,no,yes,4790882,4797026
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,13,symoan,negative,NA,neither,none_correct,9421.bmp,6838.bmp,1525.bmp,6020.bmp,7380.bmp,2375.1.bmp,yes,no,no,no,no,no,no,no,4798051,4803290
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,14,styla,negative,30_40,paired_cs,9340.bmp,9400.bmp,9050.bmp,2750.bmp,9500.bmp,9340.bmp,3160.bmp,no,no,no,no,no,no,no,yes,4804318,4811524
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,15,teutos,positive,50_60,paired_cs,8470.bmp,8080.bmp,2040.bmp,8470.bmp,1999.bmp,5831.bmp,7580.bmp,no,yes,no,no,no,no,no,no,4812548,4816439
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,16,clish,negative,NA,neither,none_correct,2710.bmp,3300.bmp,9404.bmp,9265.bmp,6311.bmp,9330.bmp,yes,no,no,no,no,no,no,no,4817464,4822815
