subject_nr,learning_condition,memory_condition,trial_nr,trial_type,cs_nr,block,blockhalf,cs_dur_level,filler,masking,us_valence,us_filename,cs_filename,mask,cs_duration,postmask_duration,us_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,id_opt_5,id_opt_6,paired_opt_1,paired_opt_2,paired_opt_3,paired_opt_4,paired_opt_5,paired_opt_6,val_opt_1,val_opt_2,val_opt_3,val_opt_4,val_opt_5,val_opt_6,vf_neg,vf_pos,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,time_blank_show,time_fixation_dot_show,time_cs_us_show,time_postmask_show,time_us_show,time_valence_focus,time_subjective_rating,time_identification,time_logger
7,EC_subj_only,inclusion,0,subjective,cs1,1,first,30_40,yes,yes,positive,2209.bmp,NA,maske_11.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA,478754,479657,479760,479793,479846,482266,486897,NA,489811
7,EC_subj_only,inclusion,1,subjective,cs11,1,first,50_60,no,yes,positive,8420.bmp,symoan,maske_7.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA,489987,490891,490994,491057,491110,493500,495186,NA,500775
7,EC_subj_only,inclusion,2,subjective,cs9,1,first,30_40,no,yes,positive,2660.bmp,donrey,maske_2.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA,500947,501850,501953,501986,502039,504460,506789,NA,509041
7,EC_subj_only,inclusion,3,subjective,cs6,1,first,30_40,no,yes,negative,9102.bmp,seork,maske_8.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA,509215,510118,510222,510255,510308,512728,514968,NA,520595
7,EC_subj_only,inclusion,4,subjective,cs33,1,first,90_10,no,no,positive,2311.bmp,beakem,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no,no,no,NA,NA,NA,NA,NA,NA,520763,521666,521769,521862,521915,524275,NA,NA,529068
7,EC_subj_only,inclusion,5,subjective,cs21,1,first,70_80,no,yes,positive,4622.bmp,bokine,maske_12.bmp,70,50,2380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA,529265,530168,530271,530344,530397,532777,534787,NA,537486
7,EC_subj_only,inclusion,6,subjective,cs4,1,first,30_40,no,yes,negative,2276.bmp,parlic,maske_9.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA,537660,538564,538668,538701,538754,541174,542488,NA,544069
7,EC_subj_only,inclusion,7,subjective,cs19,1,first,70_80,no,yes,positive,2160.bmp,pevoke,maske_2.bmp,70,50,2380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,544259,545162,545265,545339,545392,547772,548781,NA,551702
7,EC_subj_only,inclusion,8,subjective,cs30,1,first,90_10,no,no,negative,3550.bmp,clish,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,no,no,NA,NA,NA,NA,NA,NA,551883,552786,552889,552982,553035,555395,NA,NA,558496
7,EC_subj_only,inclusion,9,subjective,cs5,1,first,30_40,no,yes,positive,2080.bmp,poieen,maske_6.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA,558676,559579,559683,559716,559769,562189,563588,NA,567856
