subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,eval_rating,time_rating_form,time_rating_blank,pre_post
28,EC_only,normal,EC_only,normal,0,avouco,positive,90_10,paired_cs,10,1874270,1879145,post
28,EC_only,normal,EC_only,normal,1,obeac,NA,NA,neither,9,1880165,1883301,post
28,EC_only,normal,EC_only,normal,2,hiatts,negative,70_80,paired_cs,5,1884320,1887344,post
28,EC_only,normal,EC_only,normal,3,palpid,NA,NA,neither,9,1888363,1893412,post
28,EC_only,normal,EC_only,normal,4,rutort,negative,90_10,paired_cs,4,1894431,1896450,post
28,EC_only,normal,EC_only,normal,5,guote,negative,70_80,paired_cs,10,1897469,1903763,post
28,EC_only,normal,EC_only,normal,6,hicron,NA,NA,neither,7,1904782,1907031,post
28,EC_only,normal,EC_only,normal,7,teutos,positive,90_10,paired_cs,12,1908050,1910289,post
28,EC_only,normal,EC_only,normal,8,jinkup,negative,30_40,paired_cs,12,1911308,1914550,post
28,EC_only,normal,EC_only,normal,9,coline,NA,NA,neither,10,1915569,1918148,post
28,EC_only,normal,EC_only,normal,10,fasyia,positive,90_10,paired_cs,13,1919168,1922763,post
28,EC_only,normal,EC_only,normal,11,haraks,NA,NA,neither,8,1923783,1926256,post
28,EC_only,normal,EC_only,normal,12,tafta,NA,NA,neither,7,1927275,1930179,post
28,EC_only,normal,EC_only,normal,13,seloom,NA,NA,neither,8,1931198,1933107,post
28,EC_only,normal,EC_only,normal,14,tavoo,negative,90_10,paired_cs,6,1934127,1939503,post
28,EC_only,normal,EC_only,normal,15,tyorny,NA,NA,neither,9,1940522,1943218,post
28,EC_only,normal,EC_only,normal,16,itplic,NA,NA,neither,8,1944238,1948283,post
28,EC_only,normal,EC_only,normal,17,cocox,negative,50_60,paired_cs,9,1949302,1952331,post
28,EC_only,normal,EC_only,normal,18,pevoke,positive,50_60,paired_cs,10,1953350,1956030,post
28,EC_only,normal,EC_only,normal,19,naptor,negative,50_60,paired_cs,8,1957049,1960855,post
