subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_neither,vm_dk,time_vm_form,time_vm_blank
93,EC_only,exclusion,EC_only,exclusion,0,eyalt,NA,NA,neither,no,no,yes,no,2265506,2272741
93,EC_only,exclusion,EC_only,exclusion,1,evone,negative,30_40,paired_cs,yes,no,no,no,2273760,2276508
93,EC_only,exclusion,EC_only,exclusion,2,oureen,NA,NA,neither,no,no,yes,no,2277528,2280941
93,EC_only,exclusion,EC_only,exclusion,3,peush,NA,NA,neither,no,no,no,yes,2281961,2285485
93,EC_only,exclusion,EC_only,exclusion,4,oltar,NA,NA,neither,no,no,yes,no,2286505,2289246
93,EC_only,exclusion,EC_only,exclusion,5,strank,positive,30_40,paired_cs,no,no,no,yes,2290268,2292464
93,EC_only,exclusion,EC_only,exclusion,6,lescry,negative,50_60,paired_cs,no,yes,no,no,2293483,2295566
93,EC_only,exclusion,EC_only,exclusion,7,cenbre,NA,NA,neither,no,no,yes,no,2296585,2298785
93,EC_only,exclusion,EC_only,exclusion,8,seork,NA,NA,neither,no,no,no,yes,2299804,2301455
93,EC_only,exclusion,EC_only,exclusion,9,clerd,positive,90_10,paired_cs,yes,no,no,no,2302474,2303922
93,EC_only,exclusion,EC_only,exclusion,10,palpid,NA,NA,neither,no,yes,no,no,2304941,2306808
93,EC_only,exclusion,EC_only,exclusion,11,craeky,positive,90_10,paired_cs,yes,no,no,no,2307827,2309255
93,EC_only,exclusion,EC_only,exclusion,12,makan,positive,30_40,paired_cs,no,no,yes,no,2310274,2311812
93,EC_only,exclusion,EC_only,exclusion,13,fusia,NA,NA,neither,no,yes,no,no,2312831,2314703
93,EC_only,exclusion,EC_only,exclusion,14,poieen,negative,90_10,paired_cs,no,no,no,yes,2315722,2320107
93,EC_only,exclusion,EC_only,exclusion,15,tavoo,NA,NA,neither,no,no,yes,no,2321126,2322993
93,EC_only,exclusion,EC_only,exclusion,16,obtfin,NA,NA,neither,no,no,no,yes,2324012,2325664
93,EC_only,exclusion,EC_only,exclusion,17,orikle,NA,NA,neither,no,yes,no,no,2326683,2330863
93,EC_only,exclusion,EC_only,exclusion,18,symoan,NA,NA,neither,no,yes,no,no,2331882,2335612
93,EC_only,exclusion,EC_only,exclusion,19,zillie,NA,NA,neither,no,no,no,yes,2336631,2338607
93,EC_only,exclusion,EC_only,exclusion,20,jinkup,NA,NA,neither,no,yes,no,no,2339626,2341494
93,EC_only,exclusion,EC_only,exclusion,21,lobee,NA,NA,neither,yes,no,no,no,2342513,2345607
93,EC_only,exclusion,EC_only,exclusion,22,avouco,NA,NA,neither,no,no,no,yes,2346626,2349036
93,EC_only,exclusion,EC_only,exclusion,23,beakem,NA,NA,neither,no,no,no,yes,2350055,2357857
93,EC_only,exclusion,EC_only,exclusion,24,donrey,negative,90_10,paired_cs,no,no,no,yes,2358877,2360857
93,EC_only,exclusion,EC_only,exclusion,25,jolver,negative,90_10,paired_cs,no,yes,no,no,2361876,2363751
93,EC_only,exclusion,EC_only,exclusion,26,voual,NA,NA,neither,no,yes,no,no,2364770,2365973
93,EC_only,exclusion,EC_only,exclusion,27,treati,negative,30_40,paired_cs,no,yes,no,no,2366992,2370289
93,EC_only,exclusion,EC_only,exclusion,28,pubio,positive,90_10,paired_cs,yes,no,no,no,2371308,2372958
93,EC_only,exclusion,EC_only,exclusion,29,purdag,positive,30_40,paired_cs,no,no,no,yes,2373977,2377388
93,EC_only,exclusion,EC_only,exclusion,30,sepah,NA,NA,neither,no,no,yes,no,2378408,2380825
93,EC_only,exclusion,EC_only,exclusion,31,roosle,NA,NA,neither,yes,no,no,no,2381844,2384150
93,EC_only,exclusion,EC_only,exclusion,32,ordit,NA,NA,neither,no,yes,no,no,2385169,2389244
93,EC_only,exclusion,EC_only,exclusion,33,naptor,negative,90_10,paired_cs,no,yes,no,no,2390263,2392908
93,EC_only,exclusion,EC_only,exclusion,34,bokine,negative,50_60,paired_cs,no,no,no,yes,2393927,2395137
93,EC_only,exclusion,EC_only,exclusion,35,obeac,NA,NA,neither,no,no,yes,no,2396156,2397919
93,EC_only,exclusion,EC_only,exclusion,36,yeomun,positive,50_60,paired_cs,no,no,yes,no,2398938,2400918
93,EC_only,exclusion,EC_only,exclusion,37,gypass,NA,NA,neither,no,no,no,yes,2401937,2403474
93,EC_only,exclusion,EC_only,exclusion,38,trelle,negative,70_80,paired_cs,yes,no,no,no,2404493,2406898
93,EC_only,exclusion,EC_only,exclusion,39,itafy,negative,50_60,paired_cs,no,no,no,yes,2407917,2409893
93,EC_only,exclusion,EC_only,exclusion,40,punnot,NA,NA,neither,no,no,no,yes,2410913,2412341
93,EC_only,exclusion,EC_only,exclusion,41,parwax,positive,70_80,paired_cs,no,no,no,yes,2413361,2416015
93,EC_only,exclusion,EC_only,exclusion,42,haraks,NA,NA,neither,no,yes,no,no,2417034,2419011
93,EC_only,exclusion,EC_only,exclusion,43,tafta,NA,NA,neither,no,no,yes,no,2420030,2422014
93,EC_only,exclusion,EC_only,exclusion,44,appobe,negative,70_80,paired_cs,no,no,no,yes,2423033,2426118
93,EC_only,exclusion,EC_only,exclusion,45,icecip,positive,50_60,paired_cs,yes,no,no,no,2427137,2430869
93,EC_only,exclusion,EC_only,exclusion,46,itplic,NA,NA,neither,no,yes,no,no,2431888,2433980
93,EC_only,exclusion,EC_only,exclusion,47,coskie,NA,NA,neither,no,yes,no,no,2434999,2439192
93,EC_only,exclusion,EC_only,exclusion,48,cocox,negative,30_40,paired_cs,no,yes,no,no,2440212,2441527
93,EC_only,exclusion,EC_only,exclusion,49,hesire,negative,30_40,paired_cs,no,yes,no,no,2442546,2443649
93,EC_only,exclusion,EC_only,exclusion,50,pevoke,positive,30_40,paired_cs,no,no,no,yes,2444668,2449266
93,EC_only,exclusion,EC_only,exclusion,51,boity,NA,NA,neither,no,no,no,yes,2450286,2452597
93,EC_only,exclusion,EC_only,exclusion,52,ribual,NA,NA,neither,no,no,no,yes,2453617,2455602
93,EC_only,exclusion,EC_only,exclusion,53,casteg,NA,NA,neither,no,no,no,yes,2456621,2459268
93,EC_only,exclusion,EC_only,exclusion,54,yahio,NA,NA,neither,yes,no,no,no,2460287,2465778
93,EC_only,exclusion,EC_only,exclusion,55,oacart,positive,50_60,paired_cs,no,no,yes,no,2466798,2468563
93,EC_only,exclusion,EC_only,exclusion,56,funery,NA,NA,neither,yes,no,no,no,2469583,2471347
93,EC_only,exclusion,EC_only,exclusion,57,spanal,negative,70_80,paired_cs,no,yes,no,no,2472367,2473588
93,EC_only,exclusion,EC_only,exclusion,58,sarary,positive,70_80,paired_cs,no,yes,no,no,2474607,2476145
93,EC_only,exclusion,EC_only,exclusion,59,hicron,NA,NA,neither,no,yes,no,no,2477164,2478478
93,EC_only,exclusion,EC_only,exclusion,60,styla,negative,70_80,paired_cs,yes,no,no,no,2479497,2481150
93,EC_only,exclusion,EC_only,exclusion,61,parlic,positive,70_80,paired_cs,no,yes,no,no,2482169,2485910
93,EC_only,exclusion,EC_only,exclusion,62,coneoy,NA,NA,neither,no,no,yes,no,2486929,2489457
93,EC_only,exclusion,EC_only,exclusion,63,twavel,NA,NA,neither,no,no,no,yes,2490476,2492236
93,EC_only,exclusion,EC_only,exclusion,64,hiatts,positive,70_80,paired_cs,no,no,no,yes,2493255,2494793
93,EC_only,exclusion,EC_only,exclusion,65,babit,positive,50_60,paired_cs,yes,no,no,no,2495812,2497573
93,EC_only,exclusion,EC_only,exclusion,66,unuoll,NA,NA,neither,no,no,yes,no,2498593,2500683
93,EC_only,exclusion,EC_only,exclusion,67,coline,NA,NA,neither,yes,no,no,no,2501703,2503676
93,EC_only,exclusion,EC_only,exclusion,68,madjas,negative,50_60,paired_cs,no,no,yes,no,2504696,2507561
93,EC_only,exclusion,EC_only,exclusion,69,chnap,positive,90_10,paired_cs,no,no,no,yes,2508580,2510886
