subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_neither,vm_dk,time_vm_form,time_vm_blank
40,EC_subj_only,exclusion,EC_subj_only,exclusion,0,oureen,negative,70_80,paired_cs,yes,no,no,no,3594501,3606862
40,EC_subj_only,exclusion,EC_subj_only,exclusion,1,roosle,NA,NA,neither,no,no,no,yes,3607881,3613341
40,EC_subj_only,exclusion,EC_subj_only,exclusion,2,pevoke,NA,NA,neither,no,yes,no,no,3614362,3624082
40,EC_subj_only,exclusion,EC_subj_only,exclusion,3,poieen,NA,NA,neither,no,no,no,yes,3625101,3629176
40,EC_subj_only,exclusion,EC_subj_only,exclusion,4,unuoll,NA,NA,neither,no,no,yes,no,3630195,3633933
40,EC_subj_only,exclusion,EC_subj_only,exclusion,5,sarary,NA,NA,neither,no,no,yes,no,3634952,3637866
40,EC_subj_only,exclusion,EC_subj_only,exclusion,6,donrey,NA,NA,neither,no,no,no,yes,3638888,3642304
40,EC_subj_only,exclusion,EC_subj_only,exclusion,7,yahio,positive,50_60,paired_cs,no,no,yes,no,3643323,3647814
40,EC_subj_only,exclusion,EC_subj_only,exclusion,8,piend,NA,NA,neither,no,no,yes,no,3648833,3652252
40,EC_subj_only,exclusion,EC_subj_only,exclusion,9,oltar,NA,NA,neither,no,no,yes,no,3653271,3655621
40,EC_subj_only,exclusion,EC_subj_only,exclusion,10,chnap,NA,NA,neither,no,no,yes,no,3656661,3663167
40,EC_subj_only,exclusion,EC_subj_only,exclusion,11,symoan,positive,50_60,paired_cs,no,no,no,yes,3664186,3668241
40,EC_subj_only,exclusion,EC_subj_only,exclusion,12,coneoy,negative,50_60,paired_cs,no,no,no,yes,3669260,3671608
40,EC_subj_only,exclusion,EC_subj_only,exclusion,13,coskie,NA,NA,neither,no,no,no,yes,3672627,3675087
40,EC_subj_only,exclusion,EC_subj_only,exclusion,14,hesire,negative,70_80,paired_cs,no,yes,no,no,3676106,3677712
40,EC_subj_only,exclusion,EC_subj_only,exclusion,15,oacart,NA,NA,neither,yes,no,no,no,3678731,3683424
40,EC_subj_only,exclusion,EC_subj_only,exclusion,16,fusia,NA,NA,neither,no,no,yes,no,3684443,3687328
40,EC_subj_only,exclusion,EC_subj_only,exclusion,17,sepah,positive,30_40,paired_cs,no,no,yes,no,3688347,3689520
40,EC_subj_only,exclusion,EC_subj_only,exclusion,18,yeomun,NA,NA,neither,yes,no,no,no,3690539,3695875
40,EC_subj_only,exclusion,EC_subj_only,exclusion,19,parlic,positive,30_40,paired_cs,no,no,no,yes,3696894,3702549
40,EC_subj_only,exclusion,EC_subj_only,exclusion,20,fasyia,NA,NA,neither,no,no,no,yes,3703568,3705065
40,EC_subj_only,exclusion,EC_subj_only,exclusion,21,parwax,NA,NA,neither,no,no,no,yes,3706084,3710562
40,EC_subj_only,exclusion,EC_subj_only,exclusion,22,teior,negative,30_40,paired_cs,no,no,no,yes,3711581,3712863
40,EC_subj_only,exclusion,EC_subj_only,exclusion,23,ordit,NA,NA,neither,no,no,no,yes,3713882,3715160
40,EC_subj_only,exclusion,EC_subj_only,exclusion,24,twavel,negative,90_10,paired_cs,yes,no,no,no,3716179,3720877
40,EC_subj_only,exclusion,EC_subj_only,exclusion,25,prien,NA,NA,neither,no,no,no,yes,3721896,3724356
40,EC_subj_only,exclusion,EC_subj_only,exclusion,26,treati,NA,NA,neither,no,no,no,yes,3725375,3726446
40,EC_subj_only,exclusion,EC_subj_only,exclusion,27,ribual,positive,30_40,paired_cs,no,no,no,yes,3727465,3731396
40,EC_subj_only,exclusion,EC_subj_only,exclusion,28,bokine,NA,NA,neither,no,no,no,yes,3732416,3733694
40,EC_subj_only,exclusion,EC_subj_only,exclusion,29,pubio,NA,NA,neither,no,no,no,yes,3734713,3735887
40,EC_subj_only,exclusion,EC_subj_only,exclusion,30,ankoe,positive,90_10,paired_cs,yes,no,no,no,3736907,3741821
40,EC_subj_only,exclusion,EC_subj_only,exclusion,31,makan,NA,NA,neither,no,no,yes,no,3742840,3745400
40,EC_subj_only,exclusion,EC_subj_only,exclusion,32,hiatts,positive,50_60,paired_cs,no,no,yes,no,3746419,3749082
40,EC_subj_only,exclusion,EC_subj_only,exclusion,33,yained,NA,NA,neither,no,no,no,yes,3750101,3754371
40,EC_subj_only,exclusion,EC_subj_only,exclusion,34,tyorny,negative,50_60,paired_cs,no,yes,no,no,3755390,3760621
40,EC_subj_only,exclusion,EC_subj_only,exclusion,35,icecip,NA,NA,neither,no,no,no,yes,3761640,3766130
40,EC_subj_only,exclusion,EC_subj_only,exclusion,36,guote,positive,90_10,paired_cs,yes,no,no,no,3767149,3769392
40,EC_subj_only,exclusion,EC_subj_only,exclusion,37,punnot,negative,90_10,paired_cs,no,yes,no,no,3770411,3771907
40,EC_subj_only,exclusion,EC_subj_only,exclusion,38,craeky,positive,70_80,paired_cs,yes,no,no,no,3772927,3775497
40,EC_subj_only,exclusion,EC_subj_only,exclusion,39,evone,NA,NA,neither,no,no,yes,no,3776516,3779715
40,EC_subj_only,exclusion,EC_subj_only,exclusion,40,cocox,NA,NA,neither,no,no,yes,no,3780734,3782763
40,EC_subj_only,exclusion,EC_subj_only,exclusion,41,trelle,NA,NA,neither,no,no,no,yes,3783782,3785173
40,EC_subj_only,exclusion,EC_subj_only,exclusion,42,appobe,positive,70_80,paired_cs,yes,no,no,no,3786192,3788866
40,EC_subj_only,exclusion,EC_subj_only,exclusion,43,fangus,positive,90_10,paired_cs,yes,no,no,no,3789885,3791601
40,EC_subj_only,exclusion,EC_subj_only,exclusion,44,tafta,negative,90_10,paired_cs,yes,no,no,no,3792620,3795505
40,EC_subj_only,exclusion,EC_subj_only,exclusion,45,ceayon,negative,30_40,paired_cs,no,yes,no,no,3796524,3801012
40,EC_subj_only,exclusion,EC_subj_only,exclusion,46,seork,negative,30_40,paired_cs,no,no,no,yes,3802031,3804603
40,EC_subj_only,exclusion,EC_subj_only,exclusion,47,coline,NA,NA,neither,no,no,no,yes,3805622,3806585
40,EC_subj_only,exclusion,EC_subj_only,exclusion,48,avouco,NA,NA,neither,no,no,no,yes,3807604,3808780
40,EC_subj_only,exclusion,EC_subj_only,exclusion,49,gypass,NA,NA,neither,no,no,no,yes,3809799,3810976
40,EC_subj_only,exclusion,EC_subj_only,exclusion,50,beakem,NA,NA,neither,no,no,no,yes,3811996,3813496
40,EC_subj_only,exclusion,EC_subj_only,exclusion,51,casteg,negative,50_60,paired_cs,no,no,yes,no,3814515,3816557
40,EC_subj_only,exclusion,EC_subj_only,exclusion,52,seloom,NA,NA,neither,no,no,yes,no,3817576,3819818
