subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_neither,vm_dk,time_vm_form,time_vm_blank
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,0,styla,negative,30_40,paired_cs,yes,no,no,no,3788430,3792330
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,1,funery,negative,90_10,paired_cs,no,yes,no,no,3793350,3795245
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,2,zillie,positive,70_80,distractor,yes,no,no,no,3796265,3800149
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,3,teutos,negative,90_10,distractor,no,no,no,yes,3801169,3805945
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,4,sepah,NA,NA,neither,yes,no,no,no,3806964,3809746
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,5,naptor,NA,NA,neither,no,yes,no,no,3810765,3812220
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,6,vegom,positive,70_80,paired_cs,no,no,no,yes,3813239,3815024
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,7,yained,NA,NA,neither,no,no,no,yes,3816043,3818943
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,8,icecip,positive,70_80,distractor,yes,no,no,no,3819962,3821858
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,9,lescry,positive,50_60,paired_cs,no,no,no,yes,3822877,3825336
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,10,piend,NA,NA,neither,no,no,no,yes,3826355,3828700
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,11,poieen,NA,NA,neither,no,yes,no,no,3829719,3831506
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,12,lobee,NA,NA,neither,no,no,no,yes,3832525,3835659
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,13,oacart,NA,NA,neither,no,no,no,yes,3836678,3837913
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,14,teior,NA,NA,neither,no,no,no,yes,3838932,3839712
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,15,parlic,positive,90_10,distractor,no,yes,no,no,3840731,3842743
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,16,fasyia,NA,NA,neither,no,yes,no,no,3843762,3845106
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,17,hesire,NA,NA,neither,no,yes,no,no,3846125,3847024
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,18,casteg,NA,NA,neither,no,no,no,yes,3848043,3849053
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,19,boity,negative,30_40,distractor,no,no,no,yes,3850073,3850967
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,20,fexony,negative,30_40,distractor,no,no,no,yes,3851986,3853104
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,21,obeac,negative,70_80,distractor,no,no,no,yes,3854123,3854908
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,22,haraks,negative,90_10,paired_cs,no,yes,no,no,3855927,3857493
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,23,eyalt,negative,30_40,paired_cs,no,no,no,yes,3858512,3859518
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,24,jinkup,positive,90_10,paired_cs,yes,no,no,no,3860537,3861991
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,25,makan,negative,90_10,paired_cs,no,yes,no,no,3863010,3864354
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,26,oureen,positive,30_40,paired_cs,yes,no,no,no,3865373,3869837
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,27,bokine,negative,50_60,distractor,no,yes,no,no,3870856,3873547
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,28,chnap,negative,30_40,paired_cs,no,yes,no,no,3874567,3876018
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,29,itafy,positive,50_60,distractor,no,no,no,yes,3877037,3878271
77,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,30,fangus,negative,70_80,distractor,no,no,no,yes,3879290,3882424
