subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,eval_rating,time_rating_form,time_rating_blank,pre_post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,0,oltar,NA,NA,neither,10,3685996,3689890,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,1,gigoro,positive,90_10,paired_cs,16,3690909,3695772,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,2,unuoll,both,90_10,distractor,9,3696791,3700741,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,3,oacart,NA,NA,neither,6,3701760,3703961,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,4,casteg,NA,NA,neither,10,3704980,3709740,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,5,twavel,negative,50_60,paired_cs,16,3710759,3716213,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,6,parwax,positive,30_40,paired_cs,4,3717232,3719003,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,7,sarary,both,30_40,distractor,6,3720022,3722339,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,8,altine,negative,70_80,paired_cs,8,3723358,3728004,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,9,itafy,positive,70_80,paired_cs,6,3729024,3732637,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,10,donrey,both,30_40,distractor,12,3733656,3737226,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,11,clish,negative,30_40,paired_cs,9,3738245,3744371,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,12,treati,negative,30_40,paired_cs,4,3745390,3747347,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,13,purdag,both,70_80,distractor,6,3748366,3751841,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,14,tyorny,both,90_10,distractor,1,3752860,3755181,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,15,pevoke,positive,30_40,paired_cs,7,3756200,3759319,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,16,avouco,positive,50_60,paired_cs,15,3760338,3762877,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,17,fasyia,NA,NA,neither,17,3763896,3766422,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,18,seork,NA,NA,neither,10,3767441,3770199,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,19,babit,NA,NA,neither,9,3771218,3773972,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,20,ordit,negative,90_10,paired_cs,11,3774991,3780888,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,21,chnap,both,30_40,distractor,6,3781907,3784331,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,22,hesire,positive,70_80,paired_cs,17,3785350,3789395,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,23,poieen,positive,90_10,paired_cs,17,3790414,3792827,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,24,tafta,NA,NA,neither,2,3793846,3795919,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,25,vegom,NA,NA,neither,1,3796938,3799815,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,26,minair,both,70_80,distractor,15,3800834,3802553,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,27,craeky,NA,NA,neither,8,3803572,3806461,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,28,coline,negative,70_80,paired_cs,16,3807480,3812210,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,29,teior,positive,50_60,paired_cs,8,3813230,3815417,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,30,hicron,NA,NA,neither,7,3816437,3819444,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,31,fusia,positive,50_60,paired_cs,12,3820463,3823012,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,32,teutos,negative,90_10,paired_cs,2,3824032,3828080,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,33,yeomun,NA,NA,neither,4,3829100,3831418,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,34,ribual,NA,NA,neither,4,3832437,3835555,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,35,eyalt,NA,NA,neither,8,3836574,3839472,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,36,icecip,negative,50_60,paired_cs,13,3840491,3844515,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,37,cenbre,NA,NA,neither,16,3845534,3848429,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,38,seloom,positive,90_10,paired_cs,10,3849448,3851531,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,39,clerd,negative,70_80,paired_cs,13,3852550,3857285,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,40,symoan,positive,50_60,paired_cs,6,3858304,3860393,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,41,palpid,NA,NA,neither,5,3861412,3864419,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,42,guote,both,90_10,distractor,9,3865438,3867640,post
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,43,sepah,both,50_60,distractor,3,3868660,3871314,post
