subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_neither,vm_dk,time_vm_form,time_vm_blank
50,EC_only,normal,EC_only,normal,0,roosle,NA,NA,neither,no,no,no,yes,2372455,2386870
50,EC_only,normal,EC_only,normal,1,ceayon,NA,NA,neither,no,no,no,yes,2387890,2391487
50,EC_only,normal,EC_only,normal,2,jinkup,NA,NA,neither,no,no,no,yes,2392507,2394796
50,EC_only,normal,EC_only,normal,3,spanal,positive,50_60,paired_cs,no,yes,no,no,2395817,2399540
50,EC_only,normal,EC_only,normal,4,coline,NA,NA,neither,no,no,yes,no,2400559,2405361
50,EC_only,normal,EC_only,normal,5,tyorny,negative,50_60,paired_cs,no,no,yes,no,2406381,2411064
50,EC_only,normal,EC_only,normal,6,gypass,negative,70_80,paired_cs,no,no,no,yes,2412083,2415360
50,EC_only,normal,EC_only,normal,7,rutort,NA,NA,neither,no,no,no,yes,2416379,2419877
50,EC_only,normal,EC_only,normal,8,clish,NA,NA,neither,no,no,yes,no,2420896,2422867
50,EC_only,normal,EC_only,normal,9,zillie,negative,70_80,paired_cs,no,no,yes,no,2423887,2428789
50,EC_only,normal,EC_only,normal,10,parwax,NA,NA,neither,no,no,yes,no,2429808,2436033
50,EC_only,normal,EC_only,normal,11,fusia,negative,90_10,paired_cs,no,yes,no,no,2437052,2440125
50,EC_only,normal,EC_only,normal,12,fangus,NA,NA,neither,no,yes,no,no,2441144,2467070
50,EC_only,normal,EC_only,normal,13,icecip,positive,30_40,paired_cs,no,no,yes,no,2468089,2471050
50,EC_only,normal,EC_only,normal,14,chnap,positive,30_40,paired_cs,no,no,yes,no,2472069,2474798
50,EC_only,normal,EC_only,normal,15,parlic,NA,NA,neither,no,yes,no,no,2475817,2478116
50,EC_only,normal,EC_only,normal,16,sepah,positive,90_10,paired_cs,no,yes,no,no,2479136,2480893
50,EC_only,normal,EC_only,normal,17,fexony,positive,70_80,paired_cs,no,no,no,yes,2481912,2486065
50,EC_only,normal,EC_only,normal,18,casteg,NA,NA,neither,no,no,yes,no,2487084,2490150
50,EC_only,normal,EC_only,normal,19,hesire,positive,90_10,paired_cs,yes,no,no,no,2491169,2493474
50,EC_only,normal,EC_only,normal,20,eyalt,NA,NA,neither,no,no,yes,no,2494494,2498001
50,EC_only,normal,EC_only,normal,21,tafta,NA,NA,neither,no,no,no,yes,2499020,2501537
50,EC_only,normal,EC_only,normal,22,minair,NA,NA,neither,no,no,no,yes,2502556,2507036
50,EC_only,normal,EC_only,normal,23,hicron,NA,NA,neither,no,no,yes,no,2508055,2511678
50,EC_only,normal,EC_only,normal,24,avouco,NA,NA,neither,yes,no,no,no,2512697,2516418
50,EC_only,normal,EC_only,normal,25,yahio,positive,70_80,paired_cs,no,no,no,yes,2517437,2521375
50,EC_only,normal,EC_only,normal,26,hiatts,negative,30_40,paired_cs,no,yes,no,no,2522394,2525021
50,EC_only,normal,EC_only,normal,27,ankoe,NA,NA,neither,no,no,no,yes,2526040,2531090
50,EC_only,normal,EC_only,normal,28,boity,NA,NA,neither,yes,no,no,no,2532110,2534418
50,EC_only,normal,EC_only,normal,29,ordit,negative,90_10,paired_cs,no,yes,no,no,2535437,2541688
50,EC_only,normal,EC_only,normal,30,guote,positive,50_60,paired_cs,no,no,yes,no,2542707,2545440
50,EC_only,normal,EC_only,normal,31,itplic,NA,NA,neither,no,no,yes,no,2546459,2549978
50,EC_only,normal,EC_only,normal,32,haraks,NA,NA,neither,no,yes,no,no,2550997,2553417
50,EC_only,normal,EC_only,normal,33,clerd,NA,NA,neither,no,no,yes,no,2554436,2556842
50,EC_only,normal,EC_only,normal,34,cenbre,negative,70_80,paired_cs,yes,no,no,no,2557861,2560270
50,EC_only,normal,EC_only,normal,35,oacart,NA,NA,neither,no,yes,no,no,2561289,2563258
50,EC_only,normal,EC_only,normal,36,lobee,negative,30_40,paired_cs,no,no,no,yes,2564277,2567136
50,EC_only,normal,EC_only,normal,37,teutos,NA,NA,neither,no,yes,no,no,2568156,2570241
50,EC_only,normal,EC_only,normal,38,beakem,negative,70_80,paired_cs,no,yes,no,no,2571260,2573223
50,EC_only,normal,EC_only,normal,39,coneoy,NA,NA,neither,no,no,no,yes,2574243,2577854
50,EC_only,normal,EC_only,normal,40,obeac,negative,90_10,paired_cs,no,yes,no,no,2578873,2582151
50,EC_only,normal,EC_only,normal,41,cocox,NA,NA,neither,no,no,no,yes,2583171,2586446
50,EC_only,normal,EC_only,normal,42,evone,negative,50_60,paired_cs,yes,no,no,no,2587465,2589110
50,EC_only,normal,EC_only,normal,43,makan,negative,90_10,paired_cs,no,yes,no,no,2590129,2591880
50,EC_only,normal,EC_only,normal,44,gigoro,NA,NA,neither,no,no,yes,no,2592899,2598162
50,EC_only,normal,EC_only,normal,45,lescry,NA,NA,neither,yes,no,no,no,2599181,2602913
50,EC_only,normal,EC_only,normal,46,itafy,positive,70_80,paired_cs,no,no,no,yes,2603932,2606777
50,EC_only,normal,EC_only,normal,47,bokine,positive,90_10,paired_cs,no,no,no,yes,2607796,2610642
50,EC_only,normal,EC_only,normal,48,appobe,NA,NA,neither,no,no,yes,no,2611661,2615387
50,EC_only,normal,EC_only,normal,49,orikle,NA,NA,neither,no,yes,no,no,2616407,2618385
50,EC_only,normal,EC_only,normal,50,treati,NA,NA,neither,no,no,no,yes,2619405,2622370
50,EC_only,normal,EC_only,normal,51,coskie,positive,70_80,paired_cs,no,no,yes,no,2623389,2625906
50,EC_only,normal,EC_only,normal,52,madjas,negative,50_60,paired_cs,no,no,yes,no,2626925,2628792
50,EC_only,normal,EC_only,normal,53,purdag,positive,30_40,paired_cs,no,yes,no,no,2629811,2632217
50,EC_only,normal,EC_only,normal,54,prien,NA,NA,neither,no,no,yes,no,2633236,2636527
50,EC_only,normal,EC_only,normal,55,tavoo,negative,30_40,paired_cs,no,no,no,yes,2637546,2639949
50,EC_only,normal,EC_only,normal,56,jolver,NA,NA,neither,no,no,yes,no,2640968,2643387
50,EC_only,normal,EC_only,normal,57,babit,NA,NA,neither,no,yes,no,no,2644407,2646936
50,EC_only,normal,EC_only,normal,58,naptor,NA,NA,neither,no,no,no,yes,2647955,2650701
50,EC_only,normal,EC_only,normal,59,ribual,NA,NA,neither,no,yes,no,no,2651720,2656556
50,EC_only,normal,EC_only,normal,60,oureen,positive,50_60,paired_cs,no,no,no,yes,2657575,2663495
50,EC_only,normal,EC_only,normal,61,sarary,NA,NA,neither,no,no,no,yes,2664514,2667896
50,EC_only,normal,EC_only,normal,62,trelle,positive,30_40,paired_cs,no,no,yes,no,2668915,2671111
50,EC_only,normal,EC_only,normal,63,funery,NA,NA,neither,no,no,no,yes,2672130,2675755
50,EC_only,normal,EC_only,normal,64,dowsal,negative,30_40,paired_cs,no,no,yes,no,2676775,2679853
50,EC_only,normal,EC_only,normal,65,yeomun,NA,NA,neither,no,no,yes,no,2680872,2683935
50,EC_only,normal,EC_only,normal,66,palpid,NA,NA,neither,no,yes,no,no,2684954,2686599
50,EC_only,normal,EC_only,normal,67,voual,positive,90_10,paired_cs,no,yes,no,no,2687618,2689371
50,EC_only,normal,EC_only,normal,68,poieen,negative,50_60,paired_cs,no,no,yes,no,2690390,2694988
50,EC_only,normal,EC_only,normal,69,oltar,NA,NA,neither,no,yes,no,no,2696007,2698196
50,EC_only,normal,EC_only,normal,70,pevoke,NA,NA,neither,no,no,no,yes,2699215,2702056
50,EC_only,normal,EC_only,normal,71,punnot,positive,50_60,paired_cs,no,no,no,yes,2703075,2705819
