subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_neither,vm_dk,time_vm_form,time_vm_blank
12,EC_subj_only,inclusion,EC_subj_only,inclusion,0,unuoll,NA,NA,neither,no,no,yes,no,3215345,3225336
12,EC_subj_only,inclusion,EC_subj_only,inclusion,1,palpid,NA,NA,neither,no,no,no,yes,3226357,3230918
12,EC_subj_only,inclusion,EC_subj_only,inclusion,2,hicron,NA,NA,neither,no,yes,no,no,3231938,3245814
12,EC_subj_only,inclusion,EC_subj_only,inclusion,3,ceayon,NA,NA,neither,no,no,yes,no,3246833,3250859
12,EC_subj_only,inclusion,EC_subj_only,inclusion,4,yained,positive,90_10,paired_cs,no,no,yes,no,3251879,3257295
12,EC_subj_only,inclusion,EC_subj_only,inclusion,5,teior,NA,NA,neither,no,no,yes,no,3258314,3261355
12,EC_subj_only,inclusion,EC_subj_only,inclusion,6,sarary,NA,NA,neither,no,no,yes,no,3262374,3265397
12,EC_subj_only,inclusion,EC_subj_only,inclusion,7,zillie,NA,NA,neither,no,no,yes,no,3266416,3267936
12,EC_subj_only,inclusion,EC_subj_only,inclusion,8,trelle,NA,NA,neither,no,no,yes,no,3268955,3271556
12,EC_subj_only,inclusion,EC_subj_only,inclusion,9,makan,positive,50_60,paired_cs,no,no,no,yes,3272575,3277797
12,EC_subj_only,inclusion,EC_subj_only,inclusion,10,funery,NA,NA,neither,no,no,yes,no,3278816,3281766
12,EC_subj_only,inclusion,EC_subj_only,inclusion,11,altine,NA,NA,neither,no,no,no,yes,3282785,3287138
12,EC_subj_only,inclusion,EC_subj_only,inclusion,12,treati,NA,NA,neither,no,no,yes,no,3288157,3291742
12,EC_subj_only,inclusion,EC_subj_only,inclusion,13,itplic,positive,70_80,paired_cs,yes,no,no,no,3292761,3295802
12,EC_subj_only,inclusion,EC_subj_only,inclusion,14,prien,negative,70_80,paired_cs,no,yes,no,no,3296822,3302569
12,EC_subj_only,inclusion,EC_subj_only,inclusion,15,madjas,NA,NA,neither,no,no,yes,no,3303589,3305984
12,EC_subj_only,inclusion,EC_subj_only,inclusion,16,cocox,NA,NA,neither,no,no,yes,no,3307003,3308631
12,EC_subj_only,inclusion,EC_subj_only,inclusion,17,piend,negative,30_40,paired_cs,no,no,yes,no,3309650,3318345
12,EC_subj_only,inclusion,EC_subj_only,inclusion,18,itafy,NA,NA,neither,no,no,no,yes,3319365,3321768
12,EC_subj_only,inclusion,EC_subj_only,inclusion,19,appobe,positive,70_80,paired_cs,no,no,no,yes,3322787,3324745
12,EC_subj_only,inclusion,EC_subj_only,inclusion,20,avouco,negative,70_80,paired_cs,no,no,no,yes,3325764,3328369
12,EC_subj_only,inclusion,EC_subj_only,inclusion,21,fasyia,NA,NA,neither,no,no,yes,no,3329388,3330801
12,EC_subj_only,inclusion,EC_subj_only,inclusion,22,tavoo,negative,90_10,paired_cs,no,no,yes,no,3331820,3335304
12,EC_subj_only,inclusion,EC_subj_only,inclusion,23,symoan,NA,NA,neither,no,no,yes,no,3336323,3338382
12,EC_subj_only,inclusion,EC_subj_only,inclusion,24,clerd,NA,NA,neither,no,no,yes,no,3339402,3342015
12,EC_subj_only,inclusion,EC_subj_only,inclusion,25,babit,positive,30_40,paired_cs,no,no,yes,no,3343034,3344882
12,EC_subj_only,inclusion,EC_subj_only,inclusion,26,roosle,NA,NA,neither,no,no,yes,no,3345901,3349266
12,EC_subj_only,inclusion,EC_subj_only,inclusion,27,minair,negative,70_80,paired_cs,no,no,no,yes,3350286,3356376
12,EC_subj_only,inclusion,EC_subj_only,inclusion,28,obtfin,NA,NA,neither,no,no,yes,no,3357395,3360866
12,EC_subj_only,inclusion,EC_subj_only,inclusion,29,jinkup,negative,30_40,paired_cs,no,no,yes,no,3361885,3363944
12,EC_subj_only,inclusion,EC_subj_only,inclusion,30,boity,NA,NA,neither,no,no,yes,no,3364963,3367031
12,EC_subj_only,inclusion,EC_subj_only,inclusion,31,oureen,NA,NA,neither,no,no,no,yes,3368051,3370662
12,EC_subj_only,inclusion,EC_subj_only,inclusion,32,guote,NA,NA,neither,no,no,no,yes,3371681,3373971
12,EC_subj_only,inclusion,EC_subj_only,inclusion,33,teutos,NA,NA,neither,no,no,no,yes,3374990,3378903
12,EC_subj_only,inclusion,EC_subj_only,inclusion,34,peush,positive,30_40,paired_cs,no,no,no,yes,3379922,3382210
12,EC_subj_only,inclusion,EC_subj_only,inclusion,35,chnap,NA,NA,neither,no,no,yes,no,3383229,3384861
12,EC_subj_only,inclusion,EC_subj_only,inclusion,36,lescry,NA,NA,neither,no,no,yes,no,3385880,3386965
12,EC_subj_only,inclusion,EC_subj_only,inclusion,37,tyorny,NA,NA,neither,no,no,yes,no,3387984,3390160
12,EC_subj_only,inclusion,EC_subj_only,inclusion,38,punnot,NA,NA,neither,no,no,yes,no,3391179,3392381
12,EC_subj_only,inclusion,EC_subj_only,inclusion,39,oltar,positive,90_10,paired_cs,no,no,no,yes,3393400,3395717
12,EC_subj_only,inclusion,EC_subj_only,inclusion,40,pubio,negative,30_40,paired_cs,no,no,yes,no,3396737,3398261
12,EC_subj_only,inclusion,EC_subj_only,inclusion,41,ankoe,negative,50_60,paired_cs,no,no,no,yes,3399280,3401454
12,EC_subj_only,inclusion,EC_subj_only,inclusion,42,dowsal,positive,50_60,paired_cs,no,no,yes,no,3402473,3404220
