subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,eval_rating,time_rating_form,time_rating_blank,pre_post
93,EC_only,exclusion,EC_only,exclusion,0,tafta,NA,NA,neither,16,48033,51990,pre
93,EC_only,exclusion,EC_only,exclusion,1,cenbre,NA,NA,neither,13,53012,56443,pre
93,EC_only,exclusion,EC_only,exclusion,2,ordit,NA,NA,neither,6,57464,59761,pre
93,EC_only,exclusion,EC_only,exclusion,3,clerd,positive,90_10,paired_cs,17,60783,62953,pre
93,EC_only,exclusion,EC_only,exclusion,4,hesire,negative,30_40,paired_cs,3,63974,66141,pre
93,EC_only,exclusion,EC_only,exclusion,5,chnap,positive,90_10,paired_cs,10,67162,69101,pre
93,EC_only,exclusion,EC_only,exclusion,6,yahio,NA,NA,neither,5,70122,73312,pre
93,EC_only,exclusion,EC_only,exclusion,7,orikle,NA,NA,neither,3,74333,76164,pre
93,EC_only,exclusion,EC_only,exclusion,8,jinkup,NA,NA,neither,2,77186,79710,pre
93,EC_only,exclusion,EC_only,exclusion,9,pubio,positive,90_10,paired_cs,15,80731,82329,pre
93,EC_only,exclusion,EC_only,exclusion,10,babit,positive,50_60,paired_cs,14,83351,85514,pre
93,EC_only,exclusion,EC_only,exclusion,11,unuoll,NA,NA,neither,9,86533,90060,pre
93,EC_only,exclusion,EC_only,exclusion,12,madjas,negative,50_60,paired_cs,15,91079,94167,pre
93,EC_only,exclusion,EC_only,exclusion,13,jolver,negative,90_10,paired_cs,13,95186,100552,pre
93,EC_only,exclusion,EC_only,exclusion,14,itplic,NA,NA,neither,4,101572,104781,pre
93,EC_only,exclusion,EC_only,exclusion,15,altine,NA,NA,neither,15,105801,108896,pre
93,EC_only,exclusion,EC_only,exclusion,16,lobee,NA,NA,neither,17,109915,112086,pre
93,EC_only,exclusion,EC_only,exclusion,17,treati,negative,30_40,paired_cs,6,113105,115039,pre
93,EC_only,exclusion,EC_only,exclusion,18,hicron,NA,NA,neither,4,116058,117423,pre
93,EC_only,exclusion,EC_only,exclusion,19,makan,positive,30_40,paired_cs,8,118442,120032,pre
93,EC_only,exclusion,EC_only,exclusion,20,funery,NA,NA,neither,18,121051,123098,pre
93,EC_only,exclusion,EC_only,exclusion,21,obeac,NA,NA,neither,7,124117,125595,pre
93,EC_only,exclusion,EC_only,exclusion,22,hiatts,positive,70_80,paired_cs,3,126614,128201,pre
93,EC_only,exclusion,EC_only,exclusion,23,yeomun,positive,50_60,paired_cs,5,129221,130925,pre
93,EC_only,exclusion,EC_only,exclusion,24,seork,NA,NA,neither,1,131944,133886,pre
93,EC_only,exclusion,EC_only,exclusion,25,purdag,positive,30_40,paired_cs,5,134906,136386,pre
93,EC_only,exclusion,EC_only,exclusion,26,coline,NA,NA,neither,15,137405,139119,pre
93,EC_only,exclusion,EC_only,exclusion,27,poieen,negative,90_10,paired_cs,12,140138,143102,pre
93,EC_only,exclusion,EC_only,exclusion,28,lescry,negative,50_60,paired_cs,13,144121,147668,pre
93,EC_only,exclusion,EC_only,exclusion,29,beakem,NA,NA,neither,9,148687,150743,pre
93,EC_only,exclusion,EC_only,exclusion,30,gypass,NA,NA,neither,14,151764,154616,pre
93,EC_only,exclusion,EC_only,exclusion,31,itafy,negative,50_60,paired_cs,6,155639,158264,pre
93,EC_only,exclusion,EC_only,exclusion,32,parwax,positive,70_80,paired_cs,6,159287,162494,pre
93,EC_only,exclusion,EC_only,exclusion,33,haraks,NA,NA,neither,5,163513,164993,pre
93,EC_only,exclusion,EC_only,exclusion,34,naptor,negative,90_10,paired_cs,3,166012,169198,pre
93,EC_only,exclusion,EC_only,exclusion,35,craeky,positive,90_10,paired_cs,11,170217,173986,pre
93,EC_only,exclusion,EC_only,exclusion,36,casteg,NA,NA,neither,7,175005,176609,pre
93,EC_only,exclusion,EC_only,exclusion,37,trelle,negative,70_80,paired_cs,5,177653,179241,pre
93,EC_only,exclusion,EC_only,exclusion,38,gigoro,NA,NA,neither,13,180260,181859,pre
93,EC_only,exclusion,EC_only,exclusion,39,tavoo,NA,NA,neither,12,182878,184352,pre
93,EC_only,exclusion,EC_only,exclusion,40,bokine,negative,50_60,paired_cs,12,185372,188217,pre
93,EC_only,exclusion,EC_only,exclusion,41,evone,negative,30_40,paired_cs,16,189236,191175,pre
93,EC_only,exclusion,EC_only,exclusion,42,strank,positive,30_40,paired_cs,2,192194,194239,pre
93,EC_only,exclusion,EC_only,exclusion,43,punnot,NA,NA,neither,5,195258,196511,pre
93,EC_only,exclusion,EC_only,exclusion,44,oltar,NA,NA,neither,3,197530,198899,pre
93,EC_only,exclusion,EC_only,exclusion,45,parlic,positive,70_80,paired_cs,4,199918,202534,pre
93,EC_only,exclusion,EC_only,exclusion,46,twavel,NA,NA,neither,2,203553,205265,pre
93,EC_only,exclusion,EC_only,exclusion,47,oacart,positive,50_60,paired_cs,1,206284,208111,pre
93,EC_only,exclusion,EC_only,exclusion,48,voual,NA,NA,neither,5,209130,210495,pre
93,EC_only,exclusion,EC_only,exclusion,49,coskie,NA,NA,neither,10,211514,213910,pre
93,EC_only,exclusion,EC_only,exclusion,50,fusia,NA,NA,neither,13,214930,216298,pre
93,EC_only,exclusion,EC_only,exclusion,51,avouco,NA,NA,neither,11,217317,219254,pre
93,EC_only,exclusion,EC_only,exclusion,52,appobe,negative,70_80,paired_cs,9,220273,221884,pre
93,EC_only,exclusion,EC_only,exclusion,53,palpid,NA,NA,neither,7,222918,224512,pre
93,EC_only,exclusion,EC_only,exclusion,54,pevoke,positive,30_40,paired_cs,11,225531,228270,pre
93,EC_only,exclusion,EC_only,exclusion,55,obtfin,NA,NA,neither,2,229289,231115,pre
93,EC_only,exclusion,EC_only,exclusion,56,sepah,NA,NA,neither,14,232134,234186,pre
93,EC_only,exclusion,EC_only,exclusion,57,sarary,positive,70_80,paired_cs,16,235205,237142,pre
93,EC_only,exclusion,EC_only,exclusion,58,peush,NA,NA,neither,12,238161,240443,pre
93,EC_only,exclusion,EC_only,exclusion,59,cocox,negative,30_40,paired_cs,7,241463,243857,pre
