subject_nr,learning_condition,memory_condition,trial_nr,trial_type,cs_nr,block,blockhalf,cs_dur_level,filler,masking,us_valence,us_filename,cs_filename,mask,cs_duration,postmask_duration,us_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,id_opt_5,id_opt_6,paired_opt_1,paired_opt_2,paired_opt_3,paired_opt_4,paired_opt_5,paired_opt_6,val_opt_1,val_opt_2,val_opt_3,val_opt_4,val_opt_5,val_opt_6,vf_neg,vf_pos,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,time_blank_show,time_fixation_dot_show,time_cs_us_show,time_postmask_show,time_us_show,time_valence_focus,time_subjective_rating,time_identification,time_logger
68,EC_subj_obj_uncorr,inclusion,0,uncorr_objective,cs30,1,first,90_10,no,no,negative,2750.bmp,craeky,NA,100,50,2350,vegom,funery,craeky,voual,treati,rutort,other_cs,unpaired,current_cs,other_cs,other_cs,unpaired,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,no,no,no,no,no,no,682615,683518,683622,683726,683780,686130,NA,NA,689664
68,EC_subj_obj_uncorr,inclusion,1,subjective,cs7,1,first,30_40,no,yes,positive,8200.bmp,unuoll,maske_7.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,689932,690836,690940,690973,691026,693447,695927,NA,708436
68,EC_subj_obj_uncorr,inclusion,2,uncorr_objective,cs33,1,first,90_10,no,no,positive,5594.bmp,vegom,NA,100,50,2350,vegom,treati,voual,rutort,craeky,funery,current_cs,other_cs,other_cs,unpaired,other_cs,unpaired,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,no,no,no,no,no,no,708753,709656,709760,709863,709917,712268,NA,NA,715328
68,EC_subj_obj_uncorr,inclusion,3,subjective,cs19,1,first,70_80,no,yes,positive,4606.bmp,appobe,maske_10.bmp,70,50,2380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,715614,716517,716621,716695,716749,719130,723653,NA,737776
68,EC_subj_obj_uncorr,inclusion,4,subjective,cs2,1,first,30_40,yes,yes,negative,3220.bmp,NA,maske_8.bmp,40,50,2410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA,738024,738927,739031,739075,739129,741539,743574,NA,748285
68,EC_subj_obj_uncorr,inclusion,5,subjective,cs1,1,first,30_40,yes,yes,positive,2040.bmp,NA,maske_12.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA,748533,749437,749541,749575,749628,752048,758156,NA,761552
68,EC_subj_obj_uncorr,inclusion,6,subjective,cs8,1,first,30_40,no,yes,negative,9435.bmp,oureen,maske_5.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA,761836,762739,762843,762877,762930,765351,767903,NA,771083
68,EC_subj_obj_uncorr,inclusion,7,subjective,cs31,1,first,90_10,no,no,positive,2208.bmp,pevoke,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no,no,no,NA,NA,NA,NA,NA,NA,771377,772281,772385,772479,772532,774893,NA,NA,777486
68,EC_subj_obj_uncorr,inclusion,8,subjective,cs12,1,first,50_60,no,yes,negative,9342.bmp,orikle,maske_3.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,777780,778684,778787,778850,778903,781294,783369,NA,794841
68,EC_subj_obj_uncorr,inclusion,9,subjective,cs3,1,first,30_40,no,yes,positive,8420.bmp,avouco,maske_6.bmp,40,50,2410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA,795106,796009,796113,796157,796211,798622,800195,NA,806802
