subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,correct_us,us_opt_1,us_opt_2,us_opt_3,us_opt_4,us_opt_5,us_opt_6,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,im_opt_none,im_opt_dk,time_im_form,time_im_blank
45,EC_subj_only,inclusion,EC_subj_only,inclusion,0,trelle,positive,NA,neither,none_correct,5830.bmp,8370.bmp,2050.bmp,5594.bmp,2660.bmp,2080.bmp,no,no,no,no,no,yes,no,no,3758690,3764020
45,EC_subj_only,inclusion,EC_subj_only,inclusion,1,pubio,negative,NA,neither,none_correct,3220.bmp,9331.bmp,6242.bmp,3550.bmp,9560.bmp,2053.bmp,no,no,yes,no,no,no,no,no,3765046,3768163
45,EC_subj_only,inclusion,EC_subj_only,inclusion,2,hiatts,negative,NA,neither,none_correct,2053.bmp,9920.bmp,2900.bmp,2375.1.bmp,9050.bmp,6570.1.bmp,no,no,no,no,no,yes,no,no,3769188,3774832
45,EC_subj_only,inclusion,EC_subj_only,inclusion,3,gigoro,positive,70_80,paired_cs,2209.bmp,2058.bmp,2209.bmp,8330.bmp,2550.bmp,8190.bmp,5460.bmp,no,yes,no,no,no,no,no,no,3775857,3780549
45,EC_subj_only,inclusion,EC_subj_only,inclusion,4,hicron,negative,NA,neither,none_correct,3160.bmp,9342.bmp,9404.bmp,3550.bmp,9520.bmp,2276.bmp,no,no,no,no,no,no,yes,no,3781574,3790743
45,EC_subj_only,inclusion,EC_subj_only,inclusion,5,strank,negative,50_60,distractor,none_correct,9041.bmp,9050.bmp,6020.bmp,1525.bmp,6242.bmp,7380.bmp,no,no,no,no,yes,no,no,no,3791768,3797725
45,EC_subj_only,inclusion,EC_subj_only,inclusion,6,obtfin,negative,50_60,paired_cs,9330.bmp,9830.bmp,2710.bmp,3300.bmp,7380.bmp,9560.bmp,9330.bmp,yes,no,no,no,no,no,no,no,3798750,3804677
45,EC_subj_only,inclusion,EC_subj_only,inclusion,7,vegom,positive,NA,neither,none_correct,2791.bmp,5830.bmp,8200.bmp,4606.bmp,7330.bmp,2058.bmp,no,no,no,yes,no,no,no,no,3805702,3809357
45,EC_subj_only,inclusion,EC_subj_only,inclusion,8,naptor,positive,70_80,paired_cs,1710.bmp,5460.bmp,1710.bmp,5910.bmp,8190.bmp,2071.bmp,5994.bmp,no,yes,no,no,no,no,no,no,3810382,3812158
45,EC_subj_only,inclusion,EC_subj_only,inclusion,9,itplic,negative,90_10,distractor,none_correct,9041.bmp,6570.1.bmp,9340.bmp,9180.bmp,9920.bmp,6020.bmp,no,no,no,no,no,yes,no,no,3813183,3818505
45,EC_subj_only,inclusion,EC_subj_only,inclusion,10,ceayon,positive,NA,neither,none_correct,1463.bmp,8190.bmp,7350.bmp,5830.bmp,8370.bmp,7502.bmp,no,no,yes,no,no,no,no,no,3819531,3822455
45,EC_subj_only,inclusion,EC_subj_only,inclusion,11,hesire,negative,50_60,paired_cs,9830.bmp,9102.bmp,2750.bmp,9007.bmp,9830.bmp,6831.bmp,9265.bmp,no,yes,no,no,no,no,no,no,3823480,3827970
45,EC_subj_only,inclusion,EC_subj_only,inclusion,12,funery,negative,90_10,paired_cs,9265.bmp,9630.bmp,9006.bmp,9265.bmp,2900.bmp,9430.bmp,9330.bmp,no,yes,no,no,no,no,no,no,3828994,3834614
45,EC_subj_only,inclusion,EC_subj_only,inclusion,13,teutos,negative,30_40,paired_cs,9182.bmp,9102.bmp,3220.bmp,9630.bmp,9400.bmp,9182.bmp,9330.bmp,no,no,no,yes,no,no,no,no,3835639,3838146
45,EC_subj_only,inclusion,EC_subj_only,inclusion,14,teior,negative,NA,neither,none_correct,2900.bmp,6242.bmp,9435.bmp,2053.bmp,9180.bmp,2276.bmp,no,no,no,no,no,no,no,yes,3839171,3844066
45,EC_subj_only,inclusion,EC_subj_only,inclusion,15,spanal,negative,NA,neither,none_correct,9342.bmp,9830.bmp,9430.bmp,9180.bmp,9340.bmp,8485.bmp,no,no,no,no,no,yes,no,no,3845090,3847801
45,EC_subj_only,inclusion,EC_subj_only,inclusion,16,gypass,positive,NA,neither,none_correct,5594.bmp,5831.bmp,8501.bmp,5460.bmp,8540.bmp,1650.bmp,yes,no,no,no,no,no,no,no,3848826,3853731
45,EC_subj_only,inclusion,EC_subj_only,inclusion,17,sarary,negative,70_80,paired_cs,3550.bmp,9265.bmp,3550.bmp,9331.bmp,9000.bmp,9561.bmp,9330.bmp,no,yes,no,no,no,no,no,no,3854756,3856220
45,EC_subj_only,inclusion,EC_subj_only,inclusion,18,eyalt,positive,70_80,paired_cs,7350.bmp,5910.bmp,8470.bmp,7350.bmp,5629.bmp,2160.bmp,1999.bmp,yes,no,no,no,no,no,no,no,3857244,3862155
45,EC_subj_only,inclusion,EC_subj_only,inclusion,19,cocox,negative,70_80,paired_cs,9421.bmp,9041.bmp,9182.bmp,3300.bmp,9421.bmp,2141.bmp,9500.bmp,no,no,no,yes,no,no,no,no,3863180,3867159
45,EC_subj_only,inclusion,EC_subj_only,inclusion,20,guote,positive,90_10,paired_cs,8190.bmp,7230.bmp,8190.bmp,2150.bmp,2057.bmp,4606.bmp,8200.bmp,yes,no,no,no,no,no,no,no,3868185,3875083
45,EC_subj_only,inclusion,EC_subj_only,inclusion,21,pevoke,positive,30_40,paired_cs,2150.bmp,2150.bmp,2050.bmp,2208.bmp,1440.bmp,2058.bmp,2340.bmp,no,no,no,no,no,yes,no,no,3876109,3880804
45,EC_subj_only,inclusion,EC_subj_only,inclusion,22,voual,negative,50_60,paired_cs,9404.bmp,9432.bmp,9404.bmp,3220.bmp,6555.bmp,3550.bmp,9342.bmp,yes,no,no,no,no,no,no,no,3881829,3886834
45,EC_subj_only,inclusion,EC_subj_only,inclusion,23,beakem,negative,NA,neither,none_correct,9400.bmp,9421.bmp,7380.bmp,3160.bmp,1525.bmp,9561.bmp,no,no,no,no,no,no,no,yes,3887859,3893704
45,EC_subj_only,inclusion,EC_subj_only,inclusion,24,coneoy,positive,NA,neither,none_correct,7230.bmp,2058.bmp,2050.bmp,1463.bmp,2550.bmp,8080.bmp,no,no,no,no,no,no,no,yes,3894728,3901115
