subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,eval_rating,time_rating_form,time_rating_blank,pre_post
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,0,twavel,negative,50_60,paired_cs,12,226551,244339,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,1,boity,negative,90_10,paired_cs,1,245358,257166,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,2,itafy,negative,30_40,distractor,5,258185,262286,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,3,cenbre,negative,50_60,paired_cs,4,263306,266720,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,4,peush,NA,NA,neither,7,267740,271601,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,5,prien,negative,70_80,paired_cs,17,272621,276138,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,6,bokine,NA,NA,neither,13,277157,280563,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,7,babit,positive,70_80,paired_cs,10,281582,284535,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,8,yeomun,positive,50_60,paired_cs,3,285554,287709,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,9,evone,NA,NA,neither,17,288729,291558,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,10,pevoke,NA,NA,neither,9,292577,294625,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,11,pubio,negative,30_40,paired_cs,14,295644,298138,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,12,casteg,negative,90_10,distractor,4,299157,303255,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,13,yahio,negative,70_80,distractor,4,304274,307002,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,14,voual,NA,NA,neither,3,308022,311423,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,15,treati,negative,50_60,paired_cs,13,312442,315182,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,16,gypass,positive,70_80,distractor,9,316201,318243,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,17,palpid,negative,30_40,paired_cs,16,319262,322536,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,18,orikle,positive,90_10,paired_cs,10,323556,326854,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,19,purdag,positive,30_40,distractor,6,327873,330263,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,20,tavoo,negative,70_80,paired_cs,9,331282,332978,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,21,teior,positive,50_60,paired_cs,2,333997,336938,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,22,lobee,positive,50_60,distractor,15,337957,339657,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,23,hiatts,NA,NA,neither,4,340676,342942,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,24,hicron,negative,70_80,paired_cs,9,343986,347054,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,25,jinkup,NA,NA,neither,2,348073,350341,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,26,minair,negative,90_10,paired_cs,4,351360,354077,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,27,fexony,NA,NA,neither,3,355097,357022,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,28,coneoy,positive,70_80,paired_cs,3,358042,364285,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,29,oltar,NA,NA,neither,10,365304,367235,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,30,parlic,NA,NA,neither,15,368254,372225,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,31,spanal,NA,NA,neither,12,373244,375063,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,32,teutos,positive,30_40,paired_cs,4,376082,379246,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,33,seork,NA,NA,neither,1,380266,382995,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,34,chnap,positive,70_80,paired_cs,3,384027,386073,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,35,avouco,negative,30_40,paired_cs,17,387092,390046,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,36,altine,positive,90_10,paired_cs,11,391065,392997,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,37,sepah,NA,NA,neither,16,394018,397550,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,38,clish,NA,NA,neither,5,398569,401417,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,39,tyorny,NA,NA,neither,0,402436,404824,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,40,parwax,positive,70_80,paired_cs,7,405843,408229,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,41,donrey,positive,30_40,paired_cs,10,409248,411518,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,42,styla,NA,NA,neither,18,412537,414349,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,43,piend,negative,50_60,distractor,15,415368,417519,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,44,punnot,NA,NA,neither,7,418538,421036,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,45,appobe,negative,90_10,distractor,13,422055,424101,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,46,obeac,negative,70_80,paired_cs,3,425120,427724,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,47,jolver,NA,NA,neither,5,428743,430440,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,48,ankoe,positive,90_10,paired_cs,16,431459,434522,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,49,eyalt,negative,90_10,paired_cs,13,435541,437821,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,50,haraks,negative,30_40,paired_cs,6,438840,446006,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,51,poieen,NA,NA,neither,17,447025,449640,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,52,fangus,positive,50_60,paired_cs,6,450660,455794,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,53,guote,positive,90_10,distractor,14,456813,458967,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,54,dowsal,negative,30_40,distractor,3,459987,463736,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,55,zillie,positive,70_80,distractor,4,464755,466252,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,56,craeky,NA,NA,neither,11,467272,469095,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,57,coskie,positive,90_10,paired_cs,17,470114,472163,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,58,tafta,NA,NA,neither,16,473182,474998,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,59,oureen,negative,50_60,paired_cs,12,476017,477717,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,60,seloom,positive,50_60,paired_cs,14,478736,480435,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,61,obtfin,NA,NA,neither,16,481457,483949,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,62,hesire,positive,30_40,distractor,12,484968,488045,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,63,madjas,negative,90_10,paired_cs,15,489064,491106,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,64,funery,negative,70_80,distractor,3,492125,494395,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,65,vegom,negative,50_60,distractor,16,495415,497232,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,66,strank,NA,NA,neither,5,498251,500853,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,67,fasyia,positive,50_60,distractor,15,501873,503800,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,68,oacart,NA,NA,neither,2,504819,507993,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,69,cocox,positive,30_40,paired_cs,2,509012,511503,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,70,symoan,positive,30_40,paired_cs,7,512523,516044,pre
113,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,71,rutort,positive,90_10,distractor,3,517064,519791,pre
