subject_nr,learning_condition,memory_condition,trial_nr,trial_type,cs_nr,block,blockhalf,cs_dur_level,filler,masking,us_valence,us_filename,cs_filename,mask,cs_duration,postmask_duration,us_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,id_opt_5,id_opt_6,paired_opt_1,paired_opt_2,paired_opt_3,paired_opt_4,paired_opt_5,paired_opt_6,val_opt_1,val_opt_2,val_opt_3,val_opt_4,val_opt_5,val_opt_6,vf_neg,vf_pos,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,time_blank_show,time_fixation_dot_show,time_cs_us_show,time_postmask_show,time_us_show,time_valence_focus,time_subjective_rating,time_identification,time_logger
108,EC_subj_obj_uncorr,inclusion,0,uncorr_objective,cs30,1,first,90_10,no,no,negative,9007.bmp,beakem,NA,100,50,2350,gigoro,seloom,unuoll,piend,beakem,tyorny,other_cs,other_cs,unpaired,other_cs,current_cs,unpaired,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,no,no,no,no,no,no,334290,335193,335296,335399,335452,337802,NA,NA,340089
108,EC_subj_obj_uncorr,inclusion,1,subjective,cs24,1,first,70_80,no,yes,negative,9041.bmp,clerd,maske_1.bmp,70,50,2380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA,340259,341162,341265,341338,341391,343771,346538,NA,359867
108,EC_subj_obj_uncorr,inclusion,2,subjective,cs1,1,first,30_40,yes,yes,positive,4606.bmp,NA,maske_7.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA,359999,360902,361005,361038,361091,363511,371993,NA,374997
108,EC_subj_obj_uncorr,inclusion,3,subjective,cs32,1,first,90_10,no,no,negative,9265.bmp,teutos,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,no,no,NA,NA,NA,NA,NA,NA,375174,376077,376180,376274,376327,378687,NA,NA,380272
108,EC_subj_obj_uncorr,inclusion,4,uncorr_objective,cs34,1,first,90_10,no,no,negative,6311.bmp,piend,NA,90,50,2360,beakem,guote,fexony,gigoro,piend,seloom,other_cs,unpaired,unpaired,other_cs,current_cs,other_cs,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,no,no,no,no,no,no,380449,381352,381455,381548,381601,383961,NA,NA,385566
108,EC_subj_obj_uncorr,inclusion,5,uncorr_objective,cs21,1,first,70_80,no,yes,positive,8540.bmp,punnot,maske_2.bmp,70,50,2380,hesire,minair,coline,purdag,altine,punnot,other_cs,unpaired,other_cs,unpaired,other_cs,current_cs,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no,385735,386639,386742,386815,386868,389248,NA,391306,402893
108,EC_subj_obj_uncorr,inclusion,6,subjective,cs23,1,first,70_80,no,yes,positive,1999.bmp,itafy,maske_1.bmp,70,50,2380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA,403052,403955,404058,404131,404184,406564,408222,NA,413069
108,EC_subj_obj_uncorr,inclusion,7,subjective,cs19,1,first,70_80,no,yes,positive,2058.bmp,naptor,maske_9.bmp,70,50,2380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA,413238,414142,414245,414318,414371,416751,418647,NA,425076
108,EC_subj_obj_uncorr,inclusion,8,subjective,cs27,1,first,90_10,no,no,positive,1650.bmp,appobe,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no,no,no,NA,NA,NA,NA,NA,NA,425243,426146,426249,426352,426405,428755,NA,NA,430416
108,EC_subj_obj_uncorr,inclusion,9,subjective,cs12,1,first,50_60,no,yes,negative,9421.bmp,icecip,maske_9.bmp,50,50,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA,430574,431477,431580,431633,431686,434086,435828,NA,439047
