subject_nr,learning_condition,memory_condition,trial_nr,trial_type,cs_nr,block,blockhalf,cs_dur_level,filler,masking,us_valence,us_filename,cs_filename,mask,cs_duration,postmask_duration,us_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,id_opt_5,id_opt_6,paired_opt_1,paired_opt_2,paired_opt_3,paired_opt_4,paired_opt_5,paired_opt_6,val_opt_1,val_opt_2,val_opt_3,val_opt_4,val_opt_5,val_opt_6,vf_neg,vf_pos,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,time_blank_show,time_fixation_dot_show,time_cs_us_show,time_postmask_show,time_us_show,time_valence_focus,time_subjective_rating,time_identification,time_logger
93,EC_only,exclusion,0,valence_only,cs4,1,first,30_40,no,yes,negative,7380.bmp,cocox,maske_9.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314524,315428,315531,315564,315617,318037,NA,NA,320547
93,EC_only,exclusion,1,valence_only,cs29,1,first,90_10,no,no,positive,2160.bmp,clerd,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320736,321639,321742,321845,321898,324248,NA,NA,324875
93,EC_only,exclusion,2,valence_only,cs23,1,first,70_80,no,yes,positive,4622.bmp,sarary,maske_2.bmp,70,50,2380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325052,325956,326059,326132,326185,328565,NA,NA,329116
93,EC_only,exclusion,3,valence_only,cs9,1,first,30_40,no,yes,positive,4606.bmp,purdag,maske_5.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329274,330177,330280,330313,330366,332786,NA,NA,333178
93,EC_only,exclusion,4,valence_only,cs19,1,first,70_80,no,yes,positive,5830.bmp,parlic,maske_4.bmp,80,50,2370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333345,334248,334351,334434,334487,336857,NA,NA,337252
93,EC_only,exclusion,5,valence_only,cs5,1,first,30_40,no,yes,positive,7502.bmp,makan,maske_4.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337400,338303,338407,338440,338493,340913,NA,NA,341305
93,EC_only,exclusion,6,valence_only,cs11,1,first,50_60,no,yes,positive,7230.bmp,icecip,maske_9.bmp,50,50,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341469,342372,342475,342529,342582,344982,NA,NA,345557
93,EC_only,exclusion,7,valence_only,cs20,1,first,70_80,no,yes,negative,2276.bmp,trelle,maske_6.bmp,70,50,2380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345714,346617,346720,346793,346846,349227,NA,NA,349619
93,EC_only,exclusion,8,valence_only,cs31,1,first,90_10,no,no,positive,2150.bmp,chnap,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349784,350687,350790,350883,350936,353296,NA,NA,353773
93,EC_only,exclusion,9,valence_only,cs33,1,first,90_10,no,no,positive,8420.bmp,craeky,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353938,354841,354944,355047,355100,357450,NA,NA,357765
