subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_neither,vm_dk,time_vm_form,time_vm_blank
100,EC_only,normal,EC_only,normal,0,cenbre,positive,70_80,paired_cs,yes,no,no,no,2184831,2198777
100,EC_only,normal,EC_only,normal,1,voual,negative,90_10,paired_cs,no,no,no,yes,2199798,2202007
100,EC_only,normal,EC_only,normal,2,spanal,negative,30_40,paired_cs,no,no,no,yes,2203027,2206453
100,EC_only,normal,EC_only,normal,3,treati,positive,30_40,paired_cs,no,no,yes,no,2207473,2210679
100,EC_only,normal,EC_only,normal,4,yeomun,NA,NA,neither,no,no,no,yes,2211699,2213686
100,EC_only,normal,EC_only,normal,5,itafy,positive,70_80,paired_cs,yes,no,no,no,2214705,2217022
100,EC_only,normal,EC_only,normal,6,haraks,NA,NA,neither,no,no,yes,no,2218042,2224240
100,EC_only,normal,EC_only,normal,7,orikle,NA,NA,neither,no,no,no,yes,2225259,2226698
100,EC_only,normal,EC_only,normal,8,jolver,NA,NA,neither,no,no,yes,no,2227717,2229161
100,EC_only,normal,EC_only,normal,9,yained,NA,NA,neither,no,yes,no,no,2230180,2232503
100,EC_only,normal,EC_only,normal,10,lobee,negative,70_80,paired_cs,yes,no,no,no,2233522,2236394
100,EC_only,normal,EC_only,normal,11,strank,NA,NA,neither,no,yes,no,no,2237413,2238746
100,EC_only,normal,EC_only,normal,12,oureen,positive,90_10,paired_cs,no,no,yes,no,2239766,2241100
100,EC_only,normal,EC_only,normal,13,eyalt,NA,NA,neither,no,yes,no,no,2242119,2242452
100,EC_only,normal,EC_only,normal,14,beakem,negative,50_60,paired_cs,no,no,yes,no,2243471,2245574
100,EC_only,normal,EC_only,normal,15,appobe,NA,NA,neither,no,no,no,yes,2246593,2247037
100,EC_only,normal,EC_only,normal,16,gigoro,negative,90_10,paired_cs,yes,no,no,no,2248056,2249935
100,EC_only,normal,EC_only,normal,17,oltar,NA,NA,neither,yes,no,no,no,2250954,2251614
100,EC_only,normal,EC_only,normal,18,minair,NA,NA,neither,yes,no,no,no,2252633,2252745
100,EC_only,normal,EC_only,normal,19,guote,positive,90_10,paired_cs,no,yes,no,no,2253767,2254677
100,EC_only,normal,EC_only,normal,20,parwax,NA,NA,neither,no,yes,no,no,2255697,2256253
100,EC_only,normal,EC_only,normal,21,ordit,NA,NA,neither,no,yes,no,no,2257272,2257383
100,EC_only,normal,EC_only,normal,22,zillie,positive,50_60,paired_cs,no,no,yes,no,2258403,2263694
100,EC_only,normal,EC_only,normal,23,icecip,negative,70_80,paired_cs,no,no,yes,no,2264714,2265933
100,EC_only,normal,EC_only,normal,24,seloom,NA,NA,neither,no,no,no,yes,2266953,2267510
100,EC_only,normal,EC_only,normal,25,chnap,NA,NA,neither,no,no,no,yes,2268529,2268861
100,EC_only,normal,EC_only,normal,26,vegom,positive,50_60,paired_cs,no,no,no,yes,2269880,2270543
100,EC_only,normal,EC_only,normal,27,punnot,negative,30_40,paired_cs,no,yes,no,no,2271562,2272452
100,EC_only,normal,EC_only,normal,28,coneoy,negative,90_10,paired_cs,no,no,no,yes,2273471,2273808
100,EC_only,normal,EC_only,normal,29,hesire,NA,NA,neither,yes,no,no,no,2274828,2275274
100,EC_only,normal,EC_only,normal,30,funery,NA,NA,neither,yes,no,no,no,2276293,2276737
100,EC_only,normal,EC_only,normal,31,symoan,positive,30_40,paired_cs,no,no,no,yes,2277756,2278863
100,EC_only,normal,EC_only,normal,32,oacart,NA,NA,neither,no,no,yes,no,2279882,2280451
100,EC_only,normal,EC_only,normal,33,obeac,NA,NA,neither,no,no,no,yes,2281471,2281693
100,EC_only,normal,EC_only,normal,34,madjas,NA,NA,neither,no,no,no,yes,2282712,2284361
100,EC_only,normal,EC_only,normal,35,twavel,NA,NA,neither,no,no,no,yes,2285381,2287359
100,EC_only,normal,EC_only,normal,36,prien,NA,NA,neither,no,yes,no,no,2288378,2289596
100,EC_only,normal,EC_only,normal,37,poieen,positive,90_10,paired_cs,no,yes,no,no,2290615,2293473
100,EC_only,normal,EC_only,normal,38,lescry,NA,NA,neither,no,yes,no,no,2294492,2295266
100,EC_only,normal,EC_only,normal,39,teior,NA,NA,neither,no,no,yes,no,2296285,2296620
100,EC_only,normal,EC_only,normal,40,unuoll,NA,NA,neither,no,no,no,yes,2297639,2298304
100,EC_only,normal,EC_only,normal,41,roosle,NA,NA,neither,no,no,no,yes,2299323,2299765
100,EC_only,normal,EC_only,normal,42,purdag,NA,NA,neither,no,no,no,yes,2300785,2301780
100,EC_only,normal,EC_only,normal,43,fangus,NA,NA,neither,no,no,no,yes,2302801,2306652
100,EC_only,normal,EC_only,normal,44,casteg,positive,70_80,paired_cs,no,yes,no,no,2307672,2308672
100,EC_only,normal,EC_only,normal,45,altine,negative,90_10,paired_cs,yes,no,no,no,2309691,2311350
100,EC_only,normal,EC_only,normal,46,craeky,positive,90_10,paired_cs,yes,no,no,no,2312369,2312924
100,EC_only,normal,EC_only,normal,47,yahio,NA,NA,neither,yes,no,no,no,2313943,2314385
100,EC_only,normal,EC_only,normal,48,seork,NA,NA,neither,no,no,no,yes,2315404,2317505
100,EC_only,normal,EC_only,normal,49,ceayon,negative,70_80,paired_cs,no,no,no,yes,2318525,2319188
100,EC_only,normal,EC_only,normal,50,teutos,NA,NA,neither,no,no,no,yes,2320207,2320870
100,EC_only,normal,EC_only,normal,51,evone,positive,70_80,paired_cs,no,no,no,yes,2321889,2322444
100,EC_only,normal,EC_only,normal,52,pubio,negative,70_80,paired_cs,no,no,no,yes,2323463,2323799
100,EC_only,normal,EC_only,normal,53,jinkup,NA,NA,neither,no,no,no,yes,2324819,2331659
100,EC_only,normal,EC_only,normal,54,fasyia,negative,30_40,paired_cs,no,no,no,yes,2332679,2335876
100,EC_only,normal,EC_only,normal,55,rutort,positive,50_60,paired_cs,yes,no,no,no,2336895,2343292
100,EC_only,normal,EC_only,normal,56,itplic,NA,NA,neither,no,no,yes,no,2344311,2348298
100,EC_only,normal,EC_only,normal,57,avouco,negative,50_60,paired_cs,no,no,no,yes,2349317,2349983
100,EC_only,normal,EC_only,normal,58,tafta,NA,NA,neither,no,no,no,yes,2351002,2351775
100,EC_only,normal,EC_only,normal,59,fusia,NA,NA,neither,no,no,no,yes,2352795,2354006
100,EC_only,normal,EC_only,normal,60,tavoo,positive,30_40,paired_cs,no,no,no,yes,2355025,2357127
100,EC_only,normal,EC_only,normal,61,styla,NA,NA,neither,no,no,no,yes,2358146,2360029
100,EC_only,normal,EC_only,normal,62,parlic,NA,NA,neither,no,no,yes,no,2361048,2362155
100,EC_only,normal,EC_only,normal,63,piend,NA,NA,neither,no,no,no,yes,2363174,2364171
100,EC_only,normal,EC_only,normal,64,babit,NA,NA,neither,no,no,no,yes,2365191,2365638
100,EC_only,normal,EC_only,normal,65,ankoe,negative,50_60,paired_cs,no,no,no,yes,2366658,2367432
100,EC_only,normal,EC_only,normal,66,tyorny,NA,NA,neither,no,no,no,yes,2368451,2368783
100,EC_only,normal,EC_only,normal,67,palpid,negative,30_40,paired_cs,no,no,no,yes,2369802,2370465
100,EC_only,normal,EC_only,normal,68,ribual,negative,50_60,paired_cs,no,no,no,yes,2371484,2372592
100,EC_only,normal,EC_only,normal,69,makan,positive,50_60,paired_cs,yes,no,no,no,2373611,2375846
100,EC_only,normal,EC_only,normal,70,obtfin,NA,NA,neither,yes,no,no,no,2376865,2378747
100,EC_only,normal,EC_only,normal,71,gypass,positive,30_40,paired_cs,no,no,no,yes,2379766,2380768
