subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,eval_rating,time_rating_form,time_rating_blank,pre_post
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,0,coskie,negative,70_80,paired_cs,6,27661,35152,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,1,yeomun,NA,NA,neither,2,36174,42927,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,2,naptor,negative,90_10,paired_cs,19,43949,47391,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,3,fangus,positive,90_10,paired_cs,6,48414,54061,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,4,itplic,NA,NA,neither,1,55083,58625,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,5,hiatts,NA,NA,neither,9,59647,62965,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,6,roosle,both,70_80,distractor,19,63985,66305,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,7,piend,both,30_40,distractor,7,67324,70428,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,8,pubio,NA,NA,neither,11,71447,75210,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,9,obtfin,both,90_10,distractor,5,76230,83998,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,10,hesire,both,50_60,distractor,10,85017,88114,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,11,prien,NA,NA,neither,5,89133,91791,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,12,appobe,positive,30_40,paired_cs,14,92809,96231,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,13,punnot,both,90_10,distractor,10,97250,101478,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,14,unuoll,NA,NA,neither,6,102499,112764,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,15,coneoy,NA,NA,neither,3,113785,118237,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,16,orikle,NA,NA,neither,1,119258,124906,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,17,parwax,negative,50_60,paired_cs,13,125925,129706,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,18,altine,both,90_10,distractor,14,130725,136607,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,19,styla,positive,50_60,paired_cs,19,137625,139737,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,20,ordit,negative,30_40,paired_cs,13,140755,143960,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,21,evone,positive,30_40,paired_cs,19,144980,148084,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,22,fasyia,NA,NA,neither,16,149104,166272,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,23,guote,NA,NA,neither,8,167292,169068,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,24,pevoke,negative,30_40,paired_cs,7,170087,173845,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,25,purdag,NA,NA,neither,2,174864,179523,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,26,boity,negative,70_80,paired_cs,0,180543,182659,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,27,yained,positive,70_80,paired_cs,2,183678,185677,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,28,tavoo,both,30_40,distractor,9,186696,188917,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,29,avouco,positive,50_60,paired_cs,13,189936,193046,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,30,vegom,NA,NA,neither,6,194065,197513,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,31,minair,negative,30_40,paired_cs,9,198532,202878,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,32,hicron,positive,90_10,paired_cs,7,203898,206668,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,33,treati,positive,50_60,paired_cs,12,207687,214817,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,34,clish,NA,NA,neither,7,215836,221160,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,35,dowsal,negative,90_10,paired_cs,7,222179,232159,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,36,palpid,both,30_40,distractor,3,233178,235507,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,37,teutos,positive,70_80,paired_cs,6,236527,238638,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,38,spanal,positive,70_80,paired_cs,11,239658,242208,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,39,haraks,NA,NA,neither,6,243229,248709,pre
43,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,40,eyalt,both,70_80,distractor,15,249728,252301,pre
