subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,PD_practice_runs,PD_practice_correct,PD_pos,PD_neg,time_PD_form,time_PD_blank
102,EC_subj_only,inclusion,EC_subj_only,inclusion,0,orikle,NA,NA,neither,3,1,no,yes,3382489,3390768
102,EC_subj_only,inclusion,EC_subj_only,inclusion,1,itafy,negative,30_40,paired_cs,3,1,no,yes,3391818,3396244
102,EC_subj_only,inclusion,EC_subj_only,inclusion,2,lobee,NA,NA,neither,3,1,yes,no,3397294,3399651
102,EC_subj_only,inclusion,EC_subj_only,inclusion,3,cocox,NA,NA,neither,3,1,no,yes,3400707,3403954
102,EC_subj_only,inclusion,EC_subj_only,inclusion,4,gypass,NA,NA,neither,3,1,no,yes,3405005,3410295
102,EC_subj_only,inclusion,EC_subj_only,inclusion,5,tafta,NA,NA,neither,3,1,no,yes,3411345,3413697
102,EC_subj_only,inclusion,EC_subj_only,inclusion,6,oltar,NA,NA,neither,3,1,no,yes,3414747,3417110
102,EC_subj_only,inclusion,EC_subj_only,inclusion,7,roosle,NA,NA,neither,3,1,no,yes,3418159,3421407
102,EC_subj_only,inclusion,EC_subj_only,inclusion,8,teutos,positive,70_80,paired_cs,3,1,yes,no,3422456,3424818
102,EC_subj_only,inclusion,EC_subj_only,inclusion,9,jinkup,NA,NA,neither,3,1,yes,no,3425867,3428527
102,EC_subj_only,inclusion,EC_subj_only,inclusion,10,altine,positive,30_40,paired_cs,3,1,yes,no,3429583,3431358
102,EC_subj_only,inclusion,EC_subj_only,inclusion,11,peush,NA,NA,neither,3,1,no,yes,3432407,3435064
102,EC_subj_only,inclusion,EC_subj_only,inclusion,12,obeac,negative,50_60,paired_cs,3,1,no,yes,3436113,3437878
102,EC_subj_only,inclusion,EC_subj_only,inclusion,13,piend,negative,50_60,paired_cs,3,1,no,yes,3438927,3440986
102,EC_subj_only,inclusion,EC_subj_only,inclusion,14,twavel,positive,90_10,paired_cs,3,1,yes,no,3442043,3445569
102,EC_subj_only,inclusion,EC_subj_only,inclusion,15,coneoy,NA,NA,neither,3,1,no,yes,3446619,3448981
102,EC_subj_only,inclusion,EC_subj_only,inclusion,16,fangus,positive,70_80,paired_cs,3,1,yes,no,3450031,3454150
102,EC_subj_only,inclusion,EC_subj_only,inclusion,17,appobe,negative,70_80,paired_cs,3,1,no,yes,3455200,3459045
