subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,PD_practice_runs,PD_practice_correct,PD_pos,PD_neg,time_PD_form,time_PD_blank
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,0,vegom,both,30_40,distractor,2,1,no,yes,3789441,3810065
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,1,purdag,negative,50_60,paired_cs,2,1,yes,no,3811095,3821013
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,2,twavel,positive,90_10,paired_cs,2,1,yes,no,3822041,3830076
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,3,gypass,both,30_40,distractor,2,1,yes,no,3831105,3849800
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,4,rutort,NA,NA,neither,2,1,no,yes,3850831,3854041
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,5,orikle,negative,30_40,paired_cs,2,1,yes,no,3855069,3857051
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,6,coneoy,negative,70_80,paired_cs,2,1,yes,no,3858079,3859930
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,7,unuoll,negative,50_60,paired_cs,2,1,no,yes,3860958,3863067
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,8,jolver,NA,NA,neither,2,1,no,yes,3864095,3865704
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,9,teior,negative,90_10,paired_cs,2,1,no,yes,3866732,3869840
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,10,seloom,positive,30_40,paired_cs,2,1,no,yes,3870868,3873476
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,11,icecip,positive,90_10,paired_cs,2,1,no,yes,3874509,3877849
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,12,parlic,negative,70_80,paired_cs,2,1,yes,no,3878877,3880988
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,13,oacart,positive,90_10,paired_cs,2,1,yes,no,3882016,3883627
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,14,beakem,NA,NA,neither,2,1,yes,no,3884655,3887507
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,15,hesire,negative,70_80,paired_cs,2,1,yes,no,3888535,3890772
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,16,ribual,positive,50_60,paired_cs,2,1,yes,no,3891800,3893039
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,17,cenbre,both,70_80,distractor,2,1,yes,no,3894067,3896425
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,18,coline,both,30_40,distractor,2,1,yes,no,3897479,3898841
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,19,funery,NA,NA,neither,2,1,yes,no,3899869,3901354
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,20,treati,positive,30_40,paired_cs,2,1,yes,no,3902383,3903495
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,21,guote,NA,NA,neither,2,1,yes,no,3904523,3905764
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,22,pubio,NA,NA,neither,2,1,yes,no,3906797,3908160
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,23,haraks,NA,NA,neither,2,1,yes,no,3909189,3910426
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,24,styla,NA,NA,neither,2,1,yes,no,3911454,3916162
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,25,tyorny,both,90_10,distractor,2,1,no,yes,3917190,3919300
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,26,eyalt,negative,50_60,paired_cs,2,1,no,yes,3920335,3922190
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,27,ordit,positive,50_60,paired_cs,2,1,no,yes,3923218,3924334
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,28,poieen,negative,90_10,paired_cs,2,1,no,yes,3925362,3926353
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,29,tavoo,NA,NA,neither,2,1,yes,no,3927382,3928632
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,30,hicron,both,70_80,distractor,2,1,no,yes,3929660,3931150
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,31,boity,negative,90_10,paired_cs,2,1,no,yes,3932178,3933424
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,32,strank,NA,NA,neither,2,1,no,yes,3934452,3938676
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,33,altine,both,50_60,distractor,2,1,no,yes,3939710,3941816
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,34,evone,NA,NA,neither,2,1,no,yes,3942844,3944579
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,35,babit,NA,NA,neither,2,1,yes,no,3945607,3947716
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,36,teutos,positive,30_40,paired_cs,2,1,no,yes,3948745,3950733
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,37,jinkup,both,50_60,distractor,2,1,no,yes,3951768,3952881
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,38,fasyia,negative,30_40,paired_cs,2,1,yes,no,3953909,3955404
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,39,punnot,positive,30_40,paired_cs,2,1,no,yes,3956432,3958415
