subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,correct_us,us_opt_1,us_opt_2,us_opt_3,us_opt_4,us_opt_5,us_opt_6,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,im_opt_none,im_opt_dk,time_im_form,time_im_blank
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,0,appobe,positive,50_60,distractor,5910.bmp,2050.bmp,7580.bmp,2209.bmp,5910.bmp,8496.bmp,1999.bmp,yes,no,no,no,no,no,no,no,3849636,3858388
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,1,makan,positive,30_40,distractor,2550.bmp,8501.bmp,2209.bmp,2091.bmp,8190.bmp,2550.bmp,2150.bmp,yes,no,no,no,no,no,no,no,3859414,3862875
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,2,coneoy,negative,30_40,distractor,6831.bmp,8485.bmp,2053.bmp,9630.bmp,6831.bmp,2276.bmp,9500.bmp,no,no,no,no,yes,no,no,no,3863900,3875394
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,3,teior,positive,70_80,distractor,2071.bmp,7502.bmp,8170.bmp,2071.bmp,5830.bmp,2057.bmp,4220.bmp,no,no,no,no,no,no,no,yes,3876420,3879785
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,4,roosle,positive,NA,neither,none_correct,2150.bmp,5460.bmp,8330.bmp,1999.bmp,1650.bmp,2160.bmp,no,no,no,no,no,no,yes,no,3880809,3885090
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,5,bokine,negative,30_40,paired_cs,9180.bmp,6242.bmp,9006.bmp,9000.bmp,9180.bmp,9265.bmp,6555.bmp,yes,no,no,no,no,no,no,no,3886114,3890193
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,6,oacart,negative,NA,neither,none_correct,9561.bmp,9280.bmp,3550.bmp,9102.bmp,6242.bmp,9520.bmp,yes,no,no,no,no,no,no,no,3891217,3894272
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,7,sepah,positive,NA,neither,none_correct,4220.bmp,8190.bmp,2160.bmp,2791.bmp,2660.bmp,1710.bmp,no,yes,no,no,no,no,no,no,3895297,3897836
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,8,altine,negative,NA,neither,none_correct,2276.bmp,7380.bmp,9330.bmp,9435.bmp,9404.bmp,9182.bmp,no,yes,no,no,no,no,no,no,3898860,3902013
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,9,ordit,negative,90_10,paired_cs,2375.1.bmp,7380.bmp,9500.bmp,2375.1.bmp,9630.bmp,6555.bmp,6242.bmp,no,no,yes,no,no,no,no,no,3903037,3907201
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,10,ribual,negative,90_10,distractor,9340.bmp,9432.bmp,9340.bmp,9920.bmp,9404.bmp,9430.bmp,6530.bmp,no,yes,no,no,no,no,no,no,3908225,3910371
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,11,gigoro,negative,50_60,paired_cs,9000.bmp,9000.bmp,3220.bmp,2141.bmp,9007.bmp,9330.bmp,9180.bmp,no,yes,no,no,no,no,no,no,3911395,3912927
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,12,yahio,negative,90_10,distractor,6020.bmp,2750.bmp,9182.bmp,9280.bmp,6020.bmp,2710.bmp,8485.bmp,no,no,no,no,no,no,no,yes,3913951,3920559
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,13,obeac,positive,NA,neither,none_correct,4606.bmp,4622.bmp,8420.bmp,8501.bmp,5594.bmp,2311.bmp,no,yes,no,no,no,no,no,no,3921583,3926363
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,14,guote,negative,30_40,paired_cs,9560.bmp,9500.bmp,9560.bmp,9432.bmp,2053.bmp,9340.bmp,9006.bmp,no,no,no,no,no,no,no,yes,3927387,3931667
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,15,dowsal,positive,NA,neither,none_correct,2900.2.bmp,8190.bmp,5994.bmp,5629.bmp,8330.bmp,8370.bmp,no,no,no,yes,no,no,no,no,3932691,3938884
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,16,boity,positive,70_80,paired_cs,2900.2.bmp,5831.bmp,8470.bmp,2900.2.bmp,2209.bmp,8170.bmp,8080.bmp,no,no,yes,no,no,no,no,no,3939908,3942657
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,17,strank,negative,NA,neither,none_correct,6020.bmp,3300.bmp,9000.bmp,9265.bmp,3160.bmp,2375.1.bmp,no,no,no,no,no,no,no,yes,3943682,3948257
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,18,jolver,negative,70_80,paired_cs,9342.bmp,9007.bmp,9432.bmp,9050.bmp,9830.bmp,2900.bmp,9342.bmp,no,no,no,no,no,yes,no,no,3949281,3951426
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,19,peush,negative,30_40,paired_cs,7380.bmp,9500.bmp,7380.bmp,8485.bmp,9430.bmp,9220.bmp,3300.bmp,no,no,no,no,yes,no,no,no,3952450,3954383
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,20,seork,positive,NA,neither,none_correct,2080.bmp,2660.bmp,8470.bmp,5460.bmp,5594.bmp,8420.bmp,no,yes,no,no,no,no,no,no,3955408,3962890
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,21,itafy,positive,70_80,distractor,2070.bmp,8540.bmp,5994.bmp,2070.bmp,7580.bmp,5910.bmp,7470.bmp,no,no,no,no,no,no,no,yes,3963914,3968292
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,22,styla,positive,90_10,paired_cs,7470.bmp,8496.bmp,2071.bmp,8370.bmp,7470.bmp,1463.bmp,2050.bmp,no,no,no,yes,no,no,no,no,3969316,3971054
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,23,chnap,negative,30_40,distractor,9220.bmp,9220.bmp,9331.bmp,9006.bmp,9041.bmp,9342.bmp,2900.bmp,no,no,no,yes,no,no,no,no,3972079,3974626
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,24,voual,negative,50_60,distractor,9830.bmp,9560.bmp,9830.bmp,9220.bmp,9400.bmp,9102.bmp,6311.bmp,no,yes,no,no,no,no,no,no,3975650,3977692
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,25,funery,negative,NA,neither,none_correct,3160.bmp,2053.bmp,9041.bmp,9007.bmp,6530.bmp,9520.bmp,no,no,no,no,no,no,no,yes,3978716,3984623
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,26,itplic,positive,70_80,paired_cs,4622.bmp,2660.bmp,8080.bmp,2091.bmp,2071.bmp,2160.bmp,4622.bmp,no,no,no,no,no,no,yes,no,3985647,3991844
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,27,clish,negative,NA,neither,none_correct,3220.bmp,9560.bmp,9830.bmp,9331.bmp,9400.bmp,9180.bmp,no,yes,no,no,no,no,no,no,3992868,3997753
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,28,fexony,negative,50_60,paired_cs,6242.bmp,3220.bmp,2710.bmp,9220.bmp,9050.bmp,6242.bmp,9630.bmp,no,yes,no,no,no,no,no,no,3998777,4003271
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,29,parwax,negative,NA,neither,none_correct,9041.bmp,6530.bmp,6020.bmp,9430.bmp,9050.bmp,2750.bmp,no,no,no,yes,no,no,no,no,4004295,4009078
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,30,avouco,negative,NA,neither,none_correct,9404.bmp,9830.bmp,9432.bmp,6831.bmp,2141.bmp,2375.1.bmp,no,no,no,no,no,no,no,yes,4010102,4014607
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,31,parlic,positive,90_10,paired_cs,8540.bmp,8370.bmp,2057.bmp,5910.bmp,8540.bmp,8190.bmp,5994.bmp,no,no,no,no,no,no,yes,no,4015631,4020419
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,32,pevoke,positive,50_60,paired_cs,2080.bmp,1650.bmp,4606.bmp,2550.bmp,2070.bmp,2080.bmp,8540.bmp,yes,no,no,no,no,no,no,no,4021443,4029590
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,33,poieen,positive,NA,neither,none_correct,2900.2.bmp,8420.bmp,8496.bmp,7350.bmp,2050.bmp,2040.bmp,no,no,no,no,no,no,no,yes,4030614,4038041
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,34,seloom,positive,70_80,paired_cs,1999.bmp,7350.bmp,1999.bmp,1650.bmp,5594.bmp,8080.bmp,2550.bmp,no,yes,no,no,no,no,no,no,4039065,4042535
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,35,unuoll,negative,50_60,paired_cs,8485.bmp,9000.bmp,3550.bmp,9265.bmp,2710.bmp,8485.bmp,6838.bmp,no,no,yes,no,no,no,no,no,4043559,4047533
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,36,hiatts,negative,NA,neither,none_correct,2900.bmp,3550.bmp,6838.bmp,3160.bmp,9342.bmp,9182.bmp,no,no,no,no,no,no,no,yes,4048557,4053262
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,37,obtfin,positive,50_60,paired_cs,8080.bmp,2311.bmp,8501.bmp,8370.bmp,8080.bmp,7330.bmp,4622.bmp,no,no,no,no,yes,no,no,no,4054286,4058962
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,38,oureen,negative,NA,neither,none_correct,1525.bmp,3160.bmp,9561.bmp,9342.bmp,9330.bmp,9404.bmp,no,no,no,no,yes,no,no,no,4059986,4064969
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,39,prien,positive,NA,neither,none_correct,2791.bmp,8470.bmp,2071.bmp,8420.bmp,8170.bmp,7230.bmp,yes,no,no,no,no,no,no,no,4065993,4069646
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,40,icecip,negative,70_80,distractor,9007.bmp,9182.bmp,2710.bmp,9007.bmp,9920.bmp,9050.bmp,9430.bmp,no,no,no,no,no,no,yes,no,4070670,4077107
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,41,palpid,positive,50_60,paired_cs,2311.bmp,2311.bmp,5830.bmp,2057.bmp,1710.bmp,2070.bmp,4622.bmp,yes,no,no,no,no,no,no,no,4078131,4083723
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,42,casteg,positive,50_60,paired_cs,1440.bmp,8330.bmp,1440.bmp,2311.bmp,4220.bmp,5994.bmp,2058.bmp,no,no,no,yes,no,no,no,no,4084747,4087503
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,43,cenbre,negative,70_80,paired_cs,6555.bmp,2375.1.bmp,7380.bmp,9342.bmp,6555.bmp,3550.bmp,9561.bmp,no,no,no,yes,no,no,no,no,4088527,4093000
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,44,evone,negative,NA,neither,none_correct,9435.bmp,9920.bmp,9561.bmp,9041.bmp,6530.bmp,2750.bmp,no,yes,no,no,no,no,no,no,4094024,4102268
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,45,minair,positive,90_10,paired_cs,5831.bmp,2791.bmp,2340.bmp,1710.bmp,5831.bmp,4606.bmp,1440.bmp,no,no,no,yes,no,no,no,no,4103293,4108985
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,46,rutort,positive,NA,neither,none_correct,2160.bmp,7580.bmp,8170.bmp,7502.bmp,2660.bmp,2070.bmp,no,no,no,no,no,no,no,yes,4110009,4114079
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,47,tavoo,negative,NA,neither,none_correct,2276.bmp,9340.bmp,9007.bmp,3160.bmp,9920.bmp,2053.bmp,no,no,no,yes,no,no,no,no,4115103,4119380
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,48,beakem,negative,50_60,paired_cs,9265.bmp,3550.bmp,1525.bmp,9050.bmp,9265.bmp,6831.bmp,9435.bmp,no,no,no,no,no,no,yes,no,4120404,4129484
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,49,oltar,negative,70_80,paired_cs,2900.bmp,9182.bmp,6311.bmp,9006.bmp,2900.bmp,9331.bmp,6020.bmp,no,yes,no,no,no,no,no,no,4130509,4135304
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,50,pubio,positive,NA,neither,none_correct,7502.bmp,2070.bmp,5460.bmp,2091.bmp,7230.bmp,2050.bmp,no,no,yes,no,no,no,no,no,4136329,4140514
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,51,coline,negative,90_10,paired_cs,9041.bmp,9220.bmp,2750.bmp,6831.bmp,6311.bmp,9560.bmp,9041.bmp,no,no,no,no,no,yes,no,no,4141539,4145410
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,52,tafta,positive,NA,neither,none_correct,8540.bmp,2050.bmp,2900.2.bmp,2080.bmp,4622.bmp,1999.bmp,no,no,no,no,no,no,no,yes,4146435,4149079
2,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,53,jinkup,positive,90_10,paired_cs,2091.bmp,5830.bmp,2040.bmp,8470.bmp,2091.bmp,2057.bmp,7470.bmp,no,no,no,no,no,no,no,yes,4150104,4157231
