subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,eval_rating,time_rating_form,time_rating_blank,pre_post
47,EC_subj_only,inclusion,EC_subj_only,inclusion,0,sarary,NA,NA,neither,1,50806,53782,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,1,lescry,NA,NA,neither,12,54801,56875,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,2,hesire,NA,NA,neither,9,57894,61483,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,3,tafta,NA,NA,neither,14,62502,64573,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,4,obtfin,NA,NA,neither,5,65592,68007,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,5,chnap,NA,NA,neither,4,69026,71212,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,6,evone,NA,NA,neither,16,72231,74071,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,7,ordit,NA,NA,neither,14,75091,77047,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,8,minair,negative,90_10,paired_cs,10,78066,80135,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,9,parwax,positive,30_40,paired_cs,12,81154,84053,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,10,oacart,NA,NA,neither,13,85072,87487,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,11,haraks,negative,90_10,paired_cs,12,88506,94281,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,12,treati,positive,50_60,paired_cs,15,95300,98069,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,13,yahio,NA,NA,neither,18,99088,101278,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,14,itafy,negative,50_60,paired_cs,7,102298,105643,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,15,donrey,negative,70_80,paired_cs,15,106662,109314,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,16,fasyia,NA,NA,neither,15,110334,112061,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,17,unuoll,NA,NA,neither,2,113081,115955,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,18,piend,NA,NA,neither,4,116975,119731,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,19,oureen,NA,NA,neither,16,120750,135384,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,20,babit,negative,30_40,paired_cs,14,136403,137904,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,21,coline,NA,NA,neither,16,138923,140879,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,22,hicron,negative,30_40,paired_cs,9,141898,145917,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,23,poieen,negative,90_10,paired_cs,7,146936,149598,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,24,eyalt,NA,NA,neither,14,150617,153376,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,25,fexony,NA,NA,neither,17,154395,156475,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,26,gigoro,negative,70_80,paired_cs,4,157495,160136,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,27,rutort,negative,50_60,paired_cs,16,161155,163581,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,28,hiatts,positive,90_10,paired_cs,9,164600,167257,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,29,spanal,NA,NA,neither,4,168276,170586,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,30,craeky,negative,50_60,paired_cs,10,171630,173249,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,31,strank,positive,70_80,paired_cs,4,174268,177843,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,32,obeac,NA,NA,neither,15,178862,181991,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,33,teutos,NA,NA,neither,15,183010,186821,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,34,tyorny,positive,30_40,paired_cs,4,187840,190379,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,35,oltar,positive,90_10,paired_cs,4,191399,193827,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,36,lobee,positive,50_60,paired_cs,8,194846,196802,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,37,trelle,positive,90_10,paired_cs,5,197821,200241,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,38,gypass,NA,NA,neither,12,201260,203226,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,39,purdag,positive,50_60,paired_cs,13,204245,207702,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,40,ribual,NA,NA,neither,4,208721,214900,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,41,boity,NA,NA,neither,16,215919,221228,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,42,pubio,negative,50_60,paired_cs,1,222248,226075,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,43,bokine,positive,70_80,paired_cs,11,227095,235530,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,44,yained,NA,NA,neither,14,236549,238170,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,45,coneoy,negative,30_40,paired_cs,4,239189,241038,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,46,clerd,NA,NA,neither,13,242057,245750,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,47,voual,NA,NA,neither,5,246769,248734,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,48,punnot,NA,NA,neither,3,249753,251703,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,49,jolver,NA,NA,neither,13,252723,256418,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,50,ankoe,NA,NA,neither,16,257437,259867,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,51,tavoo,NA,NA,neither,17,260886,264694,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,52,seork,NA,NA,neither,9,265713,268545,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,53,pevoke,NA,NA,neither,5,269564,275220,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,54,casteg,positive,30_40,paired_cs,4,276239,278562,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,55,sepah,NA,NA,neither,3,279581,281547,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,56,appobe,positive,50_60,paired_cs,15,282566,284874,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,57,symoan,positive,30_40,paired_cs,16,285893,288669,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,58,cenbre,NA,NA,neither,11,289692,292229,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,59,palpid,negative,70_80,paired_cs,6,293249,295671,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,60,fangus,negative,70_80,paired_cs,3,296691,298536,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,61,peush,positive,90_10,paired_cs,5,299555,301292,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,62,vegom,NA,NA,neither,9,302311,304395,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,63,funery,NA,NA,neither,1,305414,308412,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,64,itplic,NA,NA,neither,3,309432,311740,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,65,madjas,negative,30_40,paired_cs,10,312762,314261,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,66,teior,negative,90_10,paired_cs,13,315280,317471,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,67,twavel,NA,NA,neither,14,318490,321041,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,68,makan,NA,NA,neither,15,322060,323909,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,69,seloom,positive,70_80,paired_cs,4,324928,328625,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,70,prien,NA,NA,neither,13,329644,331609,pre
47,EC_subj_only,inclusion,EC_subj_only,inclusion,71,beakem,positive,70_80,paired_cs,15,332628,335866,pre
