subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_neither,vm_dk,time_vm_form,time_vm_blank
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,0,yained,negative,30_40,distractor,no,no,no,yes,3424453,3431570
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,1,babit,positive,30_40,paired_cs,no,no,no,yes,3432590,3436404
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,2,itplic,positive,50_60,distractor,no,no,no,yes,3437423,3438613
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,3,parwax,NA,NA,neither,no,no,no,yes,3439632,3440496
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,4,clerd,negative,50_60,distractor,no,yes,no,no,3441515,3442817
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,5,minair,positive,70_80,paired_cs,no,no,no,yes,3443836,3446227
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,6,fangus,NA,NA,neither,no,yes,no,no,3447246,3449411
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,7,pubio,negative,90_10,paired_cs,no,no,no,yes,3450430,3452383
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,8,itafy,negative,30_40,distractor,yes,no,no,no,3453402,3456119
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,9,obeac,negative,30_40,paired_cs,yes,no,no,no,3457138,3458441
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,10,boity,NA,NA,neither,no,no,no,yes,3459460,3461193
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,11,orikle,positive,30_40,distractor,yes,no,no,no,3462212,3463946
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,12,oureen,NA,NA,neither,no,no,no,yes,3464965,3467351
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,13,ribual,negative,70_80,paired_cs,no,no,no,yes,3468370,3469883
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,14,sarary,negative,90_10,paired_cs,no,no,no,yes,3470902,3473496
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,15,cocox,NA,NA,neither,no,no,no,yes,3474516,3475809
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,16,trelle,positive,90_10,paired_cs,yes,no,no,no,3476828,3478129
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,17,treati,positive,50_60,paired_cs,yes,no,no,no,3479148,3480125
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,18,tavoo,positive,30_40,distractor,no,no,no,yes,3481145,3484828
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,19,pevoke,negative,90_10,paired_cs,no,no,yes,no,3485848,3487580
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,20,teutos,negative,70_80,distractor,no,yes,no,no,3488599,3490225
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,21,guote,NA,NA,neither,no,yes,no,no,3491244,3492970
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,22,naptor,NA,NA,neither,no,no,no,yes,3493990,3496375
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,23,obtfin,negative,70_80,paired_cs,yes,no,no,no,3497394,3498920
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,24,bokine,positive,30_40,paired_cs,no,no,no,yes,3499939,3501678
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,25,symoan,NA,NA,neither,no,yes,no,no,3502697,3504540
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,26,clish,negative,50_60,paired_cs,no,yes,no,no,3505559,3506638
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,27,parlic,positive,30_40,paired_cs,no,no,no,yes,3507657,3509063
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,28,prien,NA,NA,neither,yes,no,no,no,3510083,3511486
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,29,icecip,NA,NA,neither,no,no,no,yes,3512505,3513703
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,30,unuoll,NA,NA,neither,no,no,no,yes,3514722,3515586
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,31,yahio,negative,90_10,distractor,no,no,no,yes,3516605,3517901
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,32,twavel,positive,70_80,distractor,no,no,no,yes,3518920,3519679
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,33,teior,positive,90_10,distractor,no,no,no,yes,3520698,3521778
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,34,rutort,negative,50_60,paired_cs,no,no,no,yes,3522797,3523660
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,35,styla,positive,50_60,distractor,yes,no,no,no,3524679,3526622
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,36,avouco,NA,NA,neither,no,no,no,yes,3527641,3529052
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,37,hesire,negative,70_80,paired_cs,no,no,no,yes,3530072,3531043
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,38,dowsal,NA,NA,neither,no,no,no,yes,3532062,3532818
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,39,punnot,NA,NA,neither,no,no,no,yes,3533837,3534701
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,40,sepah,negative,50_60,distractor,no,yes,no,no,3535721,3539083
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,41,gypass,negative,50_60,paired_cs,no,yes,no,no,3540102,3541840
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,42,gigoro,negative,90_10,paired_cs,no,no,no,yes,3542860,3544159
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,43,altine,NA,NA,neither,no,no,no,yes,3545178,3545934
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,44,ankoe,NA,NA,neither,no,no,no,yes,3546953,3547819
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,45,palpid,positive,30_40,paired_cs,no,no,no,yes,3548838,3549489
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,46,oltar,negative,30_40,paired_cs,no,no,no,yes,3550508,3551265
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,47,seloom,NA,NA,neither,no,no,no,yes,3552284,3553257
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,48,ordit,NA,NA,neither,no,no,no,yes,3554276,3555357
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,49,makan,positive,90_10,paired_cs,no,no,no,yes,3556376,3557252
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,50,donrey,NA,NA,neither,no,no,no,yes,3558271,3559027
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,51,voual,negative,50_60,paired_cs,no,no,no,yes,3560046,3560800
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,52,haraks,positive,70_80,distractor,no,yes,no,no,3561819,3563438
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,53,hicron,positive,50_60,paired_cs,no,no,no,yes,3564457,3565652
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,54,jolver,NA,NA,neither,no,yes,no,no,3566671,3568072
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,55,madjas,positive,90_10,distractor,no,no,no,yes,3569091,3570173
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,56,ceayon,positive,50_60,paired_cs,yes,no,no,no,3571193,3572380
32,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,57,fasyia,positive,70_80,paired_cs,yes,no,no,no,3573399,3576972
