subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,correct_us,us_opt_1,us_opt_2,us_opt_3,us_opt_4,us_opt_5,us_opt_6,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,im_opt_none,im_opt_dk,time_im_form,time_im_blank
6,EC_subj_obj_uncorr,normal,EC_subj_obj_uncorr,normal,0,coskie,positive,70_80,distractor,7350.bmp,7350.bmp,2091.bmp,5594.bmp,2057.bmp,7330.bmp,2071.bmp,no,yes,no,no,no,no,no,no,2936120,2942327
6,EC_subj_obj_uncorr,normal,EC_subj_obj_uncorr,normal,1,piend,negative,NA,neither,none_correct,6020.bmp,9050.bmp,1525.bmp,6311.bmp,9520.bmp,6530.bmp,no,no,yes,no,no,no,no,no,2943352,2944673
6,EC_subj_obj_uncorr,normal,EC_subj_obj_uncorr,normal,2,tavoo,positive,70_80,paired_cs,2660.bmp,8200.bmp,8170.bmp,2660.bmp,8370.bmp,8470.bmp,8080.bmp,no,no,no,no,yes,no,no,no,2945699,2947028
6,EC_subj_obj_uncorr,normal,EC_subj_obj_uncorr,normal,3,icecip,positive,30_40,paired_cs,7470.bmp,2070.bmp,7470.bmp,2071.bmp,1999.bmp,2040.bmp,2050.bmp,no,no,no,no,yes,no,no,no,2948052,2948971
6,EC_subj_obj_uncorr,normal,EC_subj_obj_uncorr,normal,4,treati,positive,NA,neither,none_correct,5910.bmp,8330.bmp,2160.bmp,1650.bmp,8501.bmp,2550.bmp,no,no,no,no,no,yes,no,no,2949995,2950713
6,EC_subj_obj_uncorr,normal,EC_subj_obj_uncorr,normal,5,ankoe,negative,90_10,paired_cs,6838.bmp,9560.bmp,9280.bmp,7380.bmp,3160.bmp,6838.bmp,1525.bmp,no,no,yes,no,no,no,no,no,2951737,2952353
6,EC_subj_obj_uncorr,normal,EC_subj_obj_uncorr,normal,6,donrey,negative,50_60,paired_cs,9404.bmp,9404.bmp,2141.bmp,9421.bmp,6838.bmp,9102.bmp,2900.bmp,no,no,yes,no,no,no,no,no,2953377,2954707
6,EC_subj_obj_uncorr,normal,EC_subj_obj_uncorr,normal,7,dowsal,negative,90_10,distractor,6530.bmp,6311.bmp,6242.bmp,2750.bmp,9220.bmp,6530.bmp,3160.bmp,no,no,yes,no,no,no,no,no,2955731,2957463
6,EC_subj_obj_uncorr,normal,EC_subj_obj_uncorr,normal,8,hicron,negative,NA,neither,none_correct,9421.bmp,9000.bmp,9041.bmp,6311.bmp,9340.bmp,6020.bmp,no,no,no,no,no,yes,no,no,2958502,2959625
6,EC_subj_obj_uncorr,normal,EC_subj_obj_uncorr,normal,9,guote,negative,NA,neither,none_correct,9920.bmp,9435.bmp,3220.bmp,6570.1.bmp,9265.bmp,9630.bmp,no,yes,no,no,no,no,no,no,2960649,2961161
6,EC_subj_obj_uncorr,normal,EC_subj_obj_uncorr,normal,10,prien,positive,90_10,paired_cs,8080.bmp,5830.bmp,7470.bmp,8080.bmp,8170.bmp,8330.bmp,1440.bmp,yes,no,no,no,no,no,no,no,2962185,2963712
6,EC_subj_obj_uncorr,normal,EC_subj_obj_uncorr,normal,11,clish,negative,70_80,paired_cs,9561.bmp,6831.bmp,9561.bmp,8485.bmp,9102.bmp,9500.bmp,9342.bmp,no,no,no,yes,no,no,no,no,2964737,2965247
6,EC_subj_obj_uncorr,normal,EC_subj_obj_uncorr,normal,12,ribual,positive,90_10,paired_cs,8370.bmp,2311.bmp,8370.bmp,8496.bmp,4606.bmp,5830.bmp,8501.bmp,no,no,no,no,yes,no,no,no,2966271,2966683
6,EC_subj_obj_uncorr,normal,EC_subj_obj_uncorr,normal,13,ordit,positive,70_80,paired_cs,2791.bmp,2791.bmp,7350.bmp,2080.bmp,8080.bmp,2208.bmp,8420.bmp,no,no,yes,no,no,no,no,no,2967707,2968321
6,EC_subj_obj_uncorr,normal,EC_subj_obj_uncorr,normal,14,itafy,negative,30_40,distractor,9421.bmp,9421.bmp,9404.bmp,9400.bmp,9220.bmp,6311.bmp,9830.bmp,no,no,no,no,no,yes,no,no,2969345,2969755
6,EC_subj_obj_uncorr,normal,EC_subj_obj_uncorr,normal,15,symoan,positive,50_60,distractor,2050.bmp,4622.bmp,2050.bmp,5629.bmp,5594.bmp,2660.bmp,8370.bmp,no,yes,no,no,no,no,no,no,2970779,2971084
6,EC_subj_obj_uncorr,normal,EC_subj_obj_uncorr,normal,16,trelle,positive,70_80,distractor,1710.bmp,8200.bmp,8470.bmp,1710.bmp,2080.bmp,5994.bmp,8496.bmp,yes,no,no,no,no,no,no,no,2972109,2972522
6,EC_subj_obj_uncorr,normal,EC_subj_obj_uncorr,normal,17,ceayon,positive,30_40,paired_cs,2550.bmp,1463.bmp,8496.bmp,2550.bmp,2050.bmp,4606.bmp,7470.bmp,no,no,no,no,yes,no,no,no,2973546,2973854
