subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,eval_rating,time_rating_form,time_rating_blank,pre_post
98,EC_subj_only,normal,EC_subj_only,normal,0,haraks,NA,NA,neither,5,2584218,2587319,post
98,EC_subj_only,normal,EC_subj_only,normal,1,seork,NA,NA,neither,5,2588338,2590081,post
98,EC_subj_only,normal,EC_subj_only,normal,2,rutort,NA,NA,neither,10,2591100,2593881,post
98,EC_subj_only,normal,EC_subj_only,normal,3,zillie,NA,NA,neither,19,2594900,2596753,post
98,EC_subj_only,normal,EC_subj_only,normal,4,guote,positive,30_40,paired_cs,10,2597773,2599274,post
98,EC_subj_only,normal,EC_subj_only,normal,5,oureen,NA,NA,neither,8,2600293,2601799,post
98,EC_subj_only,normal,EC_subj_only,normal,6,poieen,NA,NA,neither,13,2602819,2604327,post
98,EC_subj_only,normal,EC_subj_only,normal,7,casteg,negative,30_40,paired_cs,7,2605346,2606851,post
98,EC_subj_only,normal,EC_subj_only,normal,8,craeky,NA,NA,neither,4,2607870,2609370,post
98,EC_subj_only,normal,EC_subj_only,normal,9,hiatts,NA,NA,neither,11,2610389,2611672,post
98,EC_subj_only,normal,EC_subj_only,normal,10,teior,NA,NA,neither,15,2612691,2614308,post
98,EC_subj_only,normal,EC_subj_only,normal,11,yahio,NA,NA,neither,6,2615328,2616959,post
98,EC_subj_only,normal,EC_subj_only,normal,12,strank,positive,70_80,paired_cs,3,2617978,2620408,post
98,EC_subj_only,normal,EC_subj_only,normal,13,obtfin,NA,NA,neither,1,2621428,2623404,post
98,EC_subj_only,normal,EC_subj_only,normal,14,itafy,negative,70_80,paired_cs,11,2624423,2626277,post
98,EC_subj_only,normal,EC_subj_only,normal,15,avouco,NA,NA,neither,16,2627296,2629541,post
98,EC_subj_only,normal,EC_subj_only,normal,16,clerd,NA,NA,neither,10,2630560,2632762,post
98,EC_subj_only,normal,EC_subj_only,normal,17,fexony,NA,NA,neither,15,2633782,2635514,post
98,EC_subj_only,normal,EC_subj_only,normal,18,twavel,positive,30_40,paired_cs,12,2636533,2638974,post
98,EC_subj_only,normal,EC_subj_only,normal,19,ankoe,NA,NA,neither,5,2639993,2641732,post
98,EC_subj_only,normal,EC_subj_only,normal,20,purdag,NA,NA,neither,3,2642844,2644347,post
98,EC_subj_only,normal,EC_subj_only,normal,21,punnot,negative,90_10,paired_cs,1,2645367,2647204,post
98,EC_subj_only,normal,EC_subj_only,normal,22,evone,negative,30_40,paired_cs,10,2648224,2649947,post
98,EC_subj_only,normal,EC_subj_only,normal,23,palpid,negative,90_10,paired_cs,5,2650967,2652921,post
98,EC_subj_only,normal,EC_subj_only,normal,24,jinkup,negative,70_80,paired_cs,6,2653940,2655321,post
98,EC_subj_only,normal,EC_subj_only,normal,25,babit,positive,30_40,paired_cs,10,2656342,2657952,post
98,EC_subj_only,normal,EC_subj_only,normal,26,treati,NA,NA,neither,7,2658971,2660459,post
98,EC_subj_only,normal,EC_subj_only,normal,27,bokine,NA,NA,neither,9,2661478,2662962,post
98,EC_subj_only,normal,EC_subj_only,normal,28,symoan,positive,90_10,paired_cs,7,2663981,2664897,post
98,EC_subj_only,normal,EC_subj_only,normal,29,spanal,NA,NA,neither,3,2665916,2667752,post
98,EC_subj_only,normal,EC_subj_only,normal,30,chnap,NA,NA,neither,8,2668771,2670148,post
98,EC_subj_only,normal,EC_subj_only,normal,31,sarary,NA,NA,neither,14,2671167,2673236,post
98,EC_subj_only,normal,EC_subj_only,normal,32,boity,NA,NA,neither,10,2674255,2675174,post
98,EC_subj_only,normal,EC_subj_only,normal,33,parwax,negative,50_60,paired_cs,7,2676193,2677801,post
98,EC_subj_only,normal,EC_subj_only,normal,34,fasyia,NA,NA,neither,13,2678820,2680657,post
98,EC_subj_only,normal,EC_subj_only,normal,35,makan,negative,30_40,paired_cs,8,2681676,2682823,post
98,EC_subj_only,normal,EC_subj_only,normal,36,funery,NA,NA,neither,4,2683842,2686022,post
98,EC_subj_only,normal,EC_subj_only,normal,37,parlic,negative,70_80,paired_cs,5,2687041,2689013,post
98,EC_subj_only,normal,EC_subj_only,normal,38,tafta,positive,90_10,paired_cs,19,2690032,2691881,post
98,EC_subj_only,normal,EC_subj_only,normal,39,beakem,NA,NA,neither,8,2692900,2694855,post
98,EC_subj_only,normal,EC_subj_only,normal,40,madjas,NA,NA,neither,7,2695874,2697249,post
98,EC_subj_only,normal,EC_subj_only,normal,41,orikle,NA,NA,neither,9,2698268,2699529,post
98,EC_subj_only,normal,EC_subj_only,normal,42,jolver,positive,90_10,paired_cs,12,2700550,2702381,post
98,EC_subj_only,normal,EC_subj_only,normal,43,tyorny,NA,NA,neither,11,2703401,2704429,post
98,EC_subj_only,normal,EC_subj_only,normal,44,pubio,NA,NA,neither,9,2705448,2706938,post
98,EC_subj_only,normal,EC_subj_only,normal,45,clish,NA,NA,neither,9,2707957,2708759,post
98,EC_subj_only,normal,EC_subj_only,normal,46,teutos,NA,NA,neither,7,2709778,2711038,post
98,EC_subj_only,normal,EC_subj_only,normal,47,minair,positive,50_60,paired_cs,6,2712057,2713314,post
98,EC_subj_only,normal,EC_subj_only,normal,48,fangus,NA,NA,neither,7,2714333,2715821,post
