subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,eval_rating,time_rating_form,time_rating_blank,pre_post
11,EC_only,normal,EC_only,normal,0,evone,NA,NA,neither,3,2519436,2521895,post
11,EC_only,normal,EC_only,normal,1,bokine,NA,NA,neither,3,2522914,2525510,post
11,EC_only,normal,EC_only,normal,2,zillie,positive,70_80,paired_cs,3,2526529,2527428,post
11,EC_only,normal,EC_only,normal,3,seork,negative,50_60,paired_cs,3,2528447,2529348,post
11,EC_only,normal,EC_only,normal,4,coskie,NA,NA,neither,2,2530367,2532272,post
11,EC_only,normal,EC_only,normal,5,purdag,negative,90_10,paired_cs,2,2533291,2534075,post
11,EC_only,normal,EC_only,normal,6,oacart,negative,30_40,paired_cs,2,2535095,2536110,post
11,EC_only,normal,EC_only,normal,7,babit,positive,90_10,paired_cs,4,2537129,2539617,post
11,EC_only,normal,EC_only,normal,8,poieen,positive,30_40,paired_cs,4,2540636,2541423,post
11,EC_only,normal,EC_only,normal,9,sarary,NA,NA,neither,4,2542442,2543452,post
11,EC_only,normal,EC_only,normal,10,roosle,NA,NA,neither,4,2544471,2545142,post
11,EC_only,normal,EC_only,normal,11,obtfin,negative,30_40,paired_cs,4,2546162,2546837,post
11,EC_only,normal,EC_only,normal,12,fexony,positive,50_60,paired_cs,4,2547857,2548639,post
11,EC_only,normal,EC_only,normal,13,trelle,NA,NA,neither,4,2549659,2550330,post
11,EC_only,normal,EC_only,normal,14,voual,NA,NA,neither,4,2551349,2551910,post
11,EC_only,normal,EC_only,normal,15,fusia,NA,NA,neither,4,2552929,2553604,post
11,EC_only,normal,EC_only,normal,16,cenbre,positive,70_80,paired_cs,18,2554623,2557090,post
11,EC_only,normal,EC_only,normal,17,jolver,NA,NA,neither,2,2558109,2560940,post
11,EC_only,normal,EC_only,normal,18,obeac,NA,NA,neither,2,2561959,2563545,post
11,EC_only,normal,EC_only,normal,19,teior,positive,90_10,paired_cs,2,2564565,2565239,post
11,EC_only,normal,EC_only,normal,20,tavoo,NA,NA,neither,2,2566258,2568049,post
11,EC_only,normal,EC_only,normal,21,chnap,negative,70_80,paired_cs,16,2569068,2570756,post
11,EC_only,normal,EC_only,normal,22,parwax,negative,50_60,paired_cs,3,2571775,2573354,post
11,EC_only,normal,EC_only,normal,23,seloom,NA,NA,neither,3,2574373,2575722,post
11,EC_only,normal,EC_only,normal,24,symoan,NA,NA,neither,4,2576742,2579567,post
11,EC_only,normal,EC_only,normal,25,vegom,positive,50_60,paired_cs,4,2580586,2582174,post
11,EC_only,normal,EC_only,normal,26,minair,NA,NA,neither,4,2583193,2585344,post
11,EC_only,normal,EC_only,normal,27,eyalt,negative,30_40,paired_cs,4,2586363,2587375,post
11,EC_only,normal,EC_only,normal,28,funery,NA,NA,neither,4,2588394,2588955,post
11,EC_only,normal,EC_only,normal,29,appobe,positive,30_40,paired_cs,4,2589974,2590535,post
11,EC_only,normal,EC_only,normal,30,donrey,NA,NA,neither,4,2591554,2592004,post
11,EC_only,normal,EC_only,normal,31,ankoe,NA,NA,neither,4,2593116,2594128,post
11,EC_only,normal,EC_only,normal,32,spanal,NA,NA,neither,3,2595147,2601009,post
11,EC_only,normal,EC_only,normal,33,fasyia,NA,NA,neither,15,2602028,2610568,post
11,EC_only,normal,EC_only,normal,34,unuoll,negative,90_10,paired_cs,15,2611587,2612702,post
11,EC_only,normal,EC_only,normal,35,coneoy,NA,NA,neither,18,2613721,2615618,post
11,EC_only,normal,EC_only,normal,36,palpid,NA,NA,neither,3,2616636,2618196,post
11,EC_only,normal,EC_only,normal,37,peush,NA,NA,neither,3,2619215,2619881,post
11,EC_only,normal,EC_only,normal,38,dowsal,positive,90_10,paired_cs,3,2620900,2621680,post
11,EC_only,normal,EC_only,normal,39,naptor,NA,NA,neither,4,2622699,2624717,post
11,EC_only,normal,EC_only,normal,40,casteg,NA,NA,neither,7,2625736,2627863,post
11,EC_only,normal,EC_only,normal,41,cocox,negative,30_40,paired_cs,4,2628882,2631115,post
11,EC_only,normal,EC_only,normal,42,ribual,positive,30_40,paired_cs,4,2632134,2633698,post
11,EC_only,normal,EC_only,normal,43,fangus,negative,50_60,paired_cs,4,2634717,2635946,post
