subject_nr,learning_condition,memory_condition,trial_nr,trial_type,cs_nr,block,blockhalf,cs_dur_level,filler,masking,us_valence,us_filename,cs_filename,mask,cs_duration,postmask_duration,us_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,id_opt_5,id_opt_6,paired_opt_1,paired_opt_2,paired_opt_3,paired_opt_4,paired_opt_5,paired_opt_6,val_opt_1,val_opt_2,val_opt_3,val_opt_4,val_opt_5,val_opt_6,vf_neg,vf_pos,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,time_blank_show,time_fixation_dot_show,time_cs_us_show,time_postmask_show,time_us_show,time_valence_focus,time_subjective_rating,time_identification,time_logger
77,EC_subj_obj_corr,exclusion,0,subjective,cs28,1,first,90_10,no,no,negative,6570.1.bmp,makan,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,no,no,NA,NA,NA,NA,NA,NA,527401,528305,528408,528501,528554,530914,NA,NA,534011
77,EC_subj_obj_corr,exclusion,1,subjective,cs27,1,first,90_10,no,no,positive,5460.bmp,babit,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no,no,no,NA,NA,NA,NA,NA,NA,534176,535080,535183,535286,535339,537689,NA,NA,539599
77,EC_subj_obj_corr,exclusion,2,corr_objective,cs26,1,first,70_80,no,yes,negative,9920.bmp,yahio,maske_1.bmp,70,50,2380,yahio,coline,obeac,fangus,NA,NA,current_cs,other_cs,unpaired,unpaired,NA,NA,negative,negative,negative,negative,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,no,no,no,yes,no,no,539756,540659,540762,540835,540888,543268,NA,545008,554975
77,EC_subj_obj_corr,exclusion,3,subjective,cs16,1,first,50_60,no,yes,negative,9342.bmp,oltar,maske_1.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA,555129,556032,556135,556198,556251,558641,560063,NA,567222
77,EC_subj_obj_corr,exclusion,4,subjective,cs19,1,first,70_80,no,yes,positive,8080.bmp,vegom,maske_10.bmp,80,50,2370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA,567383,568286,568389,568472,568525,570895,573507,NA,576978
77,EC_subj_obj_corr,exclusion,5,corr_objective,cs34,1,first,90_10,no,no,negative,6020.bmp,ankoe,NA,90,50,2360,teutos,haraks,punnot,ankoe,NA,NA,unpaired,other_cs,unpaired,current_cs,NA,NA,negative,negative,negative,negative,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,no,no,no,no,no,no,577144,578047,578150,578243,578296,580656,NA,NA,582321
77,EC_subj_obj_corr,exclusion,6,subjective,cs1,1,first,30_40,yes,yes,positive,8170.bmp,NA,maske_7.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA,582451,583354,583457,583490,583543,585963,587069,NA,596776
77,EC_subj_obj_corr,exclusion,7,subjective,cs3,1,first,30_40,no,yes,positive,8496.bmp,hicron,maske_8.bmp,40,50,2410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA,596912,597816,597919,597962,598015,600425,601475,NA,603572
77,EC_subj_obj_corr,exclusion,8,subjective,cs7,1,first,30_40,no,yes,positive,2058.bmp,palpid,maske_2.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA,603715,604619,604722,604755,604808,607228,609060,NA,611618
77,EC_subj_obj_corr,exclusion,9,corr_objective,cs21,1,first,70_80,no,yes,positive,8540.bmp,spanal,maske_11.bmp,70,50,2380,spanal,icecip,zillie,gigoro,NA,NA,current_cs,unpaired,unpaired,other_cs,NA,NA,positive,positive,positive,positive,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no,611775,612678,612781,612854,612907,615287,NA,616407,622700
77,EC_subj_obj_corr,exclusion,10,subjective,cs15,1,first,50_60,no,yes,positive,8190.bmp,seork,maske_10.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA,622891,623794,623897,623960,624013,626403,627512,NA,630981
77,EC_subj_obj_corr,exclusion,11,subjective,cs32,1,first,90_10,no,no,negative,9180.bmp,funery,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,no,no,NA,NA,NA,NA,NA,NA,631146,632050,632153,632246,632299,634659,NA,NA,636885
