subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,eval_rating,time_rating_form,time_rating_blank,pre_post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,0,fusia,negative,50_60,paired_cs,8,2528404,2532079,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,1,poieen,both,50_60,distractor,2,2533098,2535430,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,2,ankoe,both,30_40,distractor,4,2536449,2539113,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,3,fasyia,NA,NA,neither,3,2540132,2542338,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,4,boity,both,90_10,distractor,6,2543357,2545090,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,5,sepah,NA,NA,neither,4,2546109,2548544,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,6,clerd,both,90_10,distractor,2,2549563,2552111,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,7,donrey,both,50_60,distractor,1,2553130,2554986,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,8,clish,NA,NA,neither,5,2556005,2557765,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,9,gigoro,NA,NA,neither,10,2558784,2560486,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,10,itplic,both,70_80,distractor,9,2561505,2563119,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,11,ribual,both,90_10,distractor,7,2564138,2565528,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,12,obtfin,negative,90_10,paired_cs,1,2566547,2569436,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,13,spanal,NA,NA,neither,3,2570538,2572625,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,14,seork,negative,90_10,paired_cs,0,2573644,2575254,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,15,hesire,NA,NA,neither,1,2576273,2580172,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,16,yained,negative,70_80,paired_cs,0,2581192,2582465,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,17,fexony,NA,NA,neither,2,2583484,2585318,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,18,oureen,positive,30_40,paired_cs,3,2586337,2587708,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,19,appobe,both,70_80,distractor,4,2588727,2590561,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,20,tavoo,NA,NA,neither,5,2591579,2593524,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,21,naptor,negative,30_40,paired_cs,6,2594543,2595801,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,22,parwax,negative,50_60,paired_cs,0,2596820,2598539,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,23,zillie,NA,NA,neither,10,2599558,2601848,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,24,fangus,both,50_60,distractor,4,2602867,2604816,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,25,casteg,both,30_40,distractor,5,2605835,2607216,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,26,itafy,NA,NA,neither,7,2608235,2610406,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,27,eyalt,both,30_40,distractor,4,2611426,2613612,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,28,makan,positive,70_80,paired_cs,0,2614631,2616133,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,29,coline,positive,50_60,paired_cs,10,2617168,2619802,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,30,yahio,both,50_60,distractor,10,2620821,2622660,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,31,pubio,NA,NA,neither,9,2623679,2625164,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,32,prien,NA,NA,neither,6,2626186,2627784,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,33,gypass,negative,90_10,paired_cs,0,2628803,2631553,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,34,oltar,NA,NA,neither,7,2632572,2635212,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,35,trelle,NA,NA,neither,8,2636231,2637611,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,36,coskie,positive,70_80,paired_cs,11,2638630,2640694,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,37,treati,positive,90_10,paired_cs,19,2641713,2643782,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,38,styla,negative,30_40,paired_cs,19,2644800,2645948,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,39,cocox,NA,NA,neither,17,2646967,2648574,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,40,unuoll,positive,50_60,paired_cs,4,2649593,2651771,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,41,piend,NA,NA,neither,6,2652791,2654514,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,42,avouco,positive,50_60,paired_cs,7,2655533,2656906,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,43,obeac,NA,NA,neither,7,2657925,2658841,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,44,tafta,positive,30_40,paired_cs,2,2659860,2661579,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,45,vegom,positive,30_40,paired_cs,3,2662601,2664088,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,46,oacart,both,70_80,distractor,5,2665107,2666708,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,47,punnot,NA,NA,neither,6,2667727,2669215,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,48,roosle,negative,50_60,paired_cs,8,2670235,2671836,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,49,funery,NA,NA,neither,10,2672855,2674117,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,50,voual,negative,30_40,paired_cs,3,2675136,2676627,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,51,guote,positive,90_10,paired_cs,18,2677646,2679959,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,52,dowsal,both,70_80,distractor,11,2680978,2682813,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,53,teior,positive,50_60,paired_cs,9,2683832,2685670,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,54,lescry,negative,70_80,paired_cs,0,2686689,2688294,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,55,icecip,negative,30_40,paired_cs,8,2689313,2691734,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,56,haraks,NA,NA,neither,9,2692753,2693909,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,57,rutort,negative,90_10,paired_cs,0,2694928,2696875,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,58,hiatts,NA,NA,neither,5,2697894,2701212,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,59,seloom,both,90_10,distractor,10,2702231,2704073,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,60,hicron,both,30_40,distractor,4,2705092,2707162,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,61,yeomun,positive,30_40,paired_cs,2,2708182,2709439,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,62,pevoke,positive,90_10,paired_cs,0,2710459,2711834,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,63,craeky,positive,70_80,paired_cs,4,2712853,2715604,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,64,altine,NA,NA,neither,15,2716623,2719041,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,65,madjas,NA,NA,neither,11,2720064,2722475,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,66,coneoy,NA,NA,neither,10,2723494,2725143,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,67,bokine,negative,50_60,paired_cs,9,2726162,2727657,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,68,beakem,positive,70_80,paired_cs,19,2728677,2731099,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,69,cenbre,negative,70_80,paired_cs,10,2732118,2734304,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,70,teutos,positive,90_10,paired_cs,19,2735323,2737161,post
92,EC_subj_obj_uncorr,exclusion,EC_subj_obj_uncorr,exclusion,71,symoan,negative,70_80,paired_cs,19,2738180,2738982,post
