subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,correct_us,us_opt_1,us_opt_2,us_opt_3,us_opt_4,us_opt_5,us_opt_6,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,im_opt_none,im_opt_dk,time_im_form,time_im_blank
65,EC_only,inclusion,EC_only,inclusion,0,madjas,negative,30_40,distractor,none_correct,9330.bmp,9435.bmp,3550.bmp,2053.bmp,6530.bmp,6555.bmp,no,yes,no,no,no,no,no,no,3004118,3019495
65,EC_only,inclusion,EC_only,inclusion,1,piend,positive,70_80,distractor,none_correct,4606.bmp,2050.bmp,1710.bmp,2660.bmp,8420.bmp,2091.bmp,no,no,no,no,yes,no,no,no,3020519,3024343
65,EC_only,inclusion,EC_only,inclusion,2,sarary,negative,70_80,paired_cs,9404.bmp,9006.bmp,8485.bmp,6311.bmp,9102.bmp,9404.bmp,3300.bmp,no,no,no,no,no,no,no,yes,3025367,3031706
65,EC_only,inclusion,EC_only,inclusion,3,purdag,negative,NA,neither,none_correct,9041.bmp,6838.bmp,9561.bmp,9182.bmp,3300.bmp,9920.bmp,no,no,no,no,no,no,no,yes,3032730,3038502
65,EC_only,inclusion,EC_only,inclusion,4,bokine,positive,30_40,paired_cs,8200.bmp,8420.bmp,4220.bmp,2209.bmp,2660.bmp,8200.bmp,2091.bmp,no,no,no,no,yes,no,no,no,3039525,3046134
65,EC_only,inclusion,EC_only,inclusion,5,unuoll,positive,NA,neither,none_correct,7502.bmp,5594.bmp,2311.bmp,7350.bmp,2160.bmp,5831.bmp,no,no,no,no,no,no,yes,no,3047157,3054513
65,EC_only,inclusion,EC_only,inclusion,6,styla,negative,70_80,paired_cs,6530.bmp,9404.bmp,6530.bmp,9340.bmp,9331.bmp,9000.bmp,2900.bmp,no,no,no,no,no,no,yes,no,3055536,3062237
65,EC_only,inclusion,EC_only,inclusion,7,tavoo,positive,NA,neither,none_correct,5594.bmp,2660.bmp,8496.bmp,7580.bmp,8170.bmp,5831.bmp,no,no,no,no,no,no,no,yes,3063260,3072875
65,EC_only,inclusion,EC_only,inclusion,8,obeac,positive,90_10,distractor,none_correct,2071.bmp,8540.bmp,2070.bmp,1440.bmp,2150.bmp,2209.bmp,no,no,no,no,no,no,no,yes,3073898,3083122
65,EC_only,inclusion,EC_only,inclusion,9,evone,negative,70_80,paired_cs,9500.bmp,2375.1.bmp,9404.bmp,9500.bmp,9331.bmp,6570.1.bmp,9630.bmp,yes,no,no,no,no,no,no,no,3084145,3090201
65,EC_only,inclusion,EC_only,inclusion,10,beakem,positive,50_60,paired_cs,5629.bmp,5629.bmp,2057.bmp,7580.bmp,1463.bmp,2070.bmp,2340.bmp,no,no,no,yes,no,no,no,no,3091224,3095888
65,EC_only,inclusion,EC_only,inclusion,11,lescry,positive,50_60,paired_cs,7470.bmp,8200.bmp,2209.bmp,4220.bmp,2080.bmp,1650.bmp,7470.bmp,no,no,no,no,no,no,no,yes,3096911,3101301
65,EC_only,inclusion,EC_only,inclusion,12,jinkup,positive,NA,neither,none_correct,1710.bmp,5994.bmp,8496.bmp,2340.bmp,8330.bmp,2080.bmp,no,no,no,no,yes,no,no,no,3102324,3111076
65,EC_only,inclusion,EC_only,inclusion,13,tafta,negative,50_60,paired_cs,9102.bmp,9050.bmp,9561.bmp,9630.bmp,9342.bmp,9102.bmp,9330.bmp,no,no,no,no,no,no,no,yes,3112099,3115548
65,EC_only,inclusion,EC_only,inclusion,14,coline,negative,NA,neither,none_correct,2141.bmp,9630.bmp,9265.bmp,9000.bmp,2750.bmp,9050.bmp,no,no,no,no,no,no,yes,no,3116571,3122849
65,EC_only,inclusion,EC_only,inclusion,15,vegom,negative,90_10,paired_cs,9331.bmp,9520.bmp,8485.bmp,9331.bmp,3160.bmp,6570.1.bmp,9265.bmp,no,no,yes,no,no,no,no,no,3123872,3129380
65,EC_only,inclusion,EC_only,inclusion,16,roosle,negative,70_80,distractor,none_correct,2276.bmp,9050.bmp,9330.bmp,9630.bmp,9041.bmp,6311.bmp,no,no,no,yes,no,no,no,no,3130403,3137674
65,EC_only,inclusion,EC_only,inclusion,17,symoan,negative,90_10,paired_cs,3160.bmp,2900.bmp,3160.bmp,9920.bmp,6020.bmp,2750.bmp,6530.bmp,no,yes,no,no,no,no,no,no,3138697,3142618
65,EC_only,inclusion,EC_only,inclusion,18,yahio,negative,50_60,paired_cs,9630.bmp,9342.bmp,9630.bmp,3160.bmp,3220.bmp,9280.bmp,9830.bmp,no,no,no,no,no,no,no,yes,3143641,3146903
65,EC_only,inclusion,EC_only,inclusion,19,teior,positive,NA,neither,none_correct,4606.bmp,1999.bmp,7350.bmp,5594.bmp,8330.bmp,2340.bmp,no,no,no,no,no,no,yes,no,3147926,3151936
65,EC_only,inclusion,EC_only,inclusion,20,itafy,positive,50_60,paired_cs,4606.bmp,2057.bmp,7330.bmp,1440.bmp,5594.bmp,4606.bmp,5910.bmp,no,yes,no,no,no,no,no,no,3152959,3155378
65,EC_only,inclusion,EC_only,inclusion,21,hiatts,negative,NA,neither,none_correct,9432.bmp,7380.bmp,2710.bmp,9102.bmp,6242.bmp,6555.bmp,no,no,no,no,no,no,no,yes,3156401,3158923
65,EC_only,inclusion,EC_only,inclusion,22,parlic,positive,70_80,distractor,none_correct,8080.bmp,4622.bmp,8496.bmp,5831.bmp,2660.bmp,2057.bmp,no,no,no,no,no,no,no,yes,3159946,3162283
65,EC_only,inclusion,EC_only,inclusion,23,pubio,positive,NA,neither,none_correct,1999.bmp,8540.bmp,2208.bmp,7470.bmp,2311.bmp,7350.bmp,no,no,no,no,no,no,no,yes,3163307,3165266
65,EC_only,inclusion,EC_only,inclusion,24,strank,positive,NA,neither,none_correct,2150.bmp,2900.2.bmp,5994.bmp,2080.bmp,8170.bmp,7350.bmp,no,no,no,yes,no,no,no,no,3166289,3173670
65,EC_only,inclusion,EC_only,inclusion,25,rutort,negative,30_40,distractor,none_correct,9102.bmp,6530.bmp,6838.bmp,2141.bmp,9331.bmp,6570.1.bmp,no,no,no,no,no,no,yes,no,3174693,3184815
65,EC_only,inclusion,EC_only,inclusion,26,fexony,positive,70_80,paired_cs,8496.bmp,8496.bmp,2160.bmp,2550.bmp,7470.bmp,2791.bmp,2050.bmp,no,no,no,no,no,no,yes,no,3185838,3194048
65,EC_only,inclusion,EC_only,inclusion,27,avouco,negative,NA,neither,none_correct,9432.bmp,6831.bmp,6020.bmp,2053.bmp,9007.bmp,2750.bmp,no,no,no,no,yes,no,no,no,3195071,3200945
65,EC_only,inclusion,EC_only,inclusion,28,appobe,positive,30_40,distractor,none_correct,2080.bmp,8190.bmp,7330.bmp,5830.bmp,8170.bmp,2311.bmp,no,no,no,no,no,no,yes,no,3201968,3203274
65,EC_only,inclusion,EC_only,inclusion,29,clerd,positive,90_10,paired_cs,7502.bmp,2071.bmp,2550.bmp,7502.bmp,1650.bmp,5629.bmp,2058.bmp,no,no,no,no,no,no,no,yes,3204298,3211680
65,EC_only,inclusion,EC_only,inclusion,30,cenbre,negative,50_60,distractor,none_correct,9520.bmp,9220.bmp,6242.bmp,9561.bmp,9400.bmp,6555.bmp,no,no,no,yes,no,no,no,no,3212703,3218575
65,EC_only,inclusion,EC_only,inclusion,31,guote,negative,30_40,paired_cs,9561.bmp,9180.bmp,9500.bmp,9432.bmp,9561.bmp,9830.bmp,6838.bmp,no,no,no,no,no,no,yes,no,3219598,3223337
65,EC_only,inclusion,EC_only,inclusion,32,oacart,positive,90_10,distractor,none_correct,5831.bmp,1463.bmp,2070.bmp,8080.bmp,2150.bmp,4622.bmp,no,no,no,no,no,no,no,yes,3224360,3228565
65,EC_only,inclusion,EC_only,inclusion,33,sepah,positive,90_10,paired_cs,2208.bmp,2791.bmp,7502.bmp,2900.2.bmp,2040.bmp,2208.bmp,2311.bmp,no,no,no,no,yes,no,no,no,3229588,3237182
65,EC_only,inclusion,EC_only,inclusion,34,dowsal,negative,90_10,distractor,none_correct,2276.bmp,9280.bmp,2750.bmp,9830.bmp,9520.bmp,9435.bmp,no,yes,no,no,no,no,no,no,3238205,3243795
65,EC_only,inclusion,EC_only,inclusion,35,naptor,negative,90_10,paired_cs,2141.bmp,6831.bmp,2141.bmp,9432.bmp,9182.bmp,2710.bmp,9000.bmp,no,yes,no,no,no,no,no,no,3244822,3249587
65,EC_only,inclusion,EC_only,inclusion,36,seork,positive,NA,neither,none_correct,5830.bmp,8470.bmp,2091.bmp,8080.bmp,8501.bmp,1710.bmp,no,no,no,no,no,yes,no,no,3250610,3257314
65,EC_only,inclusion,EC_only,inclusion,37,donrey,positive,30_40,paired_cs,8540.bmp,8540.bmp,7470.bmp,7580.bmp,1463.bmp,4622.bmp,5910.bmp,no,no,no,no,yes,no,no,no,3258337,3262170
65,EC_only,inclusion,EC_only,inclusion,38,voual,negative,NA,neither,none_correct,6570.1.bmp,3550.bmp,9560.bmp,2053.bmp,7380.bmp,9421.bmp,no,no,no,no,no,no,yes,no,3263193,3267762
65,EC_only,inclusion,EC_only,inclusion,39,peush,positive,70_80,paired_cs,8080.bmp,8501.bmp,7330.bmp,8080.bmp,8170.bmp,8190.bmp,5629.bmp,no,no,no,no,no,no,no,yes,3268788,3273359
65,EC_only,inclusion,EC_only,inclusion,40,boity,positive,NA,neither,none_correct,2058.bmp,8501.bmp,7350.bmp,8200.bmp,8190.bmp,2900.2.bmp,no,no,no,no,no,no,no,yes,3274382,3277363
65,EC_only,inclusion,EC_only,inclusion,41,parwax,negative,30_40,paired_cs,9280.bmp,9006.bmp,9220.bmp,9400.bmp,9180.bmp,9265.bmp,9280.bmp,no,no,no,no,no,no,no,yes,3278386,3279973
65,EC_only,inclusion,EC_only,inclusion,42,eyalt,negative,50_60,paired_cs,9000.bmp,7380.bmp,3550.bmp,9006.bmp,9404.bmp,9560.bmp,9000.bmp,no,no,no,no,no,no,no,yes,3280996,3283415
65,EC_only,inclusion,EC_only,inclusion,43,zillie,negative,90_10,paired_cs,6838.bmp,6838.bmp,9435.bmp,2276.bmp,9920.bmp,9182.bmp,9330.bmp,yes,no,no,no,no,no,no,no,3284452,3287902
65,EC_only,inclusion,EC_only,inclusion,44,ordit,negative,NA,neither,none_correct,9050.bmp,9342.bmp,9500.bmp,2900.bmp,7380.bmp,9007.bmp,no,no,no,no,no,no,yes,no,3288925,3295079
65,EC_only,inclusion,EC_only,inclusion,45,coneoy,negative,NA,neither,none_correct,9331.bmp,9340.bmp,2710.bmp,9280.bmp,3220.bmp,9404.bmp,no,no,no,no,no,no,no,yes,3296102,3303924
65,EC_only,inclusion,EC_only,inclusion,46,itplic,negative,70_80,distractor,none_correct,9041.bmp,6242.bmp,6311.bmp,2375.1.bmp,2900.bmp,3220.bmp,no,yes,no,no,no,no,no,no,3304948,3315568
65,EC_only,inclusion,EC_only,inclusion,47,prien,negative,NA,neither,none_correct,8485.bmp,9041.bmp,9920.bmp,9520.bmp,6831.bmp,9500.bmp,no,no,no,no,no,no,no,yes,3316591,3318552
65,EC_only,inclusion,EC_only,inclusion,48,spanal,negative,NA,neither,none_correct,9421.bmp,6555.bmp,9007.bmp,9340.bmp,9400.bmp,6311.bmp,no,yes,no,no,no,no,no,no,3319575,3322837
65,EC_only,inclusion,EC_only,inclusion,49,altine,positive,70_80,paired_cs,8420.bmp,8420.bmp,7470.bmp,1463.bmp,2208.bmp,2040.bmp,4220.bmp,no,no,no,no,no,no,yes,no,3323860,3326760
65,EC_only,inclusion,EC_only,inclusion,50,twavel,negative,NA,neither,none_correct,2141.bmp,2900.bmp,9560.bmp,2710.bmp,2053.bmp,2276.bmp,no,no,no,no,no,no,no,yes,3327784,3329658
65,EC_only,inclusion,EC_only,inclusion,51,funery,negative,30_40,paired_cs,3300.bmp,2375.1.bmp,9561.bmp,2141.bmp,3300.bmp,9182.bmp,3160.bmp,no,no,no,no,no,no,yes,no,3330681,3336956
65,EC_only,inclusion,EC_only,inclusion,52,fangus,negative,70_80,paired_cs,8485.bmp,3220.bmp,9435.bmp,9280.bmp,8485.bmp,9432.bmp,9180.bmp,no,no,no,no,no,no,no,yes,3337979,3344136
65,EC_only,inclusion,EC_only,inclusion,53,teutos,positive,NA,neither,none_correct,1440.bmp,5994.bmp,4622.bmp,7230.bmp,2208.bmp,2550.bmp,no,no,no,no,no,no,yes,no,3345159,3353373
65,EC_only,inclusion,EC_only,inclusion,54,babit,negative,NA,neither,none_correct,9006.bmp,9520.bmp,6555.bmp,9182.bmp,9180.bmp,6530.bmp,no,no,no,no,no,no,yes,no,3354396,3359794
65,EC_only,inclusion,EC_only,inclusion,55,casteg,positive,90_10,paired_cs,2040.bmp,1710.bmp,5994.bmp,2091.bmp,2040.bmp,7330.bmp,1650.bmp,no,no,yes,no,no,no,no,no,3360818,3369695
65,EC_only,inclusion,EC_only,inclusion,56,trelle,positive,50_60,paired_cs,7230.bmp,5994.bmp,1710.bmp,7230.bmp,2050.bmp,1650.bmp,8470.bmp,no,no,no,no,no,no,no,yes,3370718,3373140
65,EC_only,inclusion,EC_only,inclusion,57,cocox,positive,30_40,paired_cs,5831.bmp,2057.bmp,5831.bmp,1999.bmp,5830.bmp,7502.bmp,8470.bmp,no,no,no,no,no,no,no,yes,3374163,3381997
65,EC_only,inclusion,EC_only,inclusion,58,gypass,negative,90_10,distractor,none_correct,9830.bmp,9000.bmp,9340.bmp,9400.bmp,9421.bmp,9102.bmp,no,no,no,no,no,no,no,yes,3383020,3387217
65,EC_only,inclusion,EC_only,inclusion,59,yeomun,positive,30_40,distractor,none_correct,7330.bmp,8501.bmp,8540.bmp,4622.bmp,7230.bmp,1440.bmp,no,no,no,no,no,no,no,yes,3388240,3405029
65,EC_only,inclusion,EC_only,inclusion,60,fusia,positive,50_60,distractor,none_correct,2058.bmp,2900.2.bmp,2550.bmp,8470.bmp,7230.bmp,2150.bmp,no,no,no,no,yes,no,no,no,3406052,3412012
65,EC_only,inclusion,EC_only,inclusion,61,icecip,negative,30_40,paired_cs,9006.bmp,6020.bmp,6831.bmp,9006.bmp,9400.bmp,3160.bmp,2375.1.bmp,yes,no,no,no,no,no,no,no,3413035,3417786
65,EC_only,inclusion,EC_only,inclusion,62,minair,negative,50_60,distractor,none_correct,9220.bmp,6020.bmp,3300.bmp,2375.1.bmp,9180.bmp,9500.bmp,no,no,no,no,no,no,yes,no,3418809,3421979
65,EC_only,inclusion,EC_only,inclusion,63,tyorny,positive,NA,neither,none_correct,4606.bmp,2050.bmp,2208.bmp,5629.bmp,2311.bmp,2058.bmp,no,no,no,no,no,no,no,yes,3423002,3424498
