subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,correct_us,us_opt_1,us_opt_2,us_opt_3,us_opt_4,us_opt_5,us_opt_6,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,im_opt_none,im_opt_dk,time_im_form,time_im_blank
50,EC_only,normal,EC_only,normal,0,punnot,positive,50_60,paired_cs,4622.bmp,5831.bmp,1710.bmp,8080.bmp,5994.bmp,4622.bmp,1440.bmp,no,no,no,no,no,no,no,yes,2758059,2766436
50,EC_only,normal,EC_only,normal,1,parlic,positive,90_10,distractor,none_correct,2900.2.bmp,2311.bmp,2340.bmp,8200.bmp,8370.bmp,2091.bmp,no,no,no,no,no,no,yes,no,2767462,2777065
50,EC_only,normal,EC_only,normal,2,cocox,positive,NA,neither,none_correct,7330.bmp,2070.bmp,8080.bmp,2791.bmp,2040.bmp,5831.bmp,no,no,no,no,no,no,no,yes,2778090,2782841
50,EC_only,normal,EC_only,normal,3,tyorny,negative,50_60,paired_cs,6838.bmp,9102.bmp,9180.bmp,6570.1.bmp,6555.bmp,6838.bmp,9220.bmp,no,yes,no,no,no,no,no,no,2783867,2788717
50,EC_only,normal,EC_only,normal,4,parwax,negative,70_80,distractor,none_correct,9050.bmp,9500.bmp,2141.bmp,9561.bmp,3300.bmp,9330.bmp,no,no,no,no,yes,no,no,no,2789745,2796702
50,EC_only,normal,EC_only,normal,5,tafta,negative,50_60,distractor,none_correct,9182.bmp,9830.bmp,6530.bmp,2375.1.bmp,3550.bmp,3300.bmp,no,no,no,no,no,no,no,yes,2797727,2806705
50,EC_only,normal,EC_only,normal,6,funery,positive,NA,neither,none_correct,2150.bmp,7330.bmp,1650.bmp,1463.bmp,2311.bmp,2209.bmp,no,no,no,no,no,no,no,yes,2807730,2817155
50,EC_only,normal,EC_only,normal,7,oacart,negative,NA,neither,none_correct,2276.bmp,6570.1.bmp,9500.bmp,2710.bmp,2750.bmp,9421.bmp,no,no,no,no,yes,no,no,no,2818179,2828725
50,EC_only,normal,EC_only,normal,8,coskie,positive,70_80,paired_cs,2057.bmp,2057.bmp,8496.bmp,8470.bmp,7330.bmp,8540.bmp,8200.bmp,yes,no,no,no,no,no,no,no,2829754,2838035
50,EC_only,normal,EC_only,normal,9,hicron,negative,NA,neither,none_correct,9430.bmp,9280.bmp,9342.bmp,9920.bmp,6838.bmp,6311.bmp,no,yes,no,no,no,no,no,no,2839059,2847321
50,EC_only,normal,EC_only,normal,10,naptor,positive,50_60,distractor,none_correct,1440.bmp,8470.bmp,8330.bmp,2550.bmp,2660.bmp,2311.bmp,yes,no,no,no,no,no,no,no,2848346,2851248
