subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,correct_us,us_opt_1,us_opt_2,us_opt_3,us_opt_4,us_opt_5,us_opt_6,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,im_opt_none,im_opt_dk,time_im_form,time_im_blank
28,EC_only,normal,EC_only,normal,0,chnap,positive,90_10,paired_cs,8080.bmp,7330.bmp,2058.bmp,2791.bmp,2071.bmp,7502.bmp,8080.bmp,no,no,no,no,no,yes,no,no,2458482,2469630
28,EC_only,normal,EC_only,normal,1,naptor,negative,50_60,paired_cs,9180.bmp,9331.bmp,9435.bmp,3550.bmp,9180.bmp,7380.bmp,6831.bmp,no,no,no,no,no,no,no,yes,2470655,2475129
28,EC_only,normal,EC_only,normal,2,altine,positive,NA,neither,none_correct,2057.bmp,2550.bmp,5629.bmp,8540.bmp,2208.bmp,1440.bmp,no,no,no,no,no,no,no,yes,2476154,2480208
28,EC_only,normal,EC_only,normal,3,appobe,positive,30_40,distractor,none_correct,2040.bmp,7580.bmp,2058.bmp,8200.bmp,2080.bmp,8501.bmp,no,no,no,no,no,no,no,yes,2481234,2485488
28,EC_only,normal,EC_only,normal,4,tavoo,negative,90_10,paired_cs,9520.bmp,9265.bmp,6020.bmp,9520.bmp,9330.bmp,9280.bmp,9920.bmp,no,no,yes,no,no,no,no,no,2486513,2490370
28,EC_only,normal,EC_only,normal,5,ordit,negative,50_60,distractor,none_correct,6838.bmp,3220.bmp,9182.bmp,9421.bmp,2375.1.bmp,9331.bmp,no,no,no,no,no,no,no,yes,2491395,2500268
28,EC_only,normal,EC_only,normal,6,haraks,negative,30_40,distractor,none_correct,9102.bmp,6242.bmp,9520.bmp,9561.bmp,9500.bmp,6831.bmp,no,no,no,no,no,no,no,yes,2501292,2504237
28,EC_only,normal,EC_only,normal,7,donrey,positive,NA,neither,none_correct,1650.bmp,1463.bmp,2208.bmp,2340.bmp,2091.bmp,2057.bmp,no,no,no,no,no,no,no,yes,2505265,2511065
28,EC_only,normal,EC_only,normal,8,seork,positive,NA,neither,none_correct,7502.bmp,1440.bmp,1650.bmp,5910.bmp,5830.bmp,5460.bmp,no,no,no,no,no,no,no,yes,2512089,2516556
28,EC_only,normal,EC_only,normal,9,avouco,positive,90_10,paired_cs,2791.bmp,2311.bmp,8200.bmp,2791.bmp,2080.bmp,2209.bmp,8501.bmp,no,no,yes,no,no,no,no,no,2517580,2519710
28,EC_only,normal,EC_only,normal,10,gypass,negative,70_80,paired_cs,9330.bmp,9330.bmp,9180.bmp,2375.1.bmp,3300.bmp,9041.bmp,6838.bmp,no,no,no,no,no,no,no,yes,2520734,2525304
28,EC_only,normal,EC_only,normal,11,roosle,positive,90_10,distractor,none_correct,2900.2.bmp,2160.bmp,4622.bmp,2209.bmp,8501.bmp,5594.bmp,no,no,no,no,no,no,no,yes,2526328,2530492
28,EC_only,normal,EC_only,normal,12,symoan,positive,50_60,distractor,none_correct,5460.bmp,5830.bmp,8330.bmp,2208.bmp,5629.bmp,1440.bmp,no,no,no,no,no,no,no,yes,2531516,2533654
28,EC_only,normal,EC_only,normal,13,unuoll,negative,NA,neither,none_correct,9000.bmp,9561.bmp,3550.bmp,9430.bmp,9342.bmp,1525.bmp,no,no,no,no,no,yes,no,no,2534678,2538327
28,EC_only,normal,EC_only,normal,14,zillie,negative,NA,neither,none_correct,9404.bmp,9435.bmp,2276.bmp,3160.bmp,9102.bmp,2710.bmp,no,no,no,no,no,no,no,yes,2539351,2541386
