subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,correct_us,us_opt_1,us_opt_2,us_opt_3,us_opt_4,us_opt_5,us_opt_6,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,im_opt_none,im_opt_dk,time_im_form,time_im_blank
75,EC_subj_only,exclusion,EC_subj_only,exclusion,0,teutos,negative,30_40,paired_cs,9430.bmp,6242.bmp,3160.bmp,6831.bmp,9430.bmp,9560.bmp,9006.bmp,no,no,no,no,no,no,no,yes,4684547,4701006
75,EC_subj_only,exclusion,EC_subj_only,exclusion,1,obeac,negative,50_60,paired_cs,6838.bmp,7380.bmp,9182.bmp,9265.bmp,9421.bmp,2375.1.bmp,6838.bmp,no,no,no,no,no,no,no,yes,4702031,4706734
75,EC_subj_only,exclusion,EC_subj_only,exclusion,2,seork,positive,30_40,paired_cs,2071.bmp,8470.bmp,2209.bmp,5831.bmp,2071.bmp,1440.bmp,2550.bmp,no,no,no,no,no,no,no,yes,4707759,4712648
75,EC_subj_only,exclusion,EC_subj_only,exclusion,3,tavoo,negative,NA,neither,none_correct,6838.bmp,9180.bmp,3220.bmp,6831.bmp,9520.bmp,9500.bmp,no,no,no,no,no,no,no,yes,4713674,4718159
75,EC_subj_only,exclusion,EC_subj_only,exclusion,4,pubio,positive,70_80,paired_cs,8330.bmp,8170.bmp,8080.bmp,5994.bmp,2071.bmp,4606.bmp,8330.bmp,no,no,no,yes,no,no,no,no,4719185,4729836
75,EC_subj_only,exclusion,EC_subj_only,exclusion,5,parwax,negative,50_60,paired_cs,9400.bmp,9180.bmp,3300.bmp,9400.bmp,9920.bmp,9007.bmp,9520.bmp,no,no,no,no,no,no,no,yes,4730870,4735454
75,EC_subj_only,exclusion,EC_subj_only,exclusion,6,teior,negative,NA,neither,none_correct,6831.bmp,9342.bmp,9050.bmp,3160.bmp,6530.bmp,9220.bmp,no,no,no,no,no,no,no,yes,4736480,4743566
75,EC_subj_only,exclusion,EC_subj_only,exclusion,7,icecip,positive,NA,neither,none_correct,7470.bmp,5994.bmp,1710.bmp,8496.bmp,2040.bmp,2058.bmp,no,no,no,no,no,no,no,yes,4744591,4748548
75,EC_subj_only,exclusion,EC_subj_only,exclusion,8,purdag,positive,NA,neither,none_correct,4606.bmp,2091.bmp,2791.bmp,8190.bmp,7230.bmp,7580.bmp,no,no,no,no,no,no,no,yes,4749572,4753962
75,EC_subj_only,exclusion,EC_subj_only,exclusion,9,styla,positive,NA,neither,none_correct,8190.bmp,8540.bmp,8080.bmp,1999.bmp,2340.bmp,5994.bmp,no,no,no,no,no,no,no,yes,4754988,4761034
75,EC_subj_only,exclusion,EC_subj_only,exclusion,10,voual,negative,NA,neither,none_correct,2900.bmp,2750.bmp,9404.bmp,3550.bmp,9182.bmp,9006.bmp,no,no,no,no,no,no,no,yes,4762059,4765502
75,EC_subj_only,exclusion,EC_subj_only,exclusion,11,haraks,positive,30_40,distractor,none_correct,2160.bmp,1440.bmp,2791.bmp,5594.bmp,1999.bmp,2071.bmp,no,no,no,no,no,no,no,yes,4766526,4771113
75,EC_subj_only,exclusion,EC_subj_only,exclusion,12,fexony,positive,NA,neither,none_correct,2070.bmp,7502.bmp,1650.bmp,4622.bmp,2550.bmp,8540.bmp,no,no,no,no,no,no,no,yes,4772137,4776838
75,EC_subj_only,exclusion,EC_subj_only,exclusion,13,appobe,positive,90_10,distractor,none_correct,1440.bmp,5594.bmp,2058.bmp,2160.bmp,5629.bmp,8496.bmp,no,no,yes,no,no,no,no,no,4777863,4782565
75,EC_subj_only,exclusion,EC_subj_only,exclusion,14,treati,negative,90_10,paired_cs,9500.bmp,2276.bmp,6020.bmp,6530.bmp,9220.bmp,9500.bmp,2900.bmp,no,no,no,yes,no,no,no,no,4783589,4792253
75,EC_subj_only,exclusion,EC_subj_only,exclusion,15,avouco,positive,70_80,paired_cs,5830.bmp,5830.bmp,8170.bmp,5629.bmp,4606.bmp,2209.bmp,2660.bmp,no,no,no,no,no,no,no,yes,4793277,4799949
75,EC_subj_only,exclusion,EC_subj_only,exclusion,16,jinkup,negative,70_80,paired_cs,3300.bmp,1525.bmp,3300.bmp,2141.bmp,9404.bmp,9050.bmp,9630.bmp,no,no,no,no,no,no,no,yes,4800974,4803066
75,EC_subj_only,exclusion,EC_subj_only,exclusion,17,boity,negative,NA,neither,none_correct,7380.bmp,2053.bmp,9500.bmp,2375.1.bmp,9041.bmp,9430.bmp,no,no,no,no,no,no,no,yes,4804090,4806080
