subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,correct_us,us_opt_1,us_opt_2,us_opt_3,us_opt_4,us_opt_5,us_opt_6,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,im_opt_none,im_opt_dk,time_im_form,time_im_blank
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,0,fusia,positive,30_40,paired_cs,4220.bmp,5830.bmp,2791.bmp,4220.bmp,7330.bmp,5994.bmp,8080.bmp,no,no,no,no,no,no,no,yes,3762145,3767689
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,1,tafta,positive,NA,neither,none_correct,8170.bmp,2900.2.bmp,2040.bmp,2340.bmp,7330.bmp,5994.bmp,no,no,no,no,no,no,no,yes,3768714,3772164
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,2,cenbre,negative,30_40,distractor,9007.bmp,3300.bmp,9331.bmp,6311.bmp,6020.bmp,9007.bmp,2900.bmp,no,no,no,no,no,no,no,yes,3773189,3777699
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,3,pubio,positive,90_10,paired_cs,8540.bmp,2058.bmp,5910.bmp,8540.bmp,1999.bmp,1463.bmp,2080.bmp,no,no,yes,no,no,no,no,no,3778724,3785848
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,4,lescry,negative,NA,neither,none_correct,2053.bmp,9432.bmp,9421.bmp,9560.bmp,9265.bmp,2375.1.bmp,no,no,no,no,no,no,yes,no,3786872,3792637
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,5,hesire,positive,70_80,paired_cs,1463.bmp,7470.bmp,5460.bmp,1463.bmp,5994.bmp,7350.bmp,2209.bmp,no,no,yes,no,no,no,no,no,3793661,3797125
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,6,coline,negative,90_10,distractor,9432.bmp,3220.bmp,9280.bmp,9432.bmp,6311.bmp,2053.bmp,9830.bmp,no,no,no,no,no,no,yes,no,3798151,3802572
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,7,ceayon,positive,NA,neither,none_correct,1710.bmp,5910.bmp,2208.bmp,2080.bmp,8470.bmp,2660.bmp,no,no,yes,no,no,no,no,no,3803596,3814380
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,8,sepah,positive,NA,neither,none_correct,8496.bmp,2311.bmp,2070.bmp,5831.bmp,7502.bmp,7580.bmp,no,no,no,no,no,no,no,yes,3815405,3818872
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,9,zillie,negative,70_80,distractor,9435.bmp,9435.bmp,9265.bmp,7380.bmp,6570.1.bmp,9000.bmp,9007.bmp,no,no,no,no,no,no,yes,no,3819896,3824099
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,10,appobe,negative,NA,neither,none_correct,9500.bmp,9182.bmp,9265.bmp,2750.bmp,3160.bmp,9331.bmp,no,no,no,no,no,no,no,yes,3825124,3829007
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,11,voual,positive,NA,neither,none_correct,2070.bmp,7470.bmp,7230.bmp,1999.bmp,2040.bmp,5594.bmp,no,no,no,no,no,no,no,yes,3830032,3831916
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,12,boity,negative,50_60,paired_cs,3220.bmp,3220.bmp,9400.bmp,9220.bmp,9102.bmp,6020.bmp,9560.bmp,no,no,no,no,no,no,yes,no,3832940,3837031
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,13,bokine,negative,NA,neither,none_correct,9000.bmp,9041.bmp,9432.bmp,9830.bmp,9182.bmp,9920.bmp,no,no,no,no,no,no,yes,no,3838055,3841195
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,14,gypass,positive,NA,neither,none_correct,1650.bmp,2057.bmp,1710.bmp,1440.bmp,5629.bmp,2208.bmp,no,no,no,no,no,no,no,yes,3842219,3846521
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,15,ankoe,negative,50_60,distractor,9342.bmp,9342.bmp,2710.bmp,6020.bmp,9340.bmp,9220.bmp,6555.bmp,no,no,no,no,no,no,no,yes,3847546,3850278
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,16,craeky,positive,70_80,paired_cs,8080.bmp,5830.bmp,2058.bmp,8080.bmp,5460.bmp,2660.bmp,2900.2.bmp,no,no,yes,no,no,no,no,no,3851304,3854554
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,17,coskie,positive,70_80,distractor,2040.bmp,2900.2.bmp,2071.bmp,8370.bmp,2040.bmp,7502.bmp,5994.bmp,no,no,no,no,no,no,no,yes,3855578,3859147
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,18,guote,negative,90_10,paired_cs,9041.bmp,9180.bmp,2900.bmp,9331.bmp,6311.bmp,9041.bmp,7380.bmp,no,no,no,no,yes,no,no,no,3860172,3862701
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,19,sarary,negative,NA,neither,none_correct,6555.bmp,9182.bmp,9630.bmp,3550.bmp,6530.bmp,9265.bmp,no,no,no,no,no,no,yes,no,3863726,3872619
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,20,rutort,positive,90_10,paired_cs,8370.bmp,2050.bmp,2091.bmp,8370.bmp,8501.bmp,8420.bmp,2150.bmp,no,no,no,no,no,yes,no,no,3873644,3888928
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,21,tavoo,negative,50_60,paired_cs,8485.bmp,9830.bmp,6838.bmp,9342.bmp,9041.bmp,8485.bmp,6555.bmp,no,no,no,no,no,no,yes,no,3889953,3908514
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,22,prien,positive,50_60,paired_cs,7230.bmp,2091.bmp,2311.bmp,5831.bmp,7230.bmp,2080.bmp,8190.bmp,no,no,no,yes,no,no,no,no,3909539,3914994
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,23,trelle,positive,90_10,distractor,8170.bmp,5460.bmp,7330.bmp,8420.bmp,2057.bmp,4220.bmp,8170.bmp,no,no,no,no,no,no,yes,no,3916018,3921039
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,24,purdag,positive,NA,neither,none_correct,5994.bmp,2080.bmp,7580.bmp,2660.bmp,5594.bmp,2091.bmp,no,no,no,no,no,no,no,yes,3922064,3923952
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,25,fangus,positive,90_10,paired_cs,7470.bmp,8170.bmp,2550.bmp,7470.bmp,8190.bmp,1463.bmp,2091.bmp,no,no,yes,no,no,no,no,no,3924977,3928980
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,26,piend,negative,70_80,paired_cs,9331.bmp,2900.bmp,9561.bmp,9007.bmp,9331.bmp,9342.bmp,2141.bmp,no,no,no,yes,no,no,no,no,3930005,3944417
83,EC_subj_obj_corr,inclusion,EC_subj_obj_corr,inclusion,27,roosle,positive,30_40,paired_cs,2080.bmp,8330.bmp,2080.bmp,7502.bmp,2209.bmp,1710.bmp,2340.bmp,no,no,no,no,no,no,no,yes,3945442,3947639
