subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,eval_rating,time_rating_form,time_rating_blank,pre_post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,0,bokine,positive,30_40,paired_cs,11,2451813,2454457,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,1,oltar,NA,NA,neither,10,2455476,2457208,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,2,clerd,NA,NA,neither,13,2458227,2460198,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,3,hicron,negative,50_60,paired_cs,8,2461217,2462720,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,4,lobee,negative,70_80,paired_cs,13,2463739,2465246,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,5,vegom,negative,30_40,paired_cs,8,2466265,2468117,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,6,unuoll,NA,NA,neither,7,2469136,2470989,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,7,symoan,negative,50_60,paired_cs,10,2472008,2474895,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,8,jinkup,both,50_60,distractor,9,2475914,2477887,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,9,sarary,both,70_80,distractor,18,2478906,2480882,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,10,obtfin,negative,90_10,paired_cs,12,2481902,2484500,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,11,twavel,both,50_60,distractor,13,2485520,2488074,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,12,madjas,positive,90_10,paired_cs,16,2489093,2490946,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,13,beakem,positive,30_40,paired_cs,7,2491965,2494631,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,14,fusia,NA,NA,neither,18,2495650,2499114,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,15,icecip,negative,50_60,paired_cs,15,2500133,2502677,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,16,poieen,positive,30_40,paired_cs,12,2503696,2504849,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,17,appobe,both,90_10,distractor,9,2505868,2507254,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,18,rutort,negative,30_40,paired_cs,8,2508273,2509305,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,19,evone,NA,NA,neither,11,2510324,2512045,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,20,seork,negative,90_10,paired_cs,6,2513065,2515375,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,21,casteg,positive,70_80,paired_cs,11,2516394,2518588,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,22,haraks,negative,50_60,paired_cs,10,2519607,2520758,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,23,hiatts,both,30_40,distractor,11,2521777,2523500,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,24,oureen,negative,70_80,paired_cs,10,2524519,2525898,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,25,fasyia,positive,90_10,paired_cs,18,2526917,2529339,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,26,fexony,positive,90_10,paired_cs,9,2530359,2531739,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,27,seloom,negative,90_10,paired_cs,8,2532759,2534480,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,28,ceayon,NA,NA,neither,10,2535499,2536646,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,29,teior,both,30_40,distractor,9,2537666,2538939,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,30,punnot,NA,NA,neither,6,2539958,2541907,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,31,teutos,both,90_10,distractor,8,2542926,2544658,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,32,zillie,negative,90_10,paired_cs,15,2545693,2547887,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,33,yahio,NA,NA,neither,9,2548906,2550289,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,34,peush,both,90_10,distractor,10,2551309,2552459,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,35,fangus,NA,NA,neither,17,2553478,2555330,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,36,pevoke,both,30_40,distractor,12,2556349,2557844,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,37,piend,NA,NA,neither,7,2558863,2560588,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,38,jolver,NA,NA,neither,8,2561608,2562990,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,39,trelle,positive,30_40,paired_cs,10,2564009,2565269,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,40,oacart,NA,NA,neither,11,2566288,2567669,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,41,coneoy,NA,NA,neither,12,2568688,2569951,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,42,guote,NA,NA,neither,10,2570972,2573617,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,43,babit,both,50_60,distractor,14,2574636,2576587,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,44,strank,positive,70_80,paired_cs,11,2577607,2578991,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,45,coskie,both,90_10,distractor,12,2580013,2581853,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,46,gigoro,NA,NA,neither,9,2582873,2584485,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,47,boity,negative,30_40,paired_cs,10,2585505,2588503,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,48,cenbre,NA,NA,neither,10,2589522,2590560,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,49,roosle,both,50_60,distractor,9,2591579,2592733,post
57,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,50,ordit,positive,70_80,paired_cs,12,2593753,2595135,post
