subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,PD_practice_runs,PD_practice_correct,PD_pos,PD_neg,time_PD_form,time_PD_blank
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,0,styla,negative,30_40,paired_cs,3,0,yes,no,3919117,3941511
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,1,oureen,negative,90_10,paired_cs,3,0,no,yes,3942539,3947013
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,2,prien,negative,30_40,paired_cs,3,0,no,yes,3948041,3993009
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,3,clish,NA,NA,neither,3,0,no,yes,3994062,3998049
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,4,hesire,NA,NA,neither,3,0,no,yes,3999077,4001446
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,5,poieen,positive,70_80,paired_cs,3,0,no,yes,4002474,4005085
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,6,ankoe,negative,90_10,distractor,3,0,yes,no,4006113,4009467
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,7,jinkup,negative,30_40,distractor,3,0,no,yes,4010500,4012121
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,8,obeac,NA,NA,neither,3,0,no,yes,4013149,4014398
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,9,ribual,negative,30_40,paired_cs,3,0,no,yes,4015426,4021153
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,10,naptor,negative,90_10,paired_cs,3,0,no,yes,4022181,4024783
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,11,fusia,NA,NA,neither,3,0,no,yes,4025817,4028432
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,12,strank,negative,90_10,paired_cs,3,0,yes,no,4029460,4030832
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,13,vegom,positive,50_60,paired_cs,3,0,no,yes,4031860,4034725
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,14,appobe,negative,50_60,distractor,3,0,no,yes,4035753,4037504
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,15,ordit,negative,70_80,distractor,3,0,yes,no,4038537,4040906
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,16,piend,negative,50_60,paired_cs,3,0,yes,no,4041934,4044054
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,17,clerd,positive,50_60,distractor,3,0,yes,no,4045082,4050078
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,18,babit,positive,90_10,distractor,3,0,yes,no,4051106,4053222
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,19,spanal,negative,90_10,paired_cs,3,0,no,yes,4054250,4056747
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,20,eyalt,positive,90_10,distractor,3,0,no,yes,4057775,4059638
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,21,teutos,positive,50_60,paired_cs,3,0,yes,no,4060666,4064638
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,22,gigoro,positive,30_40,paired_cs,3,0,no,yes,4065671,4069274
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,23,itplic,negative,50_60,paired_cs,3,0,yes,no,4070302,4075647
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,24,tyorny,negative,50_60,paired_cs,3,0,no,yes,4076675,4078551
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,25,yained,NA,NA,neither,3,0,yes,no,4079579,4084182
94,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,26,roosle,NA,NA,neither,3,0,yes,no,4085214,4087456
