subject_nr,learning_condition,memory_condition,trial_nr,trial_type,cs_nr,block,blockhalf,cs_dur_level,filler,masking,us_valence,us_filename,cs_filename,mask,cs_duration,postmask_duration,us_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,id_opt_5,id_opt_6,paired_opt_1,paired_opt_2,paired_opt_3,paired_opt_4,paired_opt_5,paired_opt_6,val_opt_1,val_opt_2,val_opt_3,val_opt_4,val_opt_5,val_opt_6,vf_neg,vf_pos,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,time_blank_show,time_fixation_dot_show,time_cs_us_show,time_postmask_show,time_us_show,time_valence_focus,time_subjective_rating,time_identification,time_logger
109,EC_subj_obj_uncorr,inclusion,0,uncorr_objective,cs10,1,first,30_40,no,yes,negative,3160.bmp,boity,maske_7.bmp,30,50,2420,obeac,evone,seork,lescry,jolver,boity,unpaired,other_cs,unpaired,other_cs,other_cs,current_cs,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,no,no,no,yes,no,no,501120,502024,502127,502160,502213,504633,NA,511702,523100
109,EC_subj_obj_uncorr,inclusion,1,uncorr_objective,cs17,1,first,50_60,no,yes,positive,2057.bmp,hesire,maske_4.bmp,60,50,2390,sepah,pevoke,funery,trelle,oacart,hesire,other_cs,unpaired,unpaired,other_cs,other_cs,current_cs,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,523244,524148,524251,524314,524367,526757,NA,528340,561707
109,EC_subj_obj_uncorr,inclusion,2,subjective,cs28,1,first,90_10,no,no,negative,9421.bmp,obtfin,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,no,no,NA,NA,NA,NA,NA,NA,561870,562773,562876,562979,563032,565382,NA,NA,567201
109,EC_subj_obj_uncorr,inclusion,3,subjective,cs4,1,first,30_40,no,yes,negative,1525.bmp,lobee,maske_10.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA,567336,568239,568342,568375,568428,570848,571786,NA,587818
109,EC_subj_obj_uncorr,inclusion,4,subjective,cs24,1,first,70_80,no,yes,negative,2375.1.bmp,unuoll,maske_1.bmp,80,50,2370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA,587981,588884,588987,589070,589123,591493,596205,NA,598270
109,EC_subj_obj_uncorr,inclusion,5,subjective,cs1,1,first,30_40,yes,yes,positive,8501.bmp,NA,maske_1.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA,598395,599298,599401,599434,599487,601907,603790,NA,605858
109,EC_subj_obj_uncorr,inclusion,6,uncorr_objective,cs34,1,first,90_10,no,no,negative,8485.bmp,twavel,NA,90,50,2360,rutort,yahio,twavel,yeomun,babit,fangus,other_cs,unpaired,current_cs,other_cs,other_cs,unpaired,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,no,no,no,no,no,no,606031,606934,607037,607130,607183,609543,NA,NA,611602
109,EC_subj_obj_uncorr,inclusion,7,uncorr_objective,cs14,1,first,50_60,no,yes,negative,9102.bmp,trelle,maske_4.bmp,50,50,2400,sepah,funery,oacart,pevoke,hesire,trelle,other_cs,unpaired,other_cs,unpaired,other_cs,current_cs,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,no,no,no,no,no,yes,611750,612653,612756,612809,612862,615262,NA,617147,624442
109,EC_subj_obj_uncorr,inclusion,8,uncorr_objective,cs6,1,first,30_40,no,yes,negative,6530.bmp,lescry,maske_1.bmp,30,50,2420,boity,lescry,evone,jolver,obeac,seork,other_cs,current_cs,other_cs,other_cs,unpaired,unpaired,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,no,no,yes,no,no,no,624585,625488,625591,625624,625677,628097,NA,630695,638780
109,EC_subj_obj_uncorr,inclusion,9,uncorr_objective,cs22,1,first,70_80,no,yes,negative,9404.bmp,tafta,maske_7.bmp,80,50,2370,seloom,tafta,ribual,appobe,styla,beakem,other_cs,current_cs,unpaired,other_cs,unpaired,other_cs,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no,638936,639839,639942,640026,640079,642449,NA,644190,646015
109,EC_subj_obj_uncorr,inclusion,10,subjective,cs8,1,first,30_40,no,yes,negative,2141.bmp,gypass,maske_9.bmp,30,50,2420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,yes,no,no,no,no,no,NA,NA,NA,NA,NA,NA,646160,647063,647166,647199,647252,649672,650936,NA,653007
109,EC_subj_obj_uncorr,inclusion,11,uncorr_objective,cs13,1,first,50_60,no,yes,positive,5994.bmp,oacart,maske_11.bmp,50,50,2400,sepah,pevoke,hesire,oacart,funery,trelle,other_cs,unpaired,other_cs,current_cs,unpaired,other_cs,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,no,no,no,no,yes,no,653153,654056,654159,654212,654265,656665,NA,661630,664608
109,EC_subj_obj_uncorr,inclusion,12,subjective,cs31,1,first,90_10,no,no,positive,8200.bmp,piend,NA,100,50,2350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,no,no,no,NA,NA,NA,NA,NA,NA,664779,665682,665785,665888,665941,668291,NA,NA,669794
109,EC_subj_obj_uncorr,inclusion,13,uncorr_objective,cs33,1,first,90_10,no,no,positive,2660.bmp,babit,NA,90,50,2360,twavel,yeomun,rutort,babit,fangus,yahio,other_cs,other_cs,other_cs,current_cs,unpaired,unpaired,NA,NA,NA,NA,NA,NA,no,yes,NA,NA,NA,NA,NA,NA,no,no,no,no,no,no,669958,670861,670964,671057,671110,673470,NA,NA,675446
109,EC_subj_obj_uncorr,inclusion,14,subjective,cs32,1,first,90_10,no,no,negative,2276.bmp,roosle,NA,90,50,2360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,no,no,no,no,no,NA,NA,NA,NA,NA,NA,675616,676519,676622,676715,676769,679129,NA,NA,680317
109,EC_subj_obj_uncorr,inclusion,15,subjective,cs23,1,first,70_80,no,yes,positive,8370.bmp,coneoy,maske_12.bmp,70,50,2380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,680473,681376,681479,681552,681605,683985,685969,NA,702494
109,EC_subj_obj_uncorr,inclusion,16,subjective,cs11,1,first,50_60,no,yes,positive,2050.bmp,coskie,maske_3.bmp,60,50,2390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA,702648,703551,703654,703717,703770,706160,708214,NA,713271
109,EC_subj_obj_uncorr,inclusion,17,subjective,cs19,1,first,70_80,no,yes,positive,1463.bmp,voual,maske_6.bmp,80,50,2370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA,713426,714330,714433,714516,714569,716939,722387,NA,724233
109,EC_subj_obj_uncorr,inclusion,18,uncorr_objective,cs30,1,first,90_10,no,no,negative,7380.bmp,rutort,NA,100,50,2350,gigoro,twavel,spanal,babit,rutort,yeomun,unpaired,other_cs,unpaired,other_cs,current_cs,other_cs,NA,NA,NA,NA,NA,NA,yes,no,NA,NA,NA,NA,NA,NA,no,no,no,no,no,no,724403,725307,725410,725513,725566,727916,NA,NA,729416
109,EC_subj_obj_uncorr,inclusion,19,subjective,cs15,1,first,50_60,no,yes,positive,5460.bmp,prien,maske_10.bmp,50,50,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,no,yes,no,no,no,NA,NA,NA,NA,NA,NA,729563,730466,730569,730622,730675,733075,736462,NA,742224
109,EC_subj_obj_uncorr,inclusion,20,subjective,cs3,1,first,30_40,no,yes,positive,2900.2.bmp,fasyia,maske_1.bmp,40,50,2410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,no,yes,no,no,no,no,NA,NA,NA,NA,NA,NA,742366,743269,743372,743415,743468,745878,749754,NA,755739
