subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,correct_us,us_opt_1,us_opt_2,us_opt_3,us_opt_4,us_opt_5,us_opt_6,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,im_opt_none,im_opt_dk,time_im_form,time_im_blank
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,0,teior,positive,50_60,paired_cs,2550.bmp,2660.bmp,8330.bmp,2550.bmp,7330.bmp,4220.bmp,8200.bmp,no,no,yes,no,no,no,no,no,4808712,4816523
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,1,strank,negative,30_40,paired_cs,2710.bmp,6570.1.bmp,9561.bmp,2710.bmp,3300.bmp,9041.bmp,2141.bmp,yes,no,no,no,no,no,no,no,4817548,4831064
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,2,seloom,positive,90_10,paired_cs,8080.bmp,5460.bmp,8540.bmp,8170.bmp,2340.bmp,8470.bmp,8080.bmp,no,yes,no,no,no,no,no,no,4832089,4839989
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,3,teutos,negative,90_10,paired_cs,9182.bmp,3220.bmp,9330.bmp,9340.bmp,2750.bmp,9050.bmp,9182.bmp,no,no,no,no,no,yes,no,no,4841014,4851846
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,4,pevoke,positive,30_40,paired_cs,8170.bmp,8170.bmp,5831.bmp,4622.bmp,4220.bmp,2091.bmp,2311.bmp,no,no,no,yes,no,no,no,no,4852874,4861192
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,5,coskie,negative,70_80,distractor,6831.bmp,6831.bmp,9560.bmp,6838.bmp,9007.bmp,9630.bmp,9280.bmp,no,no,no,no,no,no,no,yes,4862216,4869285
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,6,parlic,positive,30_40,paired_cs,8200.bmp,4220.bmp,8200.bmp,5831.bmp,1463.bmp,2150.bmp,8080.bmp,no,no,no,no,yes,no,no,no,4870310,4876972
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,7,fasyia,positive,NA,neither,none_correct,5831.bmp,8170.bmp,2340.bmp,7580.bmp,5830.bmp,8190.bmp,no,no,no,no,no,no,yes,no,4877998,4884551
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,8,itafy,positive,70_80,paired_cs,2208.bmp,2208.bmp,5629.bmp,2340.bmp,2070.bmp,7580.bmp,2209.bmp,yes,no,no,no,no,no,no,no,4885579,4893367
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,9,appobe,positive,90_10,paired_cs,7470.bmp,7470.bmp,5594.bmp,8170.bmp,7502.bmp,4220.bmp,2311.bmp,yes,no,no,no,no,no,no,no,4894392,4903350
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,10,lobee,negative,NA,neither,none_correct,9561.bmp,9560.bmp,3220.bmp,9102.bmp,9920.bmp,3160.bmp,no,no,no,no,no,no,no,yes,4904376,4910735
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,11,ordit,negative,90_10,paired_cs,3160.bmp,9421.bmp,6555.bmp,2053.bmp,9920.bmp,3160.bmp,9006.bmp,no,no,no,no,yes,no,no,no,4911760,4913736
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,12,poieen,positive,90_10,paired_cs,2050.bmp,7330.bmp,2050.bmp,8190.bmp,2160.bmp,2091.bmp,2040.bmp,no,yes,no,no,no,no,no,no,4914764,4918821
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,13,punnot,positive,70_80,paired_cs,8540.bmp,7470.bmp,2900.2.bmp,5460.bmp,1710.bmp,8540.bmp,2091.bmp,no,no,no,no,yes,no,no,no,4919846,4924638
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,14,lescry,negative,NA,neither,none_correct,9220.bmp,7380.bmp,6555.bmp,9432.bmp,3160.bmp,9265.bmp,no,no,no,yes,no,no,no,no,4925663,4936799
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,15,dowsal,positive,50_60,distractor,8496.bmp,8200.bmp,2791.bmp,8496.bmp,1440.bmp,8170.bmp,8470.bmp,no,no,no,no,no,no,no,yes,4937823,4942412
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,16,icecip,negative,50_60,paired_cs,2375.1.bmp,2375.1.bmp,9342.bmp,9630.bmp,3550.bmp,1525.bmp,2900.bmp,yes,no,no,no,no,no,no,no,4943441,4948426
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,17,vegom,positive,NA,neither,none_correct,1440.bmp,8420.bmp,7580.bmp,2208.bmp,2080.bmp,8370.bmp,no,no,no,no,no,no,no,yes,4949451,4952067
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,18,twavel,negative,50_60,paired_cs,9280.bmp,9280.bmp,9630.bmp,3550.bmp,6570.1.bmp,6831.bmp,9435.bmp,no,no,no,no,no,no,yes,no,4953092,4964466
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,19,casteg,positive,NA,neither,none_correct,5910.bmp,2091.bmp,8470.bmp,2040.bmp,4622.bmp,8190.bmp,no,no,no,yes,no,no,no,no,4965491,4971840
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,20,obtfin,negative,NA,neither,none_correct,1525.bmp,6838.bmp,9182.bmp,9400.bmp,9102.bmp,9340.bmp,no,no,no,no,no,no,no,yes,4972880,4979237
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,21,symoan,positive,50_60,paired_cs,2040.bmp,2040.bmp,7350.bmp,2057.bmp,2208.bmp,2058.bmp,7330.bmp,no,no,no,no,no,no,yes,no,4980262,4987658
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,22,avouco,positive,50_60,paired_cs,8420.bmp,8540.bmp,2040.bmp,4622.bmp,2058.bmp,8420.bmp,5629.bmp,no,no,no,no,no,no,yes,no,4988683,4995672
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,23,coline,negative,70_80,paired_cs,3300.bmp,9830.bmp,9340.bmp,9265.bmp,9920.bmp,2900.bmp,3300.bmp,no,no,no,no,no,yes,no,no,4996697,5000866
