subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,correct_us,us_opt_1,us_opt_2,us_opt_3,us_opt_4,us_opt_5,us_opt_6,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,im_opt_none,im_opt_dk,time_im_form,time_im_blank
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,0,punnot,positive,30_40,paired_cs,4606.bmp,8190.bmp,8370.bmp,7470.bmp,8540.bmp,2057.bmp,4606.bmp,no,no,no,no,no,no,no,yes,4424437,4439732
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,1,oacart,positive,90_10,paired_cs,2209.bmp,2550.bmp,8200.bmp,7330.bmp,2070.bmp,7470.bmp,2209.bmp,no,no,no,no,no,no,no,yes,4440757,4445439
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,2,gigoro,positive,90_10,paired_cs,2057.bmp,2150.bmp,7470.bmp,2791.bmp,5910.bmp,2071.bmp,2057.bmp,no,yes,no,no,no,no,no,no,4446464,4453395
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,3,guote,negative,NA,neither,none_correct,3300.bmp,9180.bmp,6831.bmp,3550.bmp,9430.bmp,9435.bmp,no,yes,no,no,no,no,no,no,4454419,4459415
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,4,oureen,positive,70_80,paired_cs,5831.bmp,5831.bmp,8080.bmp,7470.bmp,1650.bmp,2900.2.bmp,1999.bmp,no,no,no,no,no,no,yes,no,4460439,4465142
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,5,cenbre,positive,70_80,distractor,7330.bmp,1710.bmp,5831.bmp,7330.bmp,2550.bmp,5994.bmp,1999.bmp,no,no,no,no,no,no,yes,no,4466166,4469426
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,6,boity,negative,90_10,paired_cs,6555.bmp,9006.bmp,9331.bmp,6530.bmp,6570.1.bmp,6555.bmp,9330.bmp,no,no,no,no,no,no,no,yes,4470450,4477274
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,7,treati,positive,30_40,paired_cs,1650.bmp,2209.bmp,8190.bmp,2050.bmp,2900.2.bmp,2080.bmp,1650.bmp,no,no,no,no,no,no,yes,no,4478298,4486138
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,8,jolver,positive,NA,neither,none_correct,5831.bmp,2040.bmp,2050.bmp,1999.bmp,8200.bmp,5994.bmp,no,no,no,no,no,no,yes,no,4487162,4491441
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,9,dowsal,negative,90_10,paired_cs,1525.bmp,1525.bmp,2900.bmp,2276.bmp,9182.bmp,3550.bmp,9280.bmp,no,no,no,yes,no,no,no,no,4492465,4496259
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,10,haraks,positive,NA,neither,none_correct,2660.bmp,2791.bmp,2340.bmp,5460.bmp,8370.bmp,5629.bmp,no,no,no,no,no,no,no,yes,4497283,4503304
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,11,chnap,negative,NA,neither,none_correct,9280.bmp,9007.bmp,6242.bmp,9102.bmp,9435.bmp,6570.1.bmp,no,yes,no,no,no,no,no,no,4504328,4509942
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,12,jinkup,positive,50_60,distractor,1999.bmp,5830.bmp,1650.bmp,2057.bmp,5629.bmp,1440.bmp,1999.bmp,no,no,no,no,no,no,yes,no,4510967,4514957
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,13,ordit,positive,50_60,paired_cs,8200.bmp,4622.bmp,2058.bmp,5594.bmp,8200.bmp,7502.bmp,5460.bmp,no,no,no,no,no,no,yes,no,4515982,4525469
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,14,naptor,positive,NA,neither,none_correct,2208.bmp,2550.bmp,8170.bmp,4606.bmp,2040.bmp,8190.bmp,no,no,no,no,no,no,yes,no,4526493,4531490
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,15,makan,positive,NA,neither,none_correct,4622.bmp,1463.bmp,2660.bmp,2340.bmp,2040.bmp,2070.bmp,no,no,no,no,no,no,yes,no,4532514,4537107
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,16,strank,negative,NA,neither,none_correct,9220.bmp,9180.bmp,9830.bmp,9000.bmp,9561.bmp,9421.bmp,no,no,no,no,no,no,no,yes,4538131,4542317
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,17,twavel,positive,90_10,paired_cs,7470.bmp,1463.bmp,8420.bmp,5910.bmp,8501.bmp,2311.bmp,7470.bmp,no,no,no,no,no,no,yes,no,4543341,4552737
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,18,babit,negative,NA,neither,none_correct,9920.bmp,9330.bmp,9560.bmp,9500.bmp,2141.bmp,9561.bmp,no,no,no,no,no,no,no,yes,4553761,4560607
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,19,cocox,negative,50_60,distractor,9830.bmp,2053.bmp,9830.bmp,9330.bmp,9050.bmp,9520.bmp,6311.bmp,no,no,no,no,yes,no,no,no,4561632,4569382
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,20,tavoo,positive,NA,neither,none_correct,7350.bmp,8330.bmp,8496.bmp,5594.bmp,1463.bmp,2160.bmp,no,no,no,no,no,no,yes,no,4570406,4574383
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,21,peush,positive,NA,neither,none_correct,8501.bmp,7580.bmp,2050.bmp,5910.bmp,4622.bmp,7230.bmp,no,no,no,no,no,no,no,yes,4575407,4577957
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,22,unuoll,negative,50_60,paired_cs,9500.bmp,7380.bmp,9830.bmp,9500.bmp,2375.1.bmp,9220.bmp,8485.bmp,no,no,no,no,no,no,no,yes,4578982,4585297
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,23,eyalt,negative,50_60,paired_cs,9400.bmp,3550.bmp,6530.bmp,9400.bmp,3160.bmp,9432.bmp,6831.bmp,no,no,no,no,no,no,no,yes,4586321,4588462
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,24,altine,negative,50_60,distractor,9220.bmp,9404.bmp,2276.bmp,1525.bmp,9050.bmp,9220.bmp,9500.bmp,no,no,no,no,no,no,no,yes,4589486,4596847
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,25,pubio,positive,NA,neither,none_correct,2080.bmp,2070.bmp,2071.bmp,8170.bmp,7580.bmp,8330.bmp,no,no,no,no,no,no,yes,no,4597871,4600939
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,26,palpid,negative,30_40,paired_cs,9404.bmp,9561.bmp,9421.bmp,9404.bmp,9180.bmp,9342.bmp,9330.bmp,no,no,no,no,yes,no,no,no,4601963,4607174
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,27,minair,positive,70_80,paired_cs,2080.bmp,7350.bmp,7230.bmp,8470.bmp,8370.bmp,2080.bmp,2550.bmp,no,no,no,no,no,no,yes,no,4608198,4611776
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,28,clerd,negative,50_60,paired_cs,9430.bmp,9920.bmp,3550.bmp,9430.bmp,2053.bmp,6838.bmp,2710.bmp,no,no,no,no,no,no,no,yes,4612800,4616784
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,29,fexony,positive,NA,neither,none_correct,2311.bmp,1710.bmp,8501.bmp,7502.bmp,5460.bmp,7330.bmp,no,no,no,no,no,no,yes,no,4617809,4622705
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,30,teior,negative,90_10,paired_cs,2053.bmp,9006.bmp,9265.bmp,2375.1.bmp,2053.bmp,3300.bmp,9520.bmp,no,no,no,no,no,no,yes,no,4623729,4628329
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,31,beakem,positive,NA,neither,none_correct,1440.bmp,5460.bmp,5830.bmp,5629.bmp,2050.bmp,2071.bmp,no,no,no,no,no,no,yes,no,4629353,4636214
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,32,parwax,negative,NA,neither,none_correct,9560.bmp,9435.bmp,1525.bmp,9404.bmp,6831.bmp,6020.bmp,no,no,no,no,no,no,yes,no,4637238,4642342
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,33,purdag,negative,50_60,paired_cs,9435.bmp,2141.bmp,3220.bmp,9435.bmp,6311.bmp,6838.bmp,7380.bmp,no,no,no,no,no,no,yes,no,4643366,4649717
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,34,fasyia,negative,30_40,paired_cs,9331.bmp,9331.bmp,9830.bmp,9430.bmp,3300.bmp,9265.bmp,9041.bmp,no,no,no,no,no,no,yes,no,4650742,4654009
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,35,parlic,negative,70_80,paired_cs,9007.bmp,9007.bmp,9050.bmp,9330.bmp,9102.bmp,2710.bmp,9342.bmp,no,no,no,no,no,no,yes,no,4655034,4657381
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,36,poieen,negative,90_10,paired_cs,9280.bmp,9342.bmp,9182.bmp,9000.bmp,6555.bmp,9041.bmp,9280.bmp,no,no,no,no,no,yes,no,no,4658405,4668079
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,37,ribual,positive,50_60,paired_cs,8330.bmp,2208.bmp,2160.bmp,5831.bmp,8330.bmp,2900.2.bmp,8540.bmp,no,no,no,no,no,no,yes,no,4669106,4671659
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,38,clish,negative,NA,neither,none_correct,1525.bmp,3160.bmp,3550.bmp,6838.bmp,9404.bmp,2375.1.bmp,no,no,no,no,no,no,no,yes,4672684,4678302
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,39,gypass,positive,30_40,distractor,8080.bmp,2080.bmp,7350.bmp,2160.bmp,1463.bmp,2057.bmp,8080.bmp,no,no,no,no,no,no,yes,no,4679326,4682089
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,40,bokine,negative,90_10,distractor,9342.bmp,9342.bmp,7380.bmp,9006.bmp,9400.bmp,9220.bmp,9331.bmp,no,no,no,no,no,no,no,yes,4683114,4687028
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,41,seloom,positive,30_40,paired_cs,2550.bmp,2311.bmp,8200.bmp,8330.bmp,5994.bmp,2550.bmp,1710.bmp,no,no,no,no,no,no,yes,no,4688064,4690108
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,42,coneoy,negative,70_80,paired_cs,9265.bmp,9102.bmp,3220.bmp,6311.bmp,9432.bmp,9520.bmp,9265.bmp,no,no,no,no,no,no,no,yes,4691133,4694192
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,43,funery,negative,NA,neither,none_correct,9520.bmp,6242.bmp,6570.1.bmp,2053.bmp,9432.bmp,6838.bmp,no,no,no,no,no,no,yes,no,4695217,4699092
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,44,rutort,positive,NA,neither,none_correct,2208.bmp,4606.bmp,2058.bmp,2040.bmp,7230.bmp,7580.bmp,no,no,no,no,no,no,yes,no,4700116,4703884
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,45,coline,negative,30_40,distractor,9041.bmp,9265.bmp,9007.bmp,9561.bmp,9400.bmp,2900.bmp,9041.bmp,no,no,no,no,no,no,yes,no,4704909,4707866
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,46,ankoe,positive,50_60,distractor,5910.bmp,5994.bmp,5910.bmp,8080.bmp,1440.bmp,2071.bmp,4606.bmp,no,no,no,no,no,no,yes,no,4708890,4710831
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,47,piend,negative,NA,neither,none_correct,9432.bmp,8485.bmp,9006.bmp,9331.bmp,6020.bmp,9520.bmp,no,no,no,no,no,no,no,yes,4711855,4716662
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,48,hiatts,positive,70_80,paired_cs,1440.bmp,5460.bmp,1440.bmp,2791.bmp,8540.bmp,7502.bmp,2150.bmp,no,no,no,no,no,no,yes,no,4717686,4719830
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,49,tyorny,negative,90_10,distractor,9000.bmp,9182.bmp,9041.bmp,9000.bmp,1525.bmp,2900.bmp,9430.bmp,no,no,no,no,no,no,yes,no,4720855,4723208
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,50,hesire,negative,70_80,paired_cs,6242.bmp,9000.bmp,9280.bmp,2276.bmp,2900.bmp,6555.bmp,6242.bmp,no,no,no,no,no,no,yes,no,4724232,4726472
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,51,evone,negative,NA,neither,none_correct,9561.bmp,6570.1.bmp,2750.bmp,6831.bmp,9435.bmp,9342.bmp,no,no,no,no,no,no,yes,no,4727496,4729744
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,52,fusia,positive,50_60,paired_cs,2311.bmp,5629.bmp,2900.2.bmp,8496.bmp,2311.bmp,2150.bmp,7230.bmp,no,no,no,no,no,no,yes,no,4730768,4731789
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,53,sarary,negative,NA,neither,none_correct,6020.bmp,9400.bmp,9000.bmp,9006.bmp,6555.bmp,9404.bmp,no,no,no,no,no,no,yes,no,4732813,4734655
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,54,obtfin,negative,NA,neither,none_correct,8485.bmp,9007.bmp,9182.bmp,6311.bmp,3220.bmp,2375.1.bmp,no,no,no,no,no,no,no,yes,4735680,4738333
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,55,vegom,negative,30_40,distractor,2710.bmp,6555.bmp,3160.bmp,2750.bmp,2710.bmp,9432.bmp,6530.bmp,no,no,no,no,no,no,no,yes,4739357,4744062
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,56,orikle,negative,30_40,paired_cs,6020.bmp,2053.bmp,9500.bmp,9050.bmp,9102.bmp,6020.bmp,9560.bmp,no,no,no,no,no,no,yes,no,4745086,4747034
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,57,spanal,negative,70_80,paired_cs,8485.bmp,6020.bmp,9421.bmp,6242.bmp,3160.bmp,8485.bmp,9560.bmp,no,no,no,no,no,no,no,yes,4748059,4751541
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,58,donrey,positive,70_80,distractor,5830.bmp,8170.bmp,5831.bmp,2150.bmp,5830.bmp,7580.bmp,1710.bmp,no,no,no,no,no,no,yes,no,4752565,4754504
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,59,hicron,negative,70_80,distractor,6530.bmp,9920.bmp,9560.bmp,6530.bmp,9220.bmp,9430.bmp,2141.bmp,no,no,no,no,no,no,no,yes,4755530,4757276
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,60,yeomun,negative,30_40,paired_cs,3160.bmp,9400.bmp,3160.bmp,9830.bmp,3300.bmp,9421.bmp,7380.bmp,no,no,no,no,no,no,no,yes,4758300,4764727
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,61,styla,negative,NA,neither,none_correct,2750.bmp,3220.bmp,8485.bmp,2710.bmp,2276.bmp,9331.bmp,no,no,no,no,no,no,yes,no,4765751,4768000
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,62,ceayon,positive,50_60,paired_cs,5994.bmp,8330.bmp,5594.bmp,5994.bmp,8170.bmp,4606.bmp,8190.bmp,no,no,no,no,no,no,yes,no,4769024,4772306
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,63,zillie,positive,90_10,distractor,8370.bmp,8501.bmp,5830.bmp,1463.bmp,7350.bmp,8370.bmp,2040.bmp,no,no,no,no,no,no,yes,no,4773331,4774968
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,64,icecip,positive,90_10,paired_cs,8420.bmp,8420.bmp,1999.bmp,2050.bmp,8200.bmp,2209.bmp,2208.bmp,no,no,no,no,no,no,yes,no,4775992,4777828
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,65,yained,positive,70_80,paired_cs,2900.2.bmp,2340.bmp,8470.bmp,2900.2.bmp,2311.bmp,2660.bmp,2160.bmp,no,no,no,no,no,no,yes,no,4778852,4779875
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,66,teutos,positive,30_40,paired_cs,2058.bmp,2660.bmp,8501.bmp,2340.bmp,5629.bmp,5830.bmp,2058.bmp,no,no,no,no,no,no,yes,no,4780899,4781923
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,67,itplic,positive,30_40,distractor,2208.bmp,8420.bmp,2208.bmp,2058.bmp,2209.bmp,2080.bmp,7580.bmp,no,no,no,no,no,no,yes,no,4782948,4783867
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,68,appobe,positive,NA,neither,none_correct,4622.bmp,8080.bmp,8496.bmp,2057.bmp,1650.bmp,7230.bmp,no,no,no,no,no,no,yes,no,4784891,4785606
19,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,69,coskie,negative,70_80,distractor,6311.bmp,2750.bmp,6311.bmp,9920.bmp,9280.bmp,2141.bmp,3300.bmp,no,no,no,no,no,no,no,yes,4786630,4788684
