subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,eval_rating,time_rating_form,time_rating_blank,pre_post
82,EC_only,inclusion,EC_only,inclusion,0,oacart,NA,NA,neither,3,34105,38983,pre
82,EC_only,inclusion,EC_only,inclusion,1,babit,NA,NA,neither,14,40006,43219,pre
82,EC_only,inclusion,EC_only,inclusion,2,obtfin,positive,30_40,paired_cs,12,44241,47217,pre
82,EC_only,inclusion,EC_only,inclusion,3,bokine,NA,NA,neither,15,48240,52364,pre
82,EC_only,inclusion,EC_only,inclusion,4,strank,negative,70_80,paired_cs,7,53386,57731,pre
82,EC_only,inclusion,EC_only,inclusion,5,palpid,NA,NA,neither,18,58753,60695,pre
82,EC_only,inclusion,EC_only,inclusion,6,funery,NA,NA,neither,19,61716,64811,pre
82,EC_only,inclusion,EC_only,inclusion,7,gigoro,negative,90_10,paired_cs,19,65831,67650,pre
82,EC_only,inclusion,EC_only,inclusion,8,dowsal,NA,NA,neither,19,68673,71624,pre
82,EC_only,inclusion,EC_only,inclusion,9,oureen,positive,90_10,paired_cs,19,72646,73903,pre
82,EC_only,inclusion,EC_only,inclusion,10,yeomun,positive,90_10,paired_cs,19,74922,77299,pre
82,EC_only,inclusion,EC_only,inclusion,11,yahio,NA,NA,neither,19,78318,79333,pre
82,EC_only,inclusion,EC_only,inclusion,12,makan,NA,NA,neither,19,80352,81825,pre
82,EC_only,inclusion,EC_only,inclusion,13,hesire,NA,NA,neither,19,82844,83861,pre
82,EC_only,inclusion,EC_only,inclusion,14,peush,positive,70_80,paired_cs,19,84881,86580,pre
82,EC_only,inclusion,EC_only,inclusion,15,poieen,NA,NA,neither,5,87600,90334,pre
82,EC_only,inclusion,EC_only,inclusion,16,voual,positive,70_80,paired_cs,19,91353,92831,pre
82,EC_only,inclusion,EC_only,inclusion,17,ordit,positive,50_60,paired_cs,19,93850,95094,pre
82,EC_only,inclusion,EC_only,inclusion,18,seloom,negative,30_40,paired_cs,19,96113,97246,pre
82,EC_only,inclusion,EC_only,inclusion,19,pevoke,positive,50_60,paired_cs,4,98267,100190,pre
82,EC_only,inclusion,EC_only,inclusion,20,gypass,NA,NA,neither,5,101209,104178,pre
82,EC_only,inclusion,EC_only,inclusion,21,purdag,NA,NA,neither,5,105198,107952,pre
82,EC_only,inclusion,EC_only,inclusion,22,ceayon,negative,30_40,paired_cs,1,108971,111371,pre
82,EC_only,inclusion,EC_only,inclusion,23,tafta,NA,NA,neither,19,112390,115580,pre
82,EC_only,inclusion,EC_only,inclusion,24,yained,NA,NA,neither,1,116599,118545,pre
82,EC_only,inclusion,EC_only,inclusion,25,tavoo,NA,NA,neither,19,119565,121389,pre
82,EC_only,inclusion,EC_only,inclusion,26,coline,NA,NA,neither,19,122409,127557,pre
82,EC_only,inclusion,EC_only,inclusion,27,parlic,NA,NA,neither,19,128576,131892,pre
82,EC_only,inclusion,EC_only,inclusion,28,spanal,NA,NA,neither,19,132913,133593,pre
82,EC_only,inclusion,EC_only,inclusion,29,sarary,NA,NA,neither,19,134615,136432,pre
82,EC_only,inclusion,EC_only,inclusion,30,chnap,NA,NA,neither,3,137455,141122,pre
82,EC_only,inclusion,EC_only,inclusion,31,oltar,negative,70_80,paired_cs,4,142141,146960,pre
82,EC_only,inclusion,EC_only,inclusion,32,haraks,NA,NA,neither,4,147992,149592,pre
82,EC_only,inclusion,EC_only,inclusion,33,lescry,negative,30_40,paired_cs,17,150611,153002,pre
82,EC_only,inclusion,EC_only,inclusion,34,avouco,NA,NA,neither,19,154021,156985,pre
82,EC_only,inclusion,EC_only,inclusion,35,fexony,negative,70_80,paired_cs,19,158004,159140,pre
82,EC_only,inclusion,EC_only,inclusion,36,unuoll,NA,NA,neither,6,160159,162688,pre
82,EC_only,inclusion,EC_only,inclusion,37,styla,negative,50_60,paired_cs,5,163707,165994,pre
82,EC_only,inclusion,EC_only,inclusion,38,fasyia,positive,70_80,paired_cs,5,167014,170548,pre
82,EC_only,inclusion,EC_only,inclusion,39,hiatts,positive,30_40,paired_cs,5,171567,172366,pre
82,EC_only,inclusion,EC_only,inclusion,40,cenbre,NA,NA,neither,5,173385,174864,pre
82,EC_only,inclusion,EC_only,inclusion,41,icecip,negative,70_80,paired_cs,15,175884,179402,pre
82,EC_only,inclusion,EC_only,inclusion,42,treati,negative,90_10,paired_cs,19,180421,183177,pre
82,EC_only,inclusion,EC_only,inclusion,43,hicron,negative,90_10,paired_cs,4,184196,186138,pre
82,EC_only,inclusion,EC_only,inclusion,44,clerd,positive,50_60,paired_cs,9,187157,190262,pre
82,EC_only,inclusion,EC_only,inclusion,45,parwax,NA,NA,neither,5,191281,193340,pre
82,EC_only,inclusion,EC_only,inclusion,46,punnot,positive,70_80,paired_cs,5,194359,196066,pre
82,EC_only,inclusion,EC_only,inclusion,47,roosle,negative,50_60,paired_cs,16,197086,201206,pre
82,EC_only,inclusion,EC_only,inclusion,48,teior,NA,NA,neither,6,202225,204627,pre
82,EC_only,inclusion,EC_only,inclusion,49,fangus,NA,NA,neither,15,205647,207703,pre
82,EC_only,inclusion,EC_only,inclusion,50,evone,NA,NA,neither,16,208722,209743,pre
82,EC_only,inclusion,EC_only,inclusion,51,jolver,negative,50_60,paired_cs,5,210764,212136,pre
82,EC_only,inclusion,EC_only,inclusion,52,naptor,NA,NA,neither,17,213155,214641,pre
82,EC_only,inclusion,EC_only,inclusion,53,appobe,NA,NA,neither,17,215660,217256,pre
82,EC_only,inclusion,EC_only,inclusion,54,sepah,NA,NA,neither,17,218275,219409,pre
82,EC_only,inclusion,EC_only,inclusion,55,pubio,positive,90_10,paired_cs,17,220428,221222,pre
82,EC_only,inclusion,EC_only,inclusion,56,boity,NA,NA,neither,3,222241,223720,pre
82,EC_only,inclusion,EC_only,inclusion,57,coneoy,positive,50_60,paired_cs,4,224739,226556,pre
82,EC_only,inclusion,EC_only,inclusion,58,trelle,positive,30_40,paired_cs,16,227577,230094,pre
82,EC_only,inclusion,EC_only,inclusion,59,itplic,positive,90_10,paired_cs,4,231113,233498,pre
82,EC_only,inclusion,EC_only,inclusion,60,craeky,negative,90_10,paired_cs,3,234517,236347,pre
82,EC_only,inclusion,EC_only,inclusion,61,madjas,NA,NA,neither,2,237368,240004,pre
82,EC_only,inclusion,EC_only,inclusion,62,vegom,positive,30_40,paired_cs,3,241023,242400,pre
82,EC_only,inclusion,EC_only,inclusion,63,zillie,NA,NA,neither,16,243419,245810,pre
82,EC_only,inclusion,EC_only,inclusion,64,lobee,negative,50_60,paired_cs,17,246829,249119,pre
82,EC_only,inclusion,EC_only,inclusion,65,prien,NA,NA,neither,17,250138,251962,pre
82,EC_only,inclusion,EC_only,inclusion,66,altine,negative,30_40,paired_cs,16,252981,254818,pre
82,EC_only,inclusion,EC_only,inclusion,67,beakem,NA,NA,neither,6,255837,257095,pre
82,EC_only,inclusion,EC_only,inclusion,68,obeac,NA,NA,neither,17,258114,260170,pre
82,EC_only,inclusion,EC_only,inclusion,69,seork,NA,NA,neither,4,261189,263255,pre
82,EC_only,inclusion,EC_only,inclusion,70,jinkup,NA,NA,neither,4,264274,266109,pre
82,EC_only,inclusion,EC_only,inclusion,71,orikle,NA,NA,neither,3,267128,273781,pre
