subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_neither,vm_dk,time_vm_form,time_vm_blank
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,0,unuoll,positive,30_40,paired_cs,no,no,yes,no,5021941,5033174
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,1,strank,both,30_40,distractor,no,yes,no,no,5034217,5039362
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,2,zillie,NA,NA,neither,no,no,no,yes,5040405,5049010
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,3,parlic,NA,NA,neither,no,no,no,yes,5050053,5057822
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,4,altine,negative,50_60,paired_cs,yes,no,no,no,5058865,5062310
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,5,pubio,positive,70_80,paired_cs,yes,no,no,no,5063352,5065930
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,6,cocox,negative,50_60,paired_cs,no,no,no,yes,5066972,5077470
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,7,fusia,both,70_80,distractor,no,no,yes,no,5078512,5081948
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,8,avouco,positive,30_40,paired_cs,no,no,yes,no,5082990,5089887
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,9,symoan,negative,30_40,paired_cs,no,no,yes,no,5090929,5095247
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,10,parwax,NA,NA,neither,no,no,no,yes,5096290,5103193
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,11,ribual,negative,70_80,paired_cs,no,yes,no,no,5104235,5112851
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,12,naptor,NA,NA,neither,no,no,yes,no,5113893,5120068
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,13,boity,NA,NA,neither,no,no,no,yes,5121109,5125419
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,14,sepah,negative,90_10,paired_cs,no,yes,no,no,5126461,5131792
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,15,dowsal,both,30_40,distractor,yes,no,no,no,5132835,5136271
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,16,gigoro,negative,50_60,paired_cs,no,no,no,yes,5137313,5145076
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,17,vegom,positive,90_10,paired_cs,yes,no,no,no,5146118,5149552
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,18,clerd,NA,NA,neither,no,no,yes,no,5150595,5157511
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,19,yeomun,positive,90_10,paired_cs,yes,no,no,no,5158555,5162062
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,20,seloom,both,70_80,distractor,no,no,no,yes,5163103,5168306
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,21,obtfin,positive,50_60,paired_cs,yes,no,no,no,5169349,5171931
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,22,itplic,NA,NA,neither,no,no,yes,no,5172973,5179055
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,23,hesire,positive,50_60,paired_cs,no,no,no,yes,5180097,5183582
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,24,coskie,NA,NA,neither,no,no,no,yes,5184623,5188074
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,25,coneoy,NA,NA,neither,no,no,no,yes,5189116,5192562
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,26,gypass,NA,NA,neither,no,no,yes,no,5193603,5197089
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,27,prien,both,70_80,distractor,no,no,yes,no,5198131,5203361
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,28,yained,both,50_60,distractor,no,no,no,yes,5204402,5209624
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,29,sarary,negative,70_80,paired_cs,yes,no,no,no,5210671,5220378
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,30,craeky,negative,90_10,paired_cs,no,yes,no,no,5221419,5224875
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,31,ordit,negative,30_40,paired_cs,no,no,no,yes,5225917,5229378
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,32,tafta,negative,90_10,paired_cs,no,no,no,yes,5230419,5237378
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,33,piend,NA,NA,neither,no,no,yes,no,5238420,5243629
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,34,spanal,both,90_10,distractor,no,no,no,yes,5244670,5249888
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,35,jinkup,both,70_80,distractor,no,no,yes,no,5250930,5257018
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,36,twavel,positive,70_80,paired_cs,yes,no,no,no,5258060,5261518
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,37,clish,negative,70_80,paired_cs,no,yes,no,no,5262559,5265180
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,38,appobe,positive,70_80,paired_cs,yes,no,no,no,5266222,5269686
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,39,makan,NA,NA,neither,no,no,yes,no,5270729,5275917
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,40,obeac,negative,70_80,paired_cs,no,no,no,yes,5276959,5289099
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,41,evone,NA,NA,neither,no,no,no,yes,5290141,5295352
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,42,orikle,negative,50_60,paired_cs,no,no,yes,no,5296393,5300733
68,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,43,trelle,NA,NA,neither,no,no,no,yes,5301775,5306996
