subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_neither,vm_dk,time_vm_form,time_vm_blank
82,EC_only,inclusion,EC_only,inclusion,0,itplic,positive,90_10,paired_cs,no,yes,no,no,2207118,2209573
82,EC_only,inclusion,EC_only,inclusion,1,boity,NA,NA,neither,no,yes,no,no,2210593,2212936
82,EC_only,inclusion,EC_only,inclusion,2,strank,negative,70_80,paired_cs,no,yes,no,no,2213956,2216635
82,EC_only,inclusion,EC_only,inclusion,3,yeomun,positive,90_10,paired_cs,no,yes,no,no,2217655,2221242
82,EC_only,inclusion,EC_only,inclusion,4,jolver,negative,50_60,paired_cs,yes,no,no,no,2222262,2223923
82,EC_only,inclusion,EC_only,inclusion,5,seloom,negative,30_40,paired_cs,yes,no,no,no,2224945,2226715
82,EC_only,inclusion,EC_only,inclusion,6,haraks,NA,NA,neither,no,no,yes,no,2227734,2229182
82,EC_only,inclusion,EC_only,inclusion,7,fasyia,positive,70_80,paired_cs,yes,no,no,no,2230201,2231762
82,EC_only,inclusion,EC_only,inclusion,8,styla,negative,50_60,paired_cs,no,no,no,yes,2232781,2235784
82,EC_only,inclusion,EC_only,inclusion,9,treati,negative,90_10,paired_cs,no,yes,no,no,2236807,2239038
82,EC_only,inclusion,EC_only,inclusion,10,coneoy,positive,50_60,paired_cs,yes,no,no,no,2240057,2242063
82,EC_only,inclusion,EC_only,inclusion,11,hesire,NA,NA,neither,no,no,no,yes,2243084,2246096
82,EC_only,inclusion,EC_only,inclusion,12,naptor,NA,NA,neither,no,no,no,yes,2247116,2248782
82,EC_only,inclusion,EC_only,inclusion,13,dowsal,NA,NA,neither,no,no,no,yes,2249801,2252045
82,EC_only,inclusion,EC_only,inclusion,14,coline,NA,NA,neither,no,yes,no,no,2253064,2255407
82,EC_only,inclusion,EC_only,inclusion,15,obeac,NA,NA,neither,no,yes,no,no,2256426,2257873
82,EC_only,inclusion,EC_only,inclusion,16,tavoo,NA,NA,neither,no,no,yes,no,2258892,2261577
82,EC_only,inclusion,EC_only,inclusion,17,sarary,NA,NA,neither,yes,no,no,no,2262596,2265603
82,EC_only,inclusion,EC_only,inclusion,18,hicron,negative,90_10,paired_cs,no,no,no,yes,2266622,2268067
82,EC_only,inclusion,EC_only,inclusion,19,obtfin,positive,30_40,paired_cs,no,no,no,yes,2269086,2271097
82,EC_only,inclusion,EC_only,inclusion,20,palpid,NA,NA,neither,no,no,yes,no,2272116,2273228
