subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_neither,vm_dk,time_vm_form,time_vm_blank
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,0,yahio,positive,90_10,distractor,no,no,no,yes,3701620,3705624
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,1,gypass,negative,30_40,paired_cs,no,yes,no,no,3706644,3709530
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,2,clerd,NA,NA,neither,no,no,yes,no,3710551,3711989
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,3,bokine,negative,70_80,paired_cs,no,no,no,yes,3713009,3719998
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,4,strank,NA,NA,neither,no,no,yes,no,3721018,3722578
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,5,tyorny,NA,NA,neither,no,no,yes,no,3723598,3725610
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,6,haraks,negative,70_80,paired_cs,no,yes,no,no,3726632,3728409
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,7,oacart,positive,50_60,paired_cs,no,no,yes,no,3729428,3730758
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,8,avouco,negative,70_80,distractor,no,no,yes,no,3731777,3733111
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,9,roosle,positive,90_10,paired_cs,yes,no,no,no,3734130,3735901
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,10,itplic,NA,NA,neither,no,no,yes,no,3736923,3738596
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,11,zillie,NA,NA,neither,no,no,yes,no,3739615,3741051
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,12,cenbre,positive,30_40,paired_cs,no,no,yes,no,3742071,3742847
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,13,boity,negative,90_10,paired_cs,no,no,no,yes,3743866,3748299
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,14,voual,positive,30_40,paired_cs,no,no,yes,no,3749323,3750763
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,15,icecip,negative,50_60,paired_cs,no,no,yes,no,3751782,3752998
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,16,ribual,positive,70_80,paired_cs,yes,no,no,no,3754018,3755794
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,17,unuoll,negative,90_10,distractor,no,no,yes,no,3756813,3758147
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,18,jolver,NA,NA,neither,no,no,yes,no,3759167,3760612
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,19,coline,positive,50_60,distractor,no,no,no,yes,3761631,3763400
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,20,naptor,negative,30_40,distractor,no,yes,no,no,3764419,3765974
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,21,pevoke,negative,50_60,paired_cs,no,no,no,yes,3766993,3771756
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,22,cocox,NA,NA,neither,no,no,yes,no,3772775,3774115
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,23,babit,negative,30_40,paired_cs,no,no,yes,no,3775134,3776794
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,24,ankoe,negative,30_40,distractor,no,no,yes,no,3777813,3778920
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,25,altine,negative,90_10,paired_cs,no,yes,no,no,3779939,3781607
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,26,prien,NA,NA,neither,no,no,yes,no,3782626,3784424
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,27,yeomun,NA,NA,neither,no,no,yes,no,3785443,3786438
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,28,eyalt,positive,30_40,paired_cs,no,no,no,yes,3787457,3789889
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,29,coneoy,NA,NA,neither,no,no,no,yes,3790909,3792019
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,30,lobee,negative,70_80,paired_cs,yes,no,no,no,3793038,3796263
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,31,spanal,positive,50_60,paired_cs,no,no,no,yes,3797282,3803629
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,32,dowsal,positive,30_40,distractor,no,no,no,yes,3804649,3807548
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,33,yained,positive,90_10,paired_cs,yes,no,no,no,3808568,3812131
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,34,pubio,NA,NA,neither,no,no,yes,no,3813151,3814825
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,35,hicron,NA,NA,neither,no,no,yes,no,3815845,3817180
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,36,punnot,negative,50_60,distractor,no,no,yes,no,3818199,3818974
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,37,hesire,negative,70_80,distractor,no,no,no,yes,3819993,3822545
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,38,minair,positive,70_80,paired_cs,yes,no,no,no,3823564,3825135
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,39,guote,NA,NA,neither,no,no,yes,no,3826154,3828498
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,40,poieen,negative,70_80,paired_cs,no,yes,no,no,3829518,3831740
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,41,ordit,NA,NA,neither,no,no,yes,no,3832760,3834207
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,42,orikle,negative,50_60,paired_cs,no,no,yes,no,3835226,3836452
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,43,chnap,NA,NA,neither,no,no,yes,no,3837472,3838248
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,44,itafy,positive,30_40,distractor,yes,no,no,no,3839267,3841704
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,45,craeky,negative,50_60,paired_cs,no,no,no,yes,3842723,3846387
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,46,obeac,positive,50_60,distractor,no,no,no,yes,3847406,3849738
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,47,hiatts,NA,NA,neither,no,no,yes,no,3850757,3852868
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,48,madjas,NA,NA,neither,no,no,yes,no,3853887,3855109
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,49,jinkup,positive,70_80,paired_cs,yes,no,no,no,3856128,3857682
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,50,parlic,NA,NA,neither,no,no,yes,no,3858701,3860260
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,51,oureen,positive,50_60,paired_cs,no,yes,no,no,3861280,3864942
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,52,fasyia,NA,NA,neither,no,yes,no,no,3865961,3867873
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,53,seork,positive,70_80,distractor,no,no,yes,no,3868892,3870567
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,54,beakem,positive,70_80,paired_cs,yes,no,no,no,3871587,3874487
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,55,trelle,negative,50_60,distractor,no,no,no,yes,3875506,3877521
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,56,clish,NA,NA,neither,no,no,yes,no,3878540,3880207
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,57,symoan,positive,70_80,distractor,no,no,yes,no,3881226,3882776
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,58,peush,negative,30_40,paired_cs,no,no,yes,no,3883795,3884574
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,59,treati,positive,30_40,paired_cs,no,no,no,yes,3885594,3888042
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,60,fusia,negative,90_10,paired_cs,no,yes,no,no,3889061,3892946
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,61,tafta,NA,NA,neither,no,no,yes,no,3893965,3895521
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,62,teior,negative,30_40,paired_cs,no,no,no,yes,3896540,3898780
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,63,twavel,NA,NA,neither,no,no,yes,no,3899799,3901464
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,64,styla,positive,90_10,distractor,no,no,yes,no,3902483,3904145
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,65,sepah,negative,90_10,paired_cs,no,yes,no,no,3905164,3907825
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,66,oltar,NA,NA,neither,no,no,yes,no,3908844,3911512
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,67,vegom,positive,90_10,paired_cs,yes,no,no,no,3912531,3916186
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,68,funery,NA,NA,neither,no,no,yes,no,3917205,3919313
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,69,sarary,positive,50_60,paired_cs,no,no,yes,no,3920332,3927085
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,70,ceayon,positive,90_10,paired_cs,yes,no,no,no,3928105,3931559
49,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,71,piend,negative,90_10,distractor,no,no,yes,no,3932578,3934797
