subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,PD_practice_runs,PD_practice_correct,PD_pos,PD_neg,time_PD_form,time_PD_blank
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,0,obtfin,negative,90_10,paired_cs,1,1,no,yes,3120762,3129647
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,1,craeky,NA,NA,neither,1,1,yes,no,3130676,3135683
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,2,twavel,positive,30_40,distractor,1,1,yes,no,3136711,3141698
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,3,seork,positive,90_10,paired_cs,1,1,no,yes,3142726,3152597
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,4,clerd,NA,NA,neither,1,1,yes,no,3153625,3159109
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,5,avouco,negative,50_60,distractor,1,1,yes,no,3160141,3165629
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,6,donrey,negative,30_40,paired_cs,1,1,no,yes,3166657,3171786
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,7,poieen,NA,NA,neither,1,1,no,yes,3172814,3178320
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,8,palpid,NA,NA,neither,1,1,yes,no,3179352,3181917
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,9,itplic,negative,30_40,paired_cs,1,1,yes,no,3182946,3186612
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,10,bokine,negative,70_80,distractor,1,1,no,yes,3187640,3192283
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,11,oureen,NA,NA,neither,1,1,no,yes,3193311,3200027
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,12,cenbre,negative,50_60,paired_cs,1,1,yes,no,3201056,3207775
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,13,spanal,positive,90_10,paired_cs,1,1,no,yes,3208803,3212953
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,14,pubio,positive,70_80,distractor,1,1,yes,no,3213981,3228128
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,15,dowsal,positive,50_60,paired_cs,1,1,yes,no,3229160,3238437
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,16,sepah,negative,70_80,paired_cs,1,1,no,yes,3239465,3241911
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,17,oltar,positive,50_60,paired_cs,1,1,yes,no,3242939,3247587
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,18,beakem,positive,50_60,paired_cs,1,1,yes,no,3248615,3253886
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,19,tavoo,NA,NA,neither,1,1,yes,no,3254915,3260782
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,20,coskie,NA,NA,neither,1,1,no,yes,3261810,3267552
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,21,gigoro,NA,NA,neither,1,1,yes,no,3268580,3271869
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,22,coneoy,negative,50_60,distractor,1,1,no,yes,3272901,3283179
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,23,icecip,positive,70_80,paired_cs,1,1,no,yes,3284207,3290917
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,24,piend,positive,90_10,paired_cs,1,1,yes,no,3291945,3298043
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,25,coline,negative,50_60,paired_cs,1,1,no,yes,3299071,3307008
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,26,trelle,negative,30_40,distractor,1,1,yes,no,3308037,3315353
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,27,teior,positive,30_40,paired_cs,1,1,no,yes,3316381,3321628
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,28,obeac,negative,70_80,paired_cs,1,1,yes,no,3322657,3324862
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,29,minair,negative,30_40,paired_cs,1,1,no,yes,3325894,3335660
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,30,makan,NA,NA,neither,1,1,no,yes,3336688,3350507
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,31,strank,positive,30_40,paired_cs,1,1,yes,no,3351535,3354487
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,32,jinkup,negative,90_10,paired_cs,1,1,yes,no,3355515,3372606
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,33,casteg,positive,70_80,paired_cs,1,1,yes,no,3373634,3378036
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,34,treati,positive,50_60,distractor,1,1,no,yes,3379064,3388348
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,35,chnap,negative,70_80,paired_cs,1,1,no,yes,3389376,3391939
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,36,fexony,positive,30_40,paired_cs,1,1,yes,no,3392993,3396651
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,37,eyalt,NA,NA,neither,1,1,yes,no,3397679,3401465
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,38,boity,positive,90_10,paired_cs,1,1,yes,no,3402493,3406882
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,39,fangus,NA,NA,neither,1,1,yes,no,3407910,3414981
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,40,oacart,NA,NA,neither,1,1,yes,no,3416014,3419922
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,41,guote,negative,90_10,paired_cs,1,1,no,yes,3420950,3424357
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,42,yained,negative,90_10,paired_cs,1,1,no,yes,3425385,3427827
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,43,fusia,positive,50_60,paired_cs,1,1,yes,no,3428856,3434105
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,44,ankoe,positive,90_10,distractor,1,1,no,yes,3435139,3441233
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,45,haraks,NA,NA,neither,1,1,yes,no,3442261,3444946
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,46,yahio,positive,50_60,distractor,1,1,yes,no,3445974,3450984
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,47,yeomun,negative,70_80,distractor,1,1,yes,no,3452012,3456292
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,48,babit,positive,70_80,distractor,1,1,no,yes,3457320,3462205
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,49,peush,negative,90_10,distractor,1,1,yes,no,3463233,3468836
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,50,ribual,NA,NA,neither,1,1,no,yes,3469865,3480846
26,EC_subj_obj_corr,exclusion,EC_subj_obj_corr,exclusion,51,funery,NA,NA,neither,1,1,yes,no,3481880,3487200
