subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,PD_practice_runs,PD_practice_correct,PD_pos,PD_neg,time_PD_form,time_PD_blank
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,0,babit,NA,NA,neither,1,1,no,yes,4118011,4127499
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,1,jolver,positive,30_40,paired_cs,1,1,no,yes,4128527,4135094
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,2,treati,negative,30_40,paired_cs,1,1,no,yes,4136124,4143181
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,3,pevoke,positive,30_40,paired_cs,1,1,yes,no,4144209,4149259
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,4,hicron,NA,NA,neither,1,1,no,yes,4150287,4154079
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,5,dowsal,both,50_60,distractor,1,1,yes,no,4155111,4157519
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,6,obtfin,NA,NA,neither,1,1,no,yes,4158548,4161202
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,7,teutos,negative,90_10,paired_cs,1,1,no,yes,4162231,4164124
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,8,eyalt,NA,NA,neither,1,1,no,yes,4165152,4167701
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,9,coskie,both,70_80,distractor,1,1,no,yes,4168729,4173403
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,10,poieen,positive,90_10,paired_cs,1,1,yes,no,4174431,4176076
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,11,itafy,positive,70_80,paired_cs,1,1,no,yes,4177104,4179636
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,12,donrey,both,30_40,distractor,1,1,yes,no,4180669,4183211
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,13,parlic,positive,30_40,paired_cs,1,1,yes,no,4184239,4187402
108,EC_subj_obj_uncorr,inclusion,EC_subj_obj_uncorr,inclusion,14,coneoy,NA,NA,neither,1,1,yes,no,4188430,4192364
