subject_nr,learning_condition,memory_condition,condition_learning,condition_memory,trial_nr,cs_filename,us_valence,cs_dur_level,type,vm_pos,vm_neg,vm_neither,vm_dk,time_vm_form,time_vm_blank
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,0,cenbre,positive,30_40,paired_cs,no,no,yes,no,2924898,2931134
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,1,guote,NA,NA,neither,no,no,yes,no,2932154,2934597
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,2,jinkup,NA,NA,neither,no,no,yes,no,2935617,2937060
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,3,treati,NA,NA,neither,no,no,yes,no,2938080,2942090
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,4,craeky,negative,90_10,paired_cs,no,no,no,yes,2943110,2944553
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,5,babit,NA,NA,neither,no,no,no,yes,2945572,2946800
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,6,seloom,positive,30_40,paired_cs,no,no,yes,no,2947820,2948934
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,7,twavel,negative,50_60,paired_cs,no,yes,no,no,2949954,2951959
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,8,madjas,positive,50_60,distractor,yes,no,no,no,2952978,2957439
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,9,teutos,negative,50_60,paired_cs,no,no,yes,no,2958459,2960129
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,10,hiatts,negative,70_80,paired_cs,no,yes,no,no,2961148,2963259
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,11,orikle,positive,50_60,paired_cs,no,yes,no,no,2964278,2969285
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,12,minair,NA,NA,neither,no,no,yes,no,2970304,2972196
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,13,beakem,positive,90_10,paired_cs,yes,no,no,no,2973215,2974884
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,14,yahio,negative,50_60,paired_cs,no,no,yes,no,2975904,2977573
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,15,fexony,NA,NA,neither,no,no,yes,no,2978593,2979816
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,16,obeac,NA,NA,neither,no,no,yes,no,2980835,2981728
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,17,spanal,positive,70_80,distractor,yes,no,no,no,2982747,2986083
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,18,lobee,NA,NA,neither,no,no,yes,no,2987103,2988443
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,19,zillie,NA,NA,neither,no,no,yes,no,2989463,2990573
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,20,symoan,positive,30_40,distractor,yes,no,no,no,2991593,2993936
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,21,cocox,positive,90_10,paired_cs,no,no,yes,no,2994957,2996180
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,22,hesire,negative,50_60,distractor,no,yes,no,no,2997201,2998872
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,23,avouco,positive,50_60,distractor,yes,no,no,no,2999892,3004578
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,24,trelle,negative,50_60,paired_cs,no,yes,no,no,3005598,3006934
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,25,vegom,negative,90_10,paired_cs,no,no,yes,no,3007953,3014962
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,26,unuoll,negative,30_40,distractor,no,yes,no,no,3015981,3017868
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,27,tyorny,positive,70_80,paired_cs,no,yes,no,no,3018888,3020556
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,28,parwax,negative,70_80,paired_cs,yes,no,no,no,3021575,3024022
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,29,evone,negative,30_40,paired_cs,no,no,yes,no,3025042,3026282
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,30,coline,negative,90_10,paired_cs,no,no,yes,no,3027302,3028521
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,31,ribual,negative,30_40,paired_cs,no,yes,no,no,3029540,3031208
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,32,seork,NA,NA,neither,no,no,yes,no,3032228,3033672
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,33,gypass,positive,90_10,paired_cs,yes,no,no,no,3034691,3036248
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,34,palpid,NA,NA,neither,no,no,yes,no,3037267,3038838
73,EC_subj_obj_corr,normal,EC_subj_obj_corr,normal,35,teior,positive,30_40,distractor,no,yes,no,no,3039857,3041528
