vp,count_loop,time_loop,count_trial_seq,time_trial_seq,channel,errcode
vp,count_loop,time_loop,count_trial_seq,time_trial_seq,channel,errcode
vp,count_loop,time_loop,count_trial_seq,time_trial_seq,channel,errcode
vp,count_loop,time_loop,count_trial_seq,time_trial_seq,channel,errcode
vp,count_loop,time_loop,count_trial_seq,time_trial_seq,channel,errcode
vp,count_loop,time_loop,count_trial_seq,time_trial_seq,channel,errcode
vp,count_loop,time_loop,count_trial_seq,time_trial_seq,channel,errcode
vp,count_loop,time_loop,count_trial_seq,time_trial_seq,channel,errcode
vp,count_loop,time_loop,count_trial_seq,time_trial_seq,channel,errcode
vp,count_loop,time_loop,count_trial_seq,time_trial_seq,channel,errcode
vp,count_loop,time_loop,count_trial_seq,time_trial_seq,channel,errcode
1,0,78249,0,81371,4,"Opened single Channel 4",4,6,"Toggled Channel(s) [6, 4]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78249,1,122087,1,"Opened single Channel 1",1,6,"Toggled Channel(s) [6, 1]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78249,2,159652,5,"Opened single Channel 5",5,6,"Toggled Channel(s) [6, 5]",vp,count_loop,time_loop,count_trial_seq,time_trial_seq,channel,errcode
vp,count_loop,time_loop,count_trial_seq,time_trial_seq,channel,errcode
vp,count_loop,time_loop,count_trial_seq,time_trial_seq,channel,errcode
vp,count_loop,time_loop,count_trial_seq,time_trial_seq,channel,errcode
vp,count_loop,time_loop,count_trial_seq,time_trial_seq,channel,errcode
vp,count_loop,time_loop,count_trial_seq,time_trial_seq,channel,errcode
1,0,232331,0,273771,4,"Opened single Channel 4",4,6,"Toggled Channel(s) [6, 4]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,232331,1,318892,1,"Opened single Channel 1",1,6,"Toggled Channel(s) [6, 1]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,232331,2,356452,5,"Opened single Channel 5",5,6,"Toggled Channel(s) [6, 5]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,232331,3,394018,2,"Opened single Channel 2",2,6,"Toggled Channel(s) [6, 2]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
vp,count_loop,time_loop,count_trial_seq,time_trial_seq,channel,errcode
"Olchimeter airflow stopped."
"Olchimeter airflow started.","Opened single Channel 6"
"Closed single Channel 6","Opened single Channel 2","Closed single Channel 2","Opened single Channel 6"
"Closed single Channel 6","Opened single Channel 5","Closed single Channel 5","Opened single Channel 6"
"Closed single Channel 6","Opened single Channel 1","Closed single Channel 1","Opened single Channel 6"
"Closed single Channel 6","Opened single Channel 4","Closed single Channel 4","Opened single Channel 6"
"Closed single Channel 6","Olchimeter airflow stopped."
vp,count_loop,time_loop,count_trial_seq,time_trial_seq,channel,errcode
vp,count_loop,time_loop,count_trial_seq,time_trial_seq,channel,errcode
1,0,78010,0,126847,4,"Opened single Channel 4",4,6,"Toggled Channel(s) [6, 4]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,1,173729,1,"Opened single Channel 1",1,6,"Toggled Channel(s) [6, 1]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,2,211285,5,"Opened single Channel 5",5,6,"Toggled Channel(s) [6, 5]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,3,248918,2,"Opened single Channel 2",2,6,"Toggled Channel(s) [6, 2]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,4,291138,5,"Opened single Channel 5",5,6,"Toggled Channel(s) [6, 5]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,5,331979,1,"Opened single Channel 1",1,6,"Toggled Channel(s) [6, 1]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,6,369635,4,"Opened single Channel 4",4,6,"Toggled Channel(s) [6, 4]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,7,407189,2,"Opened single Channel 2",2,6,"Toggled Channel(s) [6, 2]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,8,446867,5,"Opened single Channel 5",5,6,"Toggled Channel(s) [6, 5]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,9,486990,1,"Opened single Channel 1",1,6,"Toggled Channel(s) [6, 1]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,10,524668,4,"Opened single Channel 4",4,6,"Toggled Channel(s) [6, 4]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,11,562360,2,"Opened single Channel 2",2,6,"Toggled Channel(s) [6, 2]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,12,602746,5,"Opened single Channel 5",5,6,"Toggled Channel(s) [6, 5]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,13,642839,4,"Opened single Channel 4",4,6,"Toggled Channel(s) [6, 4]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,14,680580,1,"Opened single Channel 1",1,6,"Toggled Channel(s) [6, 1]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,15,718301,2,"Opened single Channel 2",2,6,"Toggled Channel(s) [6, 2]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,16,760636,2,"Opened single Channel 2",2,6,"Toggled Channel(s) [6, 2]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,17,800977,1,"Opened single Channel 1",1,6,"Toggled Channel(s) [6, 1]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,18,838715,4,"Opened single Channel 4",4,6,"Toggled Channel(s) [6, 4]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
1,0,78010,19,876458,5,"Opened single Channel 5",5,6,"Toggled Channel(s) [6, 5]","Toggled Channel(s) [3]","Toggled Channel(s) [6, 3]"
