phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,20,1,1,1,1,neutral,8.png,7002.JPG,0,None,None,None,None
trials,20,1,2,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,20,1,3,1,1,positive,18.png,1590.JPG,0,None,None,None,None
trials,20,1,4,1,1,neutral,23.png,7004.JPG,0,None,None,None,None
trials,20,1,5,1,1,positive,24.png,1604.JPG,0,None,None,None,None
trials,20,1,6,1,1,negative,9.png,2276.JPG,0,None,None,None,None
trials,20,1,7,1,1,neutral,5.png,7006.JPG,0,None,None,None,None
trials,20,1,8,1,NA,NA,5720.JPG,empty.png,0,None,None,None,None
trials,20,1,9,1,NA,NA,9000.JPG,empty.png,0,None,None,None,None
trials,20,1,10,1,NA,NA,9280.JPG,5870.JPG,0,None,None,None,None
trials,20,1,11,1,1,negative,10.png,9041.JPG,0,None,None,None,None
trials,20,1,12,1,1,positive,17.png,1460.JPG,0,None,None,None,None
trials,20,1,13,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,20,1,14,1,2,neutral,5.png,7006.JPG,0,None,None,None,None
trials,20,1,15,1,2,positive,18.png,1590.JPG,0,None,None,None,None
trials,20,1,16,1,1,neutral,7.png,7025.JPG,0,None,None,None,None
trials,20,1,17,1,NA,NA,5970.JPG,5780.JPG,0,None,None,None,None
trials,20,1,18,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,20,1,19,1,1,positive,1.png,1620.JPG,0,None,None,None,None
trials,20,1,20,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,20,1,21,1,2,neutral,7.png,7025.JPG,0,None,None,None,None
trials,20,1,22,1,NA,NA,5720.JPG,empty.png,0,None,None,None,None
trials,20,1,23,1,1,neutral,11.png,7080.JPG,0,None,None,None,None
trials,20,1,24,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,20,1,25,1,2,positive,1.png,1620.JPG,0,None,None,None,None
trials,20,1,26,1,1,negative,21.png,3181.JPG,0,None,None,None,None
trials,20,1,27,1,NA,NA,5250.JPG,5611.JPG,0,None,None,None,None
trials,20,1,28,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,20,1,29,1,1,negative,3.png,2900.1.JPG,0,None,None,None,None
trials,20,1,30,1,2,neutral,8.png,7002.JPG,0,None,None,None,None
trials,20,1,31,1,NA,NA,2.png,27.png,0,None,None,None,None
trials,20,1,32,1,1,positive,4.png,1540.JPG,0,None,None,None,None
trials,20,1,33,1,2,positive,17.png,1460.JPG,0,None,None,None,None
trials,20,1,34,1,1,negative,20.png,9432.JPG,0,None,None,None,None
trials,20,1,35,1,3,positive,17.png,1460.JPG,0,None,None,None,None
trials,20,1,36,1,2,positive,4.png,1540.JPG,0,None,None,None,None
trials,20,1,37,1,3,neutral,8.png,7002.JPG,0,None,None,None,None
trials,20,1,38,1,NA,NA,5250.JPG,5611.JPG,0,None,None,None,None
trials,20,1,39,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,20,1,40,1,NA,NA,13.png,empty.png,0,None,None,None,None
trials,20,1,41,1,NA,NA,9280.JPG,5870.JPG,0,None,None,None,None
trials,20,1,42,1,NA,NA,9000.JPG,empty.png,0,None,None,None,None
trials,20,1,43,1,NA,NA,empty.png,15.png,0,None,None,None,None
trials,20,1,44,1,3,positive,18.png,1590.JPG,0,None,None,None,None
trials,20,1,45,1,3,neutral,5.png,7006.JPG,0,None,None,None,None
trials,20,1,46,1,1,neutral,12.png,7035.JPG,0,None,None,None,None
trials,20,1,47,1,2,neutral,23.png,7004.JPG,0,None,None,None,None
trials,20,1,48,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,20,1,49,1,NA,NA,25.png,6.png,0,None,None,None,None
trials,20,1,50,1,4,neutral,5.png,7006.JPG,1,0,0,10,None
trials,20,1,51,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,20,1,52,1,1,positive,26.png,1721.JPG,0,None,None,None,None
trials,20,1,53,1,NA,NA,16.png,19.png,0,None,None,None,None
trials,20,1,54,1,1,negative,14.png,2100.JPG,0,None,None,None,None
trials,20,1,55,1,NA,NA,empty.png,22.png,0,None,None,None,None
trials,20,1,56,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,20,1,57,1,2,negative,9.png,2276.JPG,0,None,None,None,None
trials,20,1,58,1,NA,NA,2.png,27.png,0,None,None,None,None
trials,20,1,59,1,3,negative,9.png,2276.JPG,0,None,None,None,None
trials,20,1,60,1,NA,NA,empty.png,empty.png,0,None,None,None,None
