phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,12,1,1,2,NA,NA,15.png,19.png,0,None,None,None,None
trials,12,1,2,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,12,1,3,2,1,negative,2100.JPG,3.png,0,None,None,None,None
trials,12,1,4,2,1,neutral,7025.JPG,5.png,0,None,None,None,None
trials,12,1,5,2,1,negative,2399.JPG,10.png,0,None,None,None,None
trials,12,1,6,2,1,positive,1590.JPG,18.png,0,None,None,None,None
trials,12,1,7,2,1,neutral,7002.JPG,23.png,0,None,None,None,None
trials,12,1,8,2,1,neutral,7006.JPG,12.png,0,None,None,None,None
trials,12,1,9,2,2,negative,2399.JPG,10.png,0,None,None,None,None
trials,12,1,10,2,NA,NA,2.png,13.png,0,None,None,None,None
trials,12,1,11,2,3,negative,2399.JPG,10.png,0,None,None,None,None
trials,12,1,12,2,NA,NA,5611.JPG,9280.JPG,0,None,None,None,None
trials,12,1,13,2,1,negative,9432.JPG,9.png,0,None,None,None,None
trials,12,1,14,2,NA,NA,empty.png,22.png,0,None,None,None,None
trials,12,1,15,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,12,1,16,2,1,neutral,7233.JPG,8.png,0,None,None,None,None
trials,12,1,17,2,2,neutral,7025.JPG,5.png,0,None,None,None,None
trials,12,1,18,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,12,1,19,2,NA,NA,5720.JPG,5660.JPG,0,None,None,None,None
trials,12,1,20,2,NA,NA,empty.png,9000.JPG,0,None,None,None,None
trials,12,1,21,2,2,negative,9432.JPG,9.png,0,None,None,None,None
trials,12,1,22,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,12,1,23,2,NA,NA,5870.JPG,5780.JPG,0,None,None,None,None
trials,12,1,24,2,NA,NA,22.png,empty.png,0,None,None,None,None
trials,12,1,25,2,2,neutral,7002.JPG,23.png,0,None,None,None,None
trials,12,1,26,2,NA,NA,empty.png,5970.JPG,0,None,None,None,None
trials,12,1,27,2,1,negative,2276.JPG,21.png,0,None,None,None,None
trials,12,1,28,2,NA,NA,25.png,empty.png,0,None,None,None,None
