phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,38,1.png,positive,negative,12
globalratings,38,11.png,neutral,neutral,4
globalratings,38,18.png,positive,negative,4
globalratings,38,12.png,neutral,neutral,16
globalratings,38,4.png,positive,negative,13
globalratings,38,24.png,positive,negative,11
globalratings,38,10.png,negative,positive,12
globalratings,38,17.png,positive,negative,3
globalratings,38,8.png,neutral,neutral,12
globalratings,38,14.png,negative,positive,3
globalratings,38,23.png,neutral,neutral,13
globalratings,38,21.png,negative,positive,6
globalratings,38,26.png,positive,negative,2
globalratings,38,7.png,neutral,neutral,14
globalratings,38,5.png,neutral,neutral,15
globalratings,38,9.png,negative,positive,3
globalratings,38,3.png,negative,positive,9
globalratings,38,20.png,negative,positive,5
c2ratings,38,1.png,positive,negative,7
c2ratings,38,21.png,negative,positive,8
c2ratings,38,8.png,neutral,neutral,10
c2ratings,38,4.png,positive,negative,5
c2ratings,38,11.png,neutral,neutral,3
c2ratings,38,10.png,negative,positive,4
c2ratings,38,9.png,negative,positive,8
c2ratings,38,26.png,positive,negative,7
c2ratings,38,14.png,negative,positive,5
c2ratings,38,12.png,neutral,neutral,10
c2ratings,38,7.png,neutral,neutral,10
c2ratings,38,23.png,neutral,neutral,12
c2ratings,38,18.png,positive,negative,7
c2ratings,38,17.png,positive,negative,6
c2ratings,38,5.png,neutral,neutral,7
c2ratings,38,20.png,negative,positive,5
c2ratings,38,3.png,negative,positive,11
c2ratings,38,24.png,positive,negative,9
c1ratings,38,26.png,positive,negative,8
c1ratings,38,5.png,neutral,neutral,10
c1ratings,38,23.png,neutral,neutral,10
c1ratings,38,10.png,negative,positive,8
c1ratings,38,4.png,positive,negative,13
c1ratings,38,20.png,negative,positive,5
c1ratings,38,11.png,neutral,neutral,5
c1ratings,38,18.png,positive,negative,12
c1ratings,38,3.png,negative,positive,9
c1ratings,38,21.png,negative,positive,6
c1ratings,38,14.png,negative,positive,7
c1ratings,38,12.png,neutral,neutral,12
c1ratings,38,17.png,positive,negative,6
c1ratings,38,7.png,neutral,neutral,13
c1ratings,38,1.png,positive,negative,13
c1ratings,38,9.png,negative,positive,13
c1ratings,38,8.png,neutral,neutral,10
c1ratings,38,24.png,positive,negative,10
