phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,5,1,1,2,1,neutral,7004.JPG,23.png,0,None,None,None,None
trials,5,1,2,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,5,1,3,2,NA,NA,5870.JPG,9000.JPG,0,None,None,None,None
trials,5,1,4,2,1,negative,9331.JPG,3.png,0,None,None,None,None
trials,5,1,5,2,1,positive,1440.JPG,1.png,0,None,None,None,None
trials,5,1,6,2,NA,NA,9280.JPG,5970.JPG,0,None,None,None,None
trials,5,1,7,2,1,neutral,7175.JPG,12.png,0,None,None,None,None
trials,5,1,8,2,2,negative,9331.JPG,3.png,0,None,None,None,None
trials,5,1,9,2,NA,NA,empty.png,15.png,0,None,None,None,None
trials,5,1,10,2,NA,NA,empty.png,5720.JPG,0,None,None,None,None
trials,5,1,11,2,1,negative,9432.JPG,10.png,0,None,None,None,None
trials,5,1,12,2,1,positive,1620.JPG,24.png,0,None,None,None,None
trials,5,1,13,2,NA,NA,9280.JPG,5970.JPG,0,None,None,None,None
trials,5,1,14,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,5,1,15,2,1,positive,1721.JPG,17.png,0,None,None,None,None
trials,5,1,16,2,1,neutral,7090.JPG,11.png,0,None,None,None,None
trials,5,1,17,2,2,negative,9432.JPG,10.png,0,None,None,None,None
trials,5,1,18,2,NA,NA,empty.png,15.png,0,None,None,None,None
trials,5,1,19,2,NA,NA,16.png,22.png,0,None,None,None,None
trials,5,1,20,2,NA,NA,9280.JPG,5970.JPG,0,None,None,None,None
trials,5,1,21,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,5,1,22,2,NA,NA,empty.png,6.png,0,None,None,None,None
trials,5,1,23,2,NA,NA,empty.png,25.png,0,None,None,None,None
trials,5,1,24,2,1,positive,1604.JPG,26.png,0,None,None,None,None
trials,5,1,25,2,NA,NA,5660.JPG,empty.png,0,None,None,None,None
trials,5,1,26,2,1,positive,1610.JPG,18.png,0,None,None,None,None
trials,5,1,27,2,NA,NA,5611.JPG,empty.png,0,None,None,None,None
trials,5,1,28,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,5,1,29,2,3,negative,9331.JPG,3.png,0,None,None,None,None
trials,5,1,30,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,5,1,31,2,2,positive,1440.JPG,1.png,0,None,None,None,None
trials,5,1,32,2,NA,NA,5250.JPG,5780.JPG,0,None,None,None,None
trials,5,1,33,2,1,negative,3181.JPG,9.png,0,None,None,None,None
trials,5,1,34,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,5,1,35,2,2,neutral,7090.JPG,11.png,0,None,None,None,None
trials,5,1,36,2,1,negative,2276.JPG,20.png,0,None,None,None,None
trials,5,1,37,2,1,negative,9265.JPG,21.png,0,None,None,None,None
trials,5,1,38,2,2,negative,2276.JPG,20.png,0,None,None,None,None
trials,5,1,39,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,5,1,40,2,2,positive,1620.JPG,24.png,0,None,None,None,None
trials,5,1,41,2,NA,NA,16.png,22.png,0,None,None,None,None
trials,5,1,42,2,NA,NA,27.png,19.png,0,None,None,None,None
trials,5,1,43,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,5,1,44,2,1,neutral,7233.JPG,7.png,0,None,None,None,None
trials,5,1,45,2,3,negative,9432.JPG,10.png,0,None,None,None,None
trials,5,1,46,2,1,negative,2900.1.JPG,14.png,0,None,None,None,None
trials,5,1,47,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,5,1,48,2,2,positive,1721.JPG,17.png,0,None,None,None,None
trials,5,1,49,2,NA,NA,5870.JPG,9000.JPG,0,None,None,None,None
trials,5,1,50,2,NA,NA,13.png,2.png,0,None,None,None,None
trials,5,1,51,2,2,neutral,7175.JPG,12.png,0,None,None,None,None
trials,5,1,52,2,3,negative,2276.JPG,20.png,0,None,None,None,None
trials,5,1,53,2,1,neutral,7002.JPG,5.png,0,None,None,None,None
trials,5,1,54,2,NA,NA,empty.png,5660.JPG,0,None,None,None,None
trials,5,1,55,2,2,neutral,7004.JPG,23.png,0,None,None,None,None
trials,5,1,56,2,3,neutral,7175.JPG,12.png,0,None,None,None,None
trials,5,1,57,2,NA,NA,16.png,22.png,0,None,None,None,None
trials,5,1,58,2,NA,NA,5250.JPG,5780.JPG,0,None,None,None,None
trials,5,1,59,2,1,neutral,7000.JPG,8.png,0,None,None,None,None
trials,5,1,60,2,2,positive,1604.JPG,26.png,0,None,None,None,None
trials,5,1,61,2,2,neutral,7002.JPG,5.png,0,None,None,None,None
trials,5,1,62,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,5,1,63,2,3,positive,1721.JPG,17.png,0,None,None,None,None
trials,5,1,64,2,2,negative,3181.JPG,9.png,0,None,None,None,None
trials,5,1,65,2,NA,NA,empty.png,15.png,0,None,None,None,None
trials,5,1,66,2,2,neutral,7233.JPG,7.png,0,None,None,None,None
trials,5,1,67,2,NA,NA,25.png,empty.png,0,None,None,None,None
trials,5,1,68,2,NA,NA,27.png,19.png,0,None,None,None,None
trials,5,1,69,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,5,1,70,2,NA,NA,27.png,19.png,0,None,None,None,None
trials,5,1,71,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,5,1,72,2,3,positive,1440.JPG,1.png,0,None,None,None,None
trials,5,1,73,2,NA,NA,5250.JPG,5780.JPG,0,None,None,None,None
trials,5,1,74,2,3,neutral,7002.JPG,5.png,0,None,None,None,None
trials,5,1,75,2,NA,NA,13.png,2.png,0,None,None,None,None
trials,5,1,76,2,NA,NA,empty.png,25.png,0,None,None,None,None
trials,5,1,77,2,2,negative,9265.JPG,21.png,0,None,None,None,None
trials,5,1,78,2,2,positive,1610.JPG,18.png,0,None,None,None,None
trials,5,1,79,2,NA,NA,5720.JPG,empty.png,0,None,None,None,None
trials,5,1,80,2,2,negative,2900.1.JPG,14.png,0,None,None,None,None
trials,5,1,81,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,5,1,82,2,3,negative,2900.1.JPG,14.png,0,None,None,None,None
trials,5,1,83,2,3,negative,9265.JPG,21.png,0,None,None,None,None
trials,5,1,84,2,3,positive,1604.JPG,26.png,0,None,None,None,None
trials,5,1,85,2,3,positive,1610.JPG,18.png,0,None,None,None,None
trials,5,1,86,2,NA,NA,empty.png,5611.JPG,0,None,None,None,None
trials,5,1,87,2,4,positive,1721.JPG,17.png,1,2,2,0,None
trials,5,1,88,2,1,positive,1500.JPG,4.png,0,None,None,None,None
trials,5,1,89,2,NA,NA,6.png,empty.png,0,None,None,None,None
trials,5,1,90,2,4,negative,9432.JPG,10.png,1,10,4,1,None
trials,5,1,91,2,NA,NA,6.png,empty.png,0,None,None,None,None
trials,5,1,92,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,5,1,93,2,2,positive,1500.JPG,4.png,0,None,None,None,None
