phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,26,1,1,2,1,positive,1440.JPG,4.png,0,None,None,None,None
trials,26,1,2,2,NA,NA,5870.JPG,empty.png,0,None,None,None,None
trials,26,1,3,2,NA,NA,5720.JPG,empty.png,0,None,None,None,None
trials,26,1,4,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,26,1,5,2,1,negative,2141.JPG,20.png,0,None,None,None,None
trials,26,1,6,2,NA,NA,5970.JPG,9280.JPG,0,None,None,None,None
trials,26,1,7,2,1,positive,1460.JPG,17.png,0,None,None,None,None
trials,26,1,8,2,NA,NA,empty.png,5250.JPG,0,None,None,None,None
trials,26,1,9,2,NA,NA,empty.png,6.png,0,None,None,None,None
trials,26,1,10,2,1,positive,1500.JPG,1.png,0,None,None,None,None
trials,26,1,11,2,1,positive,1600.JPG,18.png,0,None,None,None,None
trials,26,1,12,2,NA,NA,5780.JPG,5660.JPG,0,None,None,None,None
trials,26,1,13,2,1,negative,9265.JPG,14.png,0,None,None,None,None
trials,26,1,14,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,26,1,15,2,2,negative,9265.JPG,14.png,0,None,None,None,None
trials,26,1,16,2,1,negative,2100.JPG,10.png,0,None,None,None,None
trials,26,1,17,2,NA,NA,25.png,empty.png,0,None,None,None,None
trials,26,1,18,2,1,neutral,7705.JPG,7.png,0,None,None,None,None
trials,26,1,19,2,1,neutral,7025.JPG,8.png,0,None,None,None,None
trials,26,1,20,2,NA,NA,25.png,empty.png,0,None,None,None,None
trials,26,1,21,2,1,neutral,7002.JPG,12.png,0,None,None,None,None
trials,26,1,22,2,2,negative,2100.JPG,10.png,0,None,None,None,None
trials,26,1,23,2,2,positive,1500.JPG,1.png,0,None,None,None,None
trials,26,1,24,2,1,negative,9041.JPG,3.png,0,None,None,None,None
trials,26,1,25,2,3,negative,2100.JPG,10.png,0,None,None,None,None
trials,26,1,26,2,1,neutral,7090.JPG,5.png,0,None,None,None,None
trials,26,1,27,2,NA,NA,9000.JPG,5611.JPG,0,None,None,None,None
trials,26,1,28,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,26,1,29,2,1,neutral,7006.JPG,23.png,0,None,None,None,None
trials,26,1,30,2,2,negative,9041.JPG,3.png,0,None,None,None,None
trials,26,1,31,2,NA,NA,empty.png,6.png,0,None,None,None,None
trials,26,1,32,2,3,positive,1500.JPG,1.png,0,None,None,None,None
trials,26,1,33,2,NA,NA,16.png,2.png,0,None,None,None,None
trials,26,1,34,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,26,1,35,2,3,negative,9041.JPG,3.png,0,None,None,None,None
trials,26,1,36,2,2,neutral,7002.JPG,12.png,0,None,None,None,None
trials,26,1,37,2,2,positive,1440.JPG,4.png,0,None,None,None,None
trials,26,1,38,2,2,positive,1460.JPG,17.png,0,None,None,None,None
trials,26,1,39,2,NA,NA,22.png,empty.png,0,None,None,None,None
trials,26,1,40,2,2,neutral,7006.JPG,23.png,0,None,None,None,None
trials,26,1,41,2,1,positive,1721.JPG,24.png,0,None,None,None,None
trials,26,1,42,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,26,1,43,2,2,neutral,7025.JPG,8.png,0,None,None,None,None
trials,26,1,44,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,26,1,45,2,NA,NA,27.png,15.png,0,None,None,None,None
trials,26,1,46,2,1,negative,2276.JPG,9.png,0,None,None,None,None
trials,26,1,47,2,NA,NA,empty.png,5250.JPG,0,None,None,None,None
trials,26,1,48,2,2,negative,2141.JPG,20.png,0,None,None,None,None
trials,26,1,49,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,26,1,50,2,NA,NA,13.png,19.png,0,None,None,None,None
trials,26,1,51,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,26,1,52,2,NA,NA,22.png,empty.png,0,None,None,None,None
trials,26,1,53,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,26,1,54,2,2,negative,2276.JPG,9.png,0,None,None,None,None
trials,26,1,55,2,NA,NA,5780.JPG,5660.JPG,0,None,None,None,None
trials,26,1,56,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,26,1,57,2,3,neutral,7006.JPG,23.png,0,None,None,None,None
trials,26,1,58,2,NA,NA,5870.JPG,empty.png,0,None,None,None,None
trials,26,1,59,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,26,1,60,2,3,positive,1460.JPG,17.png,0,None,None,None,None
trials,26,1,61,2,NA,NA,16.png,2.png,0,None,None,None,None
trials,26,1,62,2,NA,NA,9000.JPG,5611.JPG,0,None,None,None,None
trials,26,1,63,2,NA,NA,empty.png,5870.JPG,0,None,None,None,None
trials,26,1,64,2,3,positive,1440.JPG,4.png,0,None,None,None,None
trials,26,1,65,2,NA,NA,5720.JPG,empty.png,0,None,None,None,None
trials,26,1,66,2,NA,NA,13.png,19.png,0,None,None,None,None
trials,26,1,67,2,1,negative,2750.JPG,21.png,0,None,None,None,None
trials,26,1,68,2,1,positive,1750.JPG,26.png,0,None,None,None,None
trials,26,1,69,2,1,neutral,7035.JPG,11.png,0,None,None,None,None
trials,26,1,70,2,2,negative,2750.JPG,21.png,0,None,None,None,None
trials,26,1,71,2,3,negative,2276.JPG,9.png,0,None,None,None,None
trials,26,1,72,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,26,1,73,2,2,neutral,7090.JPG,5.png,0,None,None,None,None
trials,26,1,74,2,2,neutral,7035.JPG,11.png,0,None,None,None,None
trials,26,1,75,2,4,positive,1500.JPG,1.png,1,6,4,2,None
trials,26,1,76,2,NA,NA,25.png,empty.png,0,None,None,None,None
trials,26,1,77,2,2,positive,1600.JPG,18.png,0,None,None,None,None
trials,26,1,78,2,3,negative,2750.JPG,21.png,0,None,None,None,None
trials,26,1,79,2,NA,NA,5970.JPG,9280.JPG,0,None,None,None,None
trials,26,1,80,2,4,negative,2100.JPG,10.png,1,3,7,1,None
trials,26,1,81,2,3,neutral,7035.JPG,11.png,0,None,None,None,None
trials,26,1,82,2,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,26,1,83,2,3,neutral,7090.JPG,5.png,0,None,None,None,None
trials,26,1,84,2,NA,NA,13.png,19.png,0,None,None,None,None
trials,26,1,85,2,NA,NA,empty.png,5250.JPG,0,None,None,None,None
trials,26,1,86,2,2,positive,1750.JPG,26.png,0,None,None,None,None
trials,26,1,87,2,4,negative,9041.JPG,3.png,1,10,0,0,None
