phase,subject_nr,block,trial,cond_order,repetition,valence,stim1,stim2,expectancy,mensch_rating,tier_rating,gegenstand_rating,leertaste
trials,46,1,1,1,NA,NA,16.png,13.png,0,None,None,None,None
trials,46,1,2,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,46,1,3,1,1,positive,20.png,1604.JPG,0,None,None,None,None
trials,46,1,4,1,NA,NA,empty.png,15.png,0,None,None,None,None
trials,46,1,5,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,46,1,6,1,1,positive,8.png,1590.JPG,0,None,None,None,None
trials,46,1,7,1,NA,NA,6.png,27.png,0,None,None,None,None
trials,46,1,8,1,NA,NA,5870.JPG,5250.JPG,0,None,None,None,None
trials,46,1,9,1,NA,NA,empty.png,15.png,0,None,None,None,None
trials,46,1,10,1,1,negative,10.png,3181.JPG,0,None,None,None,None
trials,46,1,11,1,1,neutral,24.png,7233.JPG,0,None,None,None,None
trials,46,1,12,1,1,neutral,11.png,7009.JPG,0,None,None,None,None
trials,46,1,13,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,46,1,14,1,1,negative,14.png,2141.JPG,0,None,None,None,None
trials,46,1,15,1,1,neutral,9.png,7080.JPG,0,None,None,None,None
trials,46,1,16,1,1,neutral,17.png,7035.JPG,0,None,None,None,None
trials,46,1,17,1,NA,NA,25.png,2.png,0,None,None,None,None
trials,46,1,18,1,NA,NA,empty.png,5611.JPG,0,None,None,None,None
trials,46,1,19,1,NA,NA,6.png,27.png,0,None,None,None,None
trials,46,1,20,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,46,1,21,1,NA,NA,5870.JPG,5250.JPG,0,None,None,None,None
trials,46,1,22,1,1,negative,18.png,2276.JPG,0,None,None,None,None
trials,46,1,23,1,1,neutral,12.png,7090.JPG,0,None,None,None,None
trials,46,1,24,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,46,1,25,1,NA,NA,empty.png,5720.JPG,0,None,None,None,None
trials,46,1,26,1,NA,NA,5870.JPG,5250.JPG,0,None,None,None,None
trials,46,1,27,1,NA,NA,empty.png,5780.JPG,0,None,None,None,None
trials,46,1,28,1,1,positive,5.png,1540.JPG,0,None,None,None,None
trials,46,1,29,1,2,neutral,12.png,7090.JPG,0,None,None,None,None
trials,46,1,30,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,46,1,31,1,1,neutral,4.png,7705.JPG,0,None,None,None,None
trials,46,1,32,1,NA,NA,15.png,empty.png,0,None,None,None,None
trials,46,1,33,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,46,1,34,1,1,negative,21.png,9041.JPG,0,None,None,None,None
trials,46,1,35,1,NA,NA,5780.JPG,empty.png,0,None,None,None,None
trials,46,1,36,1,1,negative,1.png,2900.1.JPG,0,None,None,None,None
trials,46,1,37,1,2,negative,10.png,3181.JPG,0,None,None,None,None
trials,46,1,38,1,NA,NA,empty.png,5611.JPG,0,None,None,None,None
trials,46,1,39,1,2,neutral,24.png,7233.JPG,0,None,None,None,None
trials,46,1,40,1,2,positive,8.png,1590.JPG,0,None,None,None,None
trials,46,1,41,1,NA,NA,empty.png,19.png,0,None,None,None,None
trials,46,1,42,1,2,negative,21.png,9041.JPG,0,None,None,None,None
trials,46,1,43,1,3,positive,8.png,1590.JPG,0,None,None,None,None
trials,46,1,44,1,NA,NA,empty.png,5720.JPG,0,None,None,None,None
trials,46,1,45,1,2,neutral,9.png,7080.JPG,0,None,None,None,None
trials,46,1,46,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,46,1,47,1,3,neutral,24.png,7233.JPG,0,None,None,None,None
trials,46,1,48,1,NA,NA,9280.JPG,5660.JPG,0,None,None,None,None
trials,46,1,49,1,3,negative,21.png,9041.JPG,0,None,None,None,None
trials,46,1,50,1,1,positive,26.png,1500.JPG,0,None,None,None,None
trials,46,1,51,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,46,1,52,1,1,positive,3.png,1750.JPG,0,None,None,None,None
trials,46,1,53,1,NA,NA,empty.png,22.png,0,None,None,None,None
trials,46,1,54,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,46,1,55,1,2,negative,18.png,2276.JPG,0,None,None,None,None
trials,46,1,56,1,4,positive,8.png,1590.JPG,1,1,9,0,None
trials,46,1,57,1,1,positive,23.png,1721.JPG,0,None,None,None,None
trials,46,1,58,1,NA,NA,9000.JPG,5970.JPG,0,None,None,None,None
trials,46,1,59,1,2,positive,5.png,1540.JPG,0,None,None,None,None
trials,46,1,60,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,46,1,61,1,2,neutral,11.png,7009.JPG,0,None,None,None,None
trials,46,1,62,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,46,1,63,1,NA,NA,16.png,13.png,0,None,None,None,None
trials,46,1,64,1,2,positive,3.png,1750.JPG,0,None,None,None,None
trials,46,1,65,1,NA,NA,19.png,empty.png,0,None,None,None,None
trials,46,1,66,1,3,negative,10.png,3181.JPG,0,None,None,None,None
trials,46,1,67,1,2,neutral,17.png,7035.JPG,0,None,None,None,None
trials,46,1,68,1,2,positive,26.png,1500.JPG,0,None,None,None,None
trials,46,1,69,1,NA,NA,empty.png,22.png,0,None,None,None,None
trials,46,1,70,1,4,negative,21.png,9041.JPG,1,5,5,5,None
trials,46,1,71,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,46,1,72,1,NA,NA,9000.JPG,5970.JPG,0,None,None,None,None
trials,46,1,73,1,1,negative,7.png,2399.JPG,0,None,None,None,None
trials,46,1,74,1,3,positive,3.png,1750.JPG,0,None,None,None,None
trials,46,1,75,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,46,1,76,1,NA,NA,9280.JPG,5660.JPG,0,None,None,None,None
trials,46,1,77,1,2,negative,14.png,2141.JPG,0,None,None,None,None
trials,46,1,78,1,2,positive,20.png,1604.JPG,0,None,None,None,None
trials,46,1,79,1,NA,NA,9280.JPG,5660.JPG,0,None,None,None,None
trials,46,1,80,1,3,neutral,9.png,7080.JPG,0,None,None,None,None
trials,46,1,81,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,46,1,82,1,NA,NA,6.png,27.png,0,None,None,None,None
trials,46,1,83,1,NA,NA,9000.JPG,5970.JPG,0,None,None,None,None
trials,46,1,84,1,4,neutral,24.png,7233.JPG,1,5,3,3,None
trials,46,1,85,1,2,negative,7.png,2399.JPG,0,None,None,None,None
trials,46,1,86,1,3,positive,20.png,1604.JPG,0,None,None,None,None
trials,46,1,87,1,4,neutral,9.png,7080.JPG,1,3,3,3,None
trials,46,1,88,1,NA,NA,25.png,2.png,0,None,None,None,None
trials,46,1,89,1,4,positive,3.png,1750.JPG,1,0,10,0,None
trials,46,1,90,1,NA,NA,empty.png,19.png,0,None,None,None,None
trials,46,1,91,1,NA,NA,16.png,13.png,0,None,None,None,None
trials,46,1,92,1,NA,NA,empty.png,5611.JPG,0,None,None,None,None
trials,46,1,93,1,2,positive,23.png,1721.JPG,0,None,None,None,None
trials,46,1,94,1,3,neutral,11.png,7009.JPG,0,None,None,None,None
trials,46,1,95,1,NA,NA,empty.png,22.png,0,None,None,None,None
trials,46,1,96,1,3,negative,18.png,2276.JPG,0,None,None,None,None
trials,46,1,97,1,3,neutral,12.png,7090.JPG,0,None,None,None,None
trials,46,1,98,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,46,1,99,1,NA,NA,25.png,2.png,0,None,None,None,None
trials,46,1,100,1,3,positive,23.png,1721.JPG,0,None,None,None,None
trials,46,1,101,1,3,negative,14.png,2141.JPG,0,None,None,None,None
trials,46,1,102,1,2,negative,1.png,2900.1.JPG,0,None,None,None,None
trials,46,1,103,1,2,neutral,4.png,7705.JPG,0,None,None,None,None
trials,46,1,104,1,3,neutral,17.png,7035.JPG,0,None,None,None,None
trials,46,1,105,1,3,negative,1.png,2900.1.JPG,0,None,None,None,None
trials,46,1,106,1,NA,NA,empty.png,empty.png,0,None,None,None,None
trials,46,1,107,1,3,negative,7.png,2399.JPG,0,None,None,None,None
