phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,24,26.png,positive,negative,7
globalratings,24,3.png,negative,positive,10
globalratings,24,10.png,negative,positive,11
globalratings,24,9.png,negative,positive,11
globalratings,24,11.png,neutral,neutral,9
globalratings,24,20.png,negative,positive,11
globalratings,24,14.png,negative,positive,12
globalratings,24,17.png,positive,negative,10
globalratings,24,8.png,neutral,neutral,7
globalratings,24,4.png,positive,negative,6
globalratings,24,18.png,positive,negative,6
globalratings,24,5.png,neutral,neutral,12
globalratings,24,23.png,neutral,neutral,11
globalratings,24,1.png,positive,negative,9
globalratings,24,12.png,neutral,neutral,10
globalratings,24,7.png,neutral,neutral,12
globalratings,24,24.png,positive,negative,9
globalratings,24,21.png,negative,positive,10
c2ratings,24,3.png,negative,positive,11
c2ratings,24,23.png,neutral,neutral,10
c2ratings,24,14.png,negative,positive,11
c2ratings,24,24.png,positive,negative,6
c2ratings,24,11.png,neutral,neutral,9
c2ratings,24,8.png,neutral,neutral,8
c2ratings,24,7.png,neutral,neutral,11
c2ratings,24,21.png,negative,positive,9
c2ratings,24,5.png,neutral,neutral,11
c2ratings,24,1.png,positive,negative,4
c2ratings,24,9.png,negative,positive,9
c2ratings,24,4.png,positive,negative,5
c2ratings,24,17.png,positive,negative,6
c2ratings,24,10.png,negative,positive,9
c2ratings,24,20.png,negative,positive,9
c2ratings,24,12.png,neutral,neutral,10
c2ratings,24,18.png,positive,negative,6
c2ratings,24,26.png,positive,negative,6
c1ratings,24,10.png,negative,positive,8
c1ratings,24,8.png,neutral,neutral,9
c1ratings,24,7.png,neutral,neutral,11
c1ratings,24,18.png,positive,negative,12
c1ratings,24,23.png,neutral,neutral,10
c1ratings,24,20.png,negative,positive,8
c1ratings,24,12.png,neutral,neutral,11
c1ratings,24,5.png,neutral,neutral,13
c1ratings,24,1.png,positive,negative,13
c1ratings,24,24.png,positive,negative,10
c1ratings,24,11.png,neutral,neutral,11
c1ratings,24,26.png,positive,negative,12
c1ratings,24,14.png,negative,positive,9
c1ratings,24,21.png,negative,positive,8
c1ratings,24,4.png,positive,negative,11
c1ratings,24,3.png,negative,positive,10
c1ratings,24,17.png,positive,negative,12
c1ratings,24,9.png,negative,positive,7
