phase,subject_nr,cs_filename,cs_type_1,cs_type_2,eval_rating
globalratings,45,14.png,negative,positive,18
globalratings,45,21.png,negative,positive,3
globalratings,45,9.png,neutral,neutral,16
globalratings,45,10.png,negative,positive,6
globalratings,45,20.png,positive,negative,10
globalratings,45,26.png,positive,negative,12
globalratings,45,5.png,positive,negative,13
globalratings,45,3.png,positive,negative,10
globalratings,45,18.png,negative,positive,13
globalratings,45,24.png,neutral,neutral,5
globalratings,45,4.png,neutral,neutral,10
globalratings,45,11.png,neutral,neutral,10
globalratings,45,8.png,positive,negative,8
globalratings,45,12.png,neutral,neutral,10
globalratings,45,23.png,positive,negative,9
globalratings,45,7.png,negative,positive,10
globalratings,45,1.png,negative,positive,13
globalratings,45,17.png,neutral,neutral,10
c2ratings,45,18.png,negative,positive,17
c2ratings,45,8.png,positive,negative,0
c2ratings,45,14.png,negative,positive,15
c2ratings,45,24.png,neutral,neutral,4
c2ratings,45,7.png,negative,positive,12
c2ratings,45,11.png,neutral,neutral,9
c2ratings,45,4.png,neutral,neutral,8
c2ratings,45,20.png,positive,negative,9
c2ratings,45,17.png,neutral,neutral,8
c2ratings,45,12.png,neutral,neutral,10
c2ratings,45,9.png,neutral,neutral,7
c2ratings,45,10.png,negative,positive,9
c2ratings,45,1.png,negative,positive,8
c2ratings,45,3.png,positive,negative,4
c2ratings,45,26.png,positive,negative,10
c2ratings,45,21.png,negative,positive,4
c2ratings,45,23.png,positive,negative,5
c2ratings,45,5.png,positive,negative,11
c1ratings,45,10.png,negative,positive,11
c1ratings,45,14.png,negative,positive,8
c1ratings,45,4.png,neutral,neutral,10
c1ratings,45,1.png,negative,positive,6
c1ratings,45,7.png,negative,positive,10
c1ratings,45,8.png,positive,negative,12
c1ratings,45,3.png,positive,negative,11
c1ratings,45,18.png,negative,positive,9
c1ratings,45,12.png,neutral,neutral,10
c1ratings,45,20.png,positive,negative,10
c1ratings,45,26.png,positive,negative,11
c1ratings,45,24.png,neutral,neutral,7
c1ratings,45,5.png,positive,negative,11
c1ratings,45,11.png,neutral,neutral,10
c1ratings,45,23.png,positive,negative,13
c1ratings,45,9.png,neutral,neutral,9
c1ratings,45,17.png,neutral,neutral,9
c1ratings,45,21.png,negative,positive,6
