ParticipantNumber	SpaceYesNo	IsTarget	LeftOrder	RightOrder	timeStamp
1	0	1	neu_l_38.wav	r_nif_1.wav	2015-03-04_10.30.34.871000
1	1	0	neu_l_59.wav	pos_r_13.wav	2015-03-04_10.30.34.871000
1	0	0	neu_l_51.wav	r_tol_3.wav	2015-03-04_10.30.34.871000
1	0	1	neu_l_59.wav	r_nif_20.wav	2015-03-04_10.30.34.871000
1	1	0	neu_l_47.wav	pos_r_18.wav	2015-03-04_10.30.34.871000
1	0	0	neu_l_77.wav	neu_r_71.wav	2015-03-04_10.30.34.871000
1	0	0	l_tol_11.wav	neu_r_4.wav	2015-03-04_10.30.34.871000
1	0	1	l_nif_4.wav	neg_r_22.wav	2015-03-04_10.30.34.871000
1	1	0	l_lup_10.wav	neu_r_74.wav	2015-03-04_10.30.34.871000
1	0	0	neu_l_1.wav	neu_r_73.wav	2015-03-04_10.30.34.871000
1	0	0	l_tol_2.wav	neu_r_80.wav	2015-03-04_10.30.34.871000
1	0	1	l_nif_7.wav	neg_r_16.wav	2015-03-04_10.30.34.871000
1	1	0	l_lup_6.wav	neu_r_29.wav	2015-03-04_10.30.34.871000
1	0	0	neu_l_10.wav	neu_r_44.wav	2015-03-04_10.30.34.871000
1	0	0	l_tol_11.wav	neu_r_63.wav	2015-03-04_10.30.34.871000
1	0	1	l_nif_4.wav	neg_r_18.wav	2015-03-04_10.30.34.871000
1	0	0	l_lup_10.wav	neu_r_21.wav	2015-03-04_10.30.34.871000
1	0	0	neu_l_38.wav	neu_r_79.wav	2015-03-04_10.30.34.871000
1	0	0	neu_l_50.wav	pos_r_33.wav	2015-03-04_10.30.34.871000
1	0	0	neu_l_62.wav	r_tol_5.wav	2015-03-04_10.30.34.871000
1	0	1	neu_l_70.wav	r_nif_1.wav	2015-03-04_10.30.34.871000
1	1	0	neu_l_27.wav	pos_r_67.wav	2015-03-04_10.30.34.871000
1	0	0	neu_l_1.wav	neu_r_65.wav	2015-03-04_10.30.34.871000
1	0	0	l_tol_2.wav	neu_r_6.wav	2015-03-04_10.30.34.871000
1	0	1	l_nif_7.wav	neg_r_25.wav	2015-03-04_10.30.34.871000
1	1	0	l_lup_6.wav	neu_r_16.wav	2015-03-04_10.30.34.871000
1	0	0	neu_l_35.wav	neu_r_64.wav	2015-03-04_10.30.34.871000
