ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp
15	38	5.795000	Rustutol	./sounds/cs/ratingcs/tol_15.wav	-1	target	labor5	2015-03-11_10.24.59.764000
15	48	3.627000	Bollanif	./sounds/cs/ratingcs/nif_8.wav	0	cs1	labor5	2015-03-11_10.24.59.764000
15	48	3.459000	Reetolup	./sounds/cs/ratingcs/lup_15.wav	0	cs3	labor5	2015-03-11_10.24.59.764000
15	49	3.260000	Kennunif	./sounds/cs/ratingcs/nif_5.wav	0	cs1	labor5	2015-03-11_10.24.59.764000
15	50	2.227000	Kullonif	./sounds/cs/ratingcs/nif_17.wav	0	cs1	labor5	2015-03-11_10.24.59.764000
15	49	2.911000	Falatol	./sounds/cs/ratingcs/tol_4.wav	-1	target	labor5	2015-03-11_10.24.59.764000
15	48	2.114000	Deekalup	./sounds/cs/ratingcs/lup_14.wav	0	cs3	labor5	2015-03-11_10.24.59.764000
15	48	2.123000	Dakatol	./sounds/cs/ratingcs/tol_6.wav	-1	cs2	labor5	2015-03-11_10.24.59.764000
15	49	3.244000	Piditol	./sounds/cs/ratingcs/tol_13.wav	-1	cs2	labor5	2015-03-11_10.24.59.764000
15	48	2.326000	Renetol	./sounds/cs/ratingcs/tol_5.wav	1	target	labor5	2015-03-11_10.24.59.764000
15	48	3.101000	Dullanif	./sounds/cs/ratingcs/nif_14.wav	0	cs1	labor5	2015-03-11_10.24.59.764000
15	49	2.346000	Zackatol	./sounds/cs/ratingcs/tol_17.wav	-1	cs2	labor5	2015-03-11_10.24.59.764000
15	51	2.751000	Mateelup	./sounds/cs/ratingcs/lup_9.wav	0	cs3	labor5	2015-03-11_10.24.59.764000
15	49	3.429000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	1	cs2	labor5	2015-03-11_10.24.59.764000
15	51	3.636000	Siritol	./sounds/cs/ratingcs/tol_18.wav	1	cs2	labor5	2015-03-11_10.24.59.764000
15	38	2.664000	Tesoolup	./sounds/cs/ratingcs/lup_13.wav	0	cs3	labor5	2015-03-11_10.24.59.764000
15	43	2.497000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	0	cs1	labor5	2015-03-11_10.24.59.764000
15	46	3.049000	Nenetol	./sounds/cs/ratingcs/tol_19.wav	-1	cs2	labor5	2015-03-11_10.24.59.764000
15	47	2.822000	Eekalup	./sounds/cs/ratingcs/lup_11.wav	0	cs3	labor5	2015-03-11_10.24.59.764000
15	47	2.631000	Toleelup	./sounds/cs/ratingcs/lup_5.wav	0	cs3	labor5	2015-03-11_10.24.59.764000
15	49	2.767000	Dilitol	./sounds/cs/ratingcs/tol_8.wav	1	target	labor5	2015-03-11_10.24.59.764000
15	46	2.295000	Istennif	./sounds/cs/ratingcs/nif_20.wav	0	cs1	labor5	2015-03-11_10.24.59.764000
15	32	5.949000	Moteelup	./sounds/cs/ratingcs/lup_19.wav	0	cs3	labor5	2015-03-11_10.24.59.764000
15	37	2.510000	Reretol	./sounds/cs/ratingcs/tol_2.wav	-1	cs2	labor5	2015-03-11_10.24.59.764000
15	29	3.012000	Rellnif	./sounds/cs/ratingcs/nif_6.wav	0	cs1	labor5	2015-03-11_10.24.59.764000
15	57	2.687000	Nanatol	./sounds/cs/ratingcs/tol_3.wav	1	cs2	labor5	2015-03-11_10.24.59.764000
15	41	3.338000	Wenaalup	./sounds/cs/ratingcs/lup_4.wav	0	cs3	labor5	2015-03-11_10.24.59.764000
15	58	5.992000	Lalatol	./sounds/cs/ratingcs/tol_1.wav	1	target	labor5	2015-03-11_10.24.59.764000
15	42	2.633000	Deretol	./sounds/cs/ratingcs/tol_12.wav	-1	target	labor5	2015-03-11_10.24.59.764000
15	30	3.105000	Lussanif	./sounds/cs/ratingcs/nif_18.wav	0	cs1	labor5	2015-03-11_10.24.59.764000
15	57	4.162000	Kaneelup	./sounds/cs/ratingcs/lup_7.wav	0	cs3	labor5	2015-03-11_10.24.59.764000
15	45	3.641000	Issanif	./sounds/cs/ratingcs/nif_9.wav	0	cs1	labor5	2015-03-11_10.24.59.764000
15	43	2.127000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	0	cs1	labor5	2015-03-11_10.24.59.764000
15	31	5.477000	Mofotol	./sounds/cs/ratingcs/tol_11.wav	1	cs2	labor5	2015-03-11_10.24.59.764000
15	55	2.002000	Nomotol	./sounds/cs/ratingcs/tol_7.wav	1	cs2	labor5	2015-03-11_10.24.59.764000
15	62	3.517000	Omeelup	./sounds/cs/ratingcs/lup_3.wav	0	cs3	labor5	2015-03-11_10.24.59.764000
