ParticipantNumber	SpaceYesNo	IsTarget	LeftOrder	RightOrder	timeStamp
18	0	1	neu_l_38.wav	r_tol_3.wav	2015-03-11_12.54.16.009000
18	1	0	neu_l_77.wav	pos_r_40.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_70.wav	r_nif_11.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_40.wav	pos_r_45.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_34.wav	neu_r_56.wav	2015-03-11_12.54.16.009000
18	0	0	l_lup_3.wav	neu_r_50.wav	2015-03-11_12.54.16.009000
18	0	1	l_tol_10.wav	neg_r_72.wav	2015-03-11_12.54.16.009000
18	1	0	l_nif_9.wav	neu_r_66.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_9.wav	neu_r_12.wav	2015-03-11_12.54.16.009000
18	1	1	neu_l_39.wav	r_tol_5.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_61.wav	neg_r_32.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_42.wav	neu_r_27.wav	2015-03-11_12.54.16.009000
18	0	0	l_lup_8.wav	neu_r_43.wav	2015-03-11_12.54.16.009000
18	0	1	l_tol_18.wav	neg_r_73.wav	2015-03-11_12.54.16.009000
18	0	0	l_nif_6.wav	neu_r_48.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_35.wav	neu_r_5.wav	2015-03-11_12.54.16.009000
18	0	0	l_lup_14.wav	neu_r_47.wav	2015-03-11_12.54.16.009000
18	0	1	l_tol_1.wav	pos_r_40.wav	2015-03-11_12.54.16.009000
18	1	0	l_nif_17.wav	neu_r_53.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_8.wav	neu_r_49.wav	2015-03-11_12.54.16.009000
18	0	1	neu_l_78.wav	r_tol_19.wav	2015-03-11_12.54.16.009000
18	1	0	neu_l_60.wav	pos_r_67.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_15.wav	r_lup_5.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_64.wav	neg_r_65.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_41.wav	neu_r_45.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_35.wav	neg_r_33.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_64.wav	r_lup_5.wav	2015-03-11_12.54.16.009000
18	0	0	l_lup_7.wav	neu_r_48.wav	2015-03-11_12.54.16.009000
18	0	1	l_tol_12.wav	pos_r_45.wav	2015-03-11_12.54.16.009000
18	0	0	l_nif_8.wav	neu_r_80.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_61.wav	neu_r_57.wav	2015-03-11_12.54.16.009000
18	0	0	l_lup_4.wav	neu_r_49.wav	2015-03-11_12.54.16.009000
18	0	1	l_tol_13.wav	pos_r_24.wav	2015-03-11_12.54.16.009000
18	0	0	l_nif_13.wav	neu_r_27.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_70.wav	neu_r_28.wav	2015-03-11_12.54.16.009000
18	0	0	l_lup_1.wav	neu_r_48.wav	2015-03-11_12.54.16.009000
18	0	1	l_tol_4.wav	neg_r_35.wav	2015-03-11_12.54.16.009000
18	0	0	l_nif_12.wav	neu_r_49.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_80.wav	neu_r_68.wav	2015-03-11_12.54.16.009000
18	0	0	l_lup_14.wav	neu_r_57.wav	2015-03-11_12.54.16.009000
18	0	1	l_tol_1.wav	pos_r_46.wav	2015-03-11_12.54.16.009000
18	0	0	l_nif_17.wav	neu_r_5.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_77.wav	neu_r_43.wav	2015-03-11_12.54.16.009000
18	0	0	l_lup_4.wav	neu_r_6.wav	2015-03-11_12.54.16.009000
18	0	1	l_tol_13.wav	pos_r_1.wav	2015-03-11_12.54.16.009000
18	0	0	l_nif_13.wav	neu_r_13.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_72.wav	neu_r_67.wav	2015-03-11_12.54.16.009000
18	0	0	l_lup_7.wav	neu_r_66.wav	2015-03-11_12.54.16.009000
18	0	1	l_tol_12.wav	pos_r_43.wav	2015-03-11_12.54.16.009000
18	0	0	l_nif_8.wav	neu_r_52.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_8.wav	neu_r_14.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_72.wav	neg_r_25.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_74.wav	r_lup_18.wav	2015-03-11_12.54.16.009000
18	0	0	l_lup_4.wav	neu_r_28.wav	2015-03-11_12.54.16.009000
18	0	1	l_tol_13.wav	pos_r_76.wav	2015-03-11_12.54.16.009000
18	0	0	l_nif_13.wav	neu_r_67.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_9.wav	neu_r_54.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_35.wav	neg_r_49.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_78.wav	neu_r_47.wav	2015-03-11_12.54.16.009000
18	0	0	l_lup_16.wav	neu_r_26.wav	2015-03-11_12.54.16.009000
18	0	1	l_tol_6.wav	neg_r_59.wav	2015-03-11_12.54.16.009000
18	0	0	l_nif_5.wav	neu_r_43.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_29.wav	neu_r_25.wav	2015-03-11_12.54.16.009000
18	0	0	l_lup_3.wav	neu_r_54.wav	2015-03-11_12.54.16.009000
18	0	1	l_tol_10.wav	neg_r_3.wav	2015-03-11_12.54.16.009000
18	0	0	l_nif_9.wav	neu_r_47.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_4.wav	neu_r_76.wav	2015-03-11_12.54.16.009000
18	0	0	l_lup_7.wav	neu_r_80.wav	2015-03-11_12.54.16.009000
18	0	1	l_tol_12.wav	pos_r_37.wav	2015-03-11_12.54.16.009000
18	1	0	l_nif_8.wav	neu_r_27.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_71.wav	neu_r_55.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_38.wav	pos_r_14.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_22.wav	r_lup_15.wav	2015-03-11_12.54.16.009000
18	0	0	l_lup_19.wav	neu_r_12.wav	2015-03-11_12.54.16.009000
18	0	1	l_tol_8.wav	pos_r_35.wav	2015-03-11_12.54.16.009000
18	0	0	l_nif_2.wav	neu_r_11.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_36.wav	neu_r_14.wav	2015-03-11_12.54.16.009000
18	0	0	l_lup_2.wav	neu_r_53.wav	2015-03-11_12.54.16.009000
18	0	1	l_tol_9.wav	neg_r_20.wav	2015-03-11_12.54.16.009000
18	0	0	l_nif_1.wav	neu_r_31.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_61.wav	neu_r_28.wav	2015-03-11_12.54.16.009000
18	0	0	l_lup_8.wav	neu_r_5.wav	2015-03-11_12.54.16.009000
18	0	1	l_tol_18.wav	neg_r_29.wav	2015-03-11_12.54.16.009000
18	1	0	l_nif_6.wav	neu_r_75.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_41.wav	neu_r_2.wav	2015-03-11_12.54.16.009000
18	0	1	neu_l_61.wav	r_tol_20.wav	2015-03-11_12.54.16.009000
18	1	0	neu_l_62.wav	neg_r_28.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_41.wav	r_lup_10.wav	2015-03-11_12.54.16.009000
18	0	0	l_lup_8.wav	neu_r_66.wav	2015-03-11_12.54.16.009000
18	0	1	l_tol_18.wav	neg_r_80.wav	2015-03-11_12.54.16.009000
18	1	0	l_nif_6.wav	neu_r_44.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_39.wav	neu_r_51.wav	2015-03-11_12.54.16.009000
18	0	1	neu_l_17.wav	r_tol_3.wav	2015-03-11_12.54.16.009000
18	1	0	neu_l_64.wav	pos_r_27.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_16.wav	r_lup_9.wav	2015-03-11_12.54.16.009000
18	0	0	l_lup_1.wav	neu_r_58.wav	2015-03-11_12.54.16.009000
18	0	1	l_tol_4.wav	neg_r_5.wav	2015-03-11_12.54.16.009000
18	0	0	l_nif_12.wav	neu_r_65.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_39.wav	neu_r_6.wav	2015-03-11_12.54.16.009000
18	0	0	l_lup_19.wav	neu_r_12.wav	2015-03-11_12.54.16.009000
18	0	1	l_tol_8.wav	pos_r_57.wav	2015-03-11_12.54.16.009000
18	1	0	l_nif_2.wav	neu_r_11.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_63.wav	neu_r_52.wav	2015-03-11_12.54.16.009000
18	0	0	l_lup_2.wav	neu_r_76.wav	2015-03-11_12.54.16.009000
18	0	1	l_tol_9.wav	neg_r_11.wav	2015-03-11_12.54.16.009000
18	1	0	l_nif_1.wav	neu_r_14.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_33.wav	neu_r_6.wav	2015-03-11_12.54.16.009000
18	0	1	neu_l_62.wav	r_tol_5.wav	2015-03-11_12.54.16.009000
18	1	0	neu_l_33.wav	neg_r_30.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_29.wav	neu_r_11.wav	2015-03-11_12.54.16.009000
18	0	0	l_lup_14.wav	neu_r_32.wav	2015-03-11_12.54.16.009000
18	0	1	l_tol_1.wav	pos_r_44.wav	2015-03-11_12.54.16.009000
18	1	0	l_nif_17.wav	neu_r_12.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_29.wav	neu_r_25.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_62.wav	neg_r_8.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_42.wav	r_nif_3.wav	2015-03-11_12.54.16.009000
18	0	0	l_lup_16.wav	neu_r_79.wav	2015-03-11_12.54.16.009000
18	0	1	l_tol_6.wav	neg_r_69.wav	2015-03-11_12.54.16.009000
18	1	0	l_nif_5.wav	neu_r_52.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_7.wav	neu_r_6.wav	2015-03-11_12.54.16.009000
18	0	1	neu_l_59.wav	r_tol_5.wav	2015-03-11_12.54.16.009000
18	1	0	neu_l_59.wav	neg_r_72.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_73.wav	r_nif_15.wav	2015-03-11_12.54.16.009000
18	0	0	l_lup_1.wav	neu_r_14.wav	2015-03-11_12.54.16.009000
18	0	1	l_tol_4.wav	neg_r_55.wav	2015-03-11_12.54.16.009000
18	0	0	l_nif_12.wav	neu_r_12.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_40.wav	neu_r_13.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_78.wav	pos_r_76.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_72.wav	r_lup_11.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_18.wav	pos_r_43.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_22.wav	r_lup_17.wav	2015-03-11_12.54.16.009000
18	0	0	l_lup_3.wav	neu_r_3.wav	2015-03-11_12.54.16.009000
18	0	1	l_tol_10.wav	neg_r_66.wav	2015-03-11_12.54.16.009000
18	1	0	l_nif_9.wav	neu_r_50.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_34.wav	neu_r_46.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_7.wav	pos_r_9.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_72.wav	r_nif_20.wav	2015-03-11_12.54.16.009000
18	0	0	l_lup_8.wav	neu_r_28.wav	2015-03-11_12.54.16.009000
18	0	1	l_tol_18.wav	neg_r_17.wav	2015-03-11_12.54.16.009000
18	1	0	l_nif_6.wav	neu_r_5.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_20.wav	neu_r_51.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_37.wav	neg_r_52.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_19.wav	neu_r_13.wav	2015-03-11_12.54.16.009000
18	0	0	l_lup_14.wav	neu_r_65.wav	2015-03-11_12.54.16.009000
18	0	1	l_tol_1.wav	pos_r_49.wav	2015-03-11_12.54.16.009000
18	1	0	l_nif_17.wav	neu_r_11.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_42.wav	neu_r_46.wav	2015-03-11_12.54.16.009000
18	0	0	l_lup_4.wav	neu_r_76.wav	2015-03-11_12.54.16.009000
18	0	1	l_tol_13.wav	pos_r_30.wav	2015-03-11_12.54.16.009000
18	0	0	l_nif_13.wav	neu_r_49.wav	2015-03-11_12.54.16.009000
18	0	0	neu_l_73.wav	neu_r_3.wav	2015-03-11_12.54.16.009000
