ParticipantNumber	SpaceYesNo	IsTarget	LeftOrder	RightOrder	timeStamp
9	0	0	neu_l_25.wav	neg_r_18.wav	2015-03-05_16.32.40.511000
9	0	0	neu_l_26.wav	neu_r_48.wav	2015-03-05_16.32.40.511000
9	0	0	l_lup_20.wav	neu_r_23.wav	2015-03-05_16.32.40.511000
9	0	1	l_tol_10.wav	pos_r_2.wav	2015-03-05_16.32.40.511000
9	0	0	l_nif_11.wav	neu_r_41.wav	2015-03-05_16.32.40.511000
9	0	0	neu_l_37.wav	neu_r_4.wav	2015-03-05_16.32.40.511000
9	0	0	l_lup_15.wav	neu_r_21.wav	2015-03-05_16.32.40.511000
9	0	1	l_tol_1.wav	pos_r_64.wav	2015-03-05_16.32.40.511000
9	0	0	l_nif_16.wav	neu_r_35.wav	2015-03-05_16.32.40.511000
9	0	0	neu_l_11.wav	neu_r_42.wav	2015-03-05_16.32.40.511000
9	0	0	l_lup_1.wav	neu_r_64.wav	2015-03-05_16.32.40.511000
9	0	1	l_tol_20.wav	pos_r_21.wav	2015-03-05_16.32.40.511000
9	0	0	l_nif_13.wav	neu_r_63.wav	2015-03-05_16.32.40.511000
9	0	0	neu_l_20.wav	neu_r_64.wav	2015-03-05_16.32.40.511000
9	0	0	l_lup_12.wav	neu_r_58.wav	2015-03-05_16.32.40.511000
9	0	1	l_tol_3.wav	neg_r_59.wav	2015-03-05_16.32.40.511000
9	0	0	l_nif_10.wav	neu_r_6.wav	2015-03-05_16.32.40.511000
9	0	0	neu_l_52.wav	neu_r_2.wav	2015-03-05_16.32.40.511000
9	0	1	neu_l_50.wav	r_tol_7.wav	2015-03-05_16.32.40.511000
9	1	0	neu_l_56.wav	pos_r_35.wav	2015-03-05_16.32.40.511000
9	0	0	neu_l_50.wav	r_nif_18.wav	2015-03-05_16.32.40.511000
9	0	1	neu_l_71.wav	r_tol_15.wav	2015-03-05_16.32.40.511000
9	1	0	neu_l_18.wav	neg_r_42.wav	2015-03-05_16.32.40.511000
9	0	0	neu_l_79.wav	neu_r_36.wav	2015-03-05_16.32.40.511000
9	0	0	neu_l_54.wav	neg_r_49.wav	2015-03-05_16.32.40.511000
9	0	0	neu_l_40.wav	r_nif_17.wav	2015-03-05_16.32.40.511000
9	0	0	neu_l_23.wav	pos_r_64.wav	2015-03-05_16.32.40.511000
9	0	0	neu_l_51.wav	neu_r_22.wav	2015-03-05_16.32.40.511000
9	0	1	neu_l_55.wav	r_tol_6.wav	2015-03-05_16.32.40.511000
9	1	0	neu_l_51.wav	pos_r_2.wav	2015-03-05_16.32.40.511000
9	0	0	neu_l_51.wav	r_nif_14.wav	2015-03-05_16.32.40.511000
9	0	0	neu_l_49.wav	neg_r_65.wav	2015-03-05_16.32.40.511000
9	0	0	neu_l_52.wav	neu_r_66.wav	2015-03-05_16.32.40.511000
9	0	0	neu_l_9.wav	pos_r_11.wav	2015-03-05_16.32.40.511000
9	0	0	neu_l_71.wav	r_nif_2.wav	2015-03-05_16.32.40.511000
9	0	1	neu_l_25.wav	r_tol_11.wav	2015-03-05_16.32.40.511000
