ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp
17	40	8.037000	Reetolup	./sounds/cs/ratingcs/lup_15.wav	0	cs1	labor2	2015-03-11_12.25.01.195000
17	40	4.322000	Tesoolup	./sounds/cs/ratingcs/lup_13.wav	0	cs1	labor2	2015-03-11_12.25.01.195000
17	19	3.029000	Lebbunif	./sounds/cs/ratingcs/nif_3.wav	0	cs3	labor2	2015-03-11_12.25.01.195000
17	50	3.346000	Tareelup	./sounds/cs/ratingcs/lup_8.wav	0	cs1	labor2	2015-03-11_12.25.01.195000
17	19	3.704000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	1	target	labor2	2015-03-11_12.25.01.195000
17	20	2.668000	Rellnif	./sounds/cs/ratingcs/nif_6.wav	0	cs3	labor2	2015-03-11_12.25.01.195000
17	40	2.941000	Missonif	./sounds/cs/ratingcs/nif_10.wav	0	cs3	labor2	2015-03-11_12.25.01.195000
17	50	2.383000	Daanalup	./sounds/cs/ratingcs/lup_12.wav	0	cs1	labor2	2015-03-11_12.25.01.195000
17	31	2.646000	Unoolup	./sounds/cs/ratingcs/lup_18.wav	0	cs1	labor2	2015-03-11_12.25.01.195000
17	60	2.923000	Zackatol	./sounds/cs/ratingcs/tol_17.wav	1	cs2	labor2	2015-03-11_12.25.01.195000
17	30	2.661000	Maasolup	./sounds/cs/ratingcs/lup_1.wav	0	cs1	labor2	2015-03-11_12.25.01.195000
17	30	2.403000	Bollanif	./sounds/cs/ratingcs/nif_8.wav	0	cs3	labor2	2015-03-11_12.25.01.195000
17	41	2.306000	Dattonif	./sounds/cs/ratingcs/nif_12.wav	0	cs3	labor2	2015-03-11_12.25.01.195000
17	50	2.052000	Allanif	./sounds/cs/ratingcs/nif_7.wav	0	cs3	labor2	2015-03-11_12.25.01.195000
17	60	2.759000	Piditol	./sounds/cs/ratingcs/tol_13.wav	-1	cs2	labor2	2015-03-11_12.25.01.195000
17	70	2.399000	Jessunif	./sounds/cs/ratingcs/nif_19.wav	0	cs3	labor2	2015-03-11_12.25.01.195000
17	60	2.590000	Falatol	./sounds/cs/ratingcs/tol_4.wav	-1	target	labor2	2015-03-11_12.25.01.195000
17	40	2.754000	Dullanif	./sounds/cs/ratingcs/nif_14.wav	0	cs3	labor2	2015-03-11_12.25.01.195000
17	31	1.938000	Issanif	./sounds/cs/ratingcs/nif_9.wav	0	cs3	labor2	2015-03-11_12.25.01.195000
17	41	2.332000	Mofotol	./sounds/cs/ratingcs/tol_11.wav	-1	target	labor2	2015-03-11_12.25.01.195000
17	10	3.336000	Waneelup	./sounds/cs/ratingcs/lup_6.wav	0	cs1	labor2	2015-03-11_12.25.01.195000
17	40	2.477000	Nenetol	./sounds/cs/ratingcs/tol_19.wav	1	target	labor2	2015-03-11_12.25.01.195000
17	60	2.706000	Rustutol	./sounds/cs/ratingcs/tol_15.wav	-1	cs2	labor2	2015-03-11_12.25.01.195000
17	30	2.613000	Nanatol	./sounds/cs/ratingcs/tol_3.wav	1	cs2	labor2	2015-03-11_12.25.01.195000
17	40	2.257000	Deekalup	./sounds/cs/ratingcs/lup_14.wav	0	cs1	labor2	2015-03-11_12.25.01.195000
17	29	2.404000	Renetol	./sounds/cs/ratingcs/tol_5.wav	-1	cs2	labor2	2015-03-11_12.25.01.195000
17	20	2.696000	Kaneelup	./sounds/cs/ratingcs/lup_7.wav	0	cs1	labor2	2015-03-11_12.25.01.195000
17	30	2.505000	Reretol	./sounds/cs/ratingcs/tol_2.wav	1	cs2	labor2	2015-03-11_12.25.01.195000
17	18	3.385000	Wenaalup	./sounds/cs/ratingcs/lup_4.wav	0	cs1	labor2	2015-03-11_12.25.01.195000
17	17	3.156000	Eskannif	./sounds/cs/ratingcs/nif_2.wav	0	cs3	labor2	2015-03-11_12.25.01.195000
17	31	4.953000	Hulutol	./sounds/cs/ratingcs/tol_20.wav	1	cs2	labor2	2015-03-11_12.25.01.195000
17	56	2.311000	Deretol	./sounds/cs/ratingcs/tol_12.wav	-1	cs2	labor2	2015-03-11_12.25.01.195000
17	64	2.269000	Sesetol	./sounds/cs/ratingcs/tol_9.wav	1	target	labor2	2015-03-11_12.25.01.195000
17	67	3.075000	Siritol	./sounds/cs/ratingcs/tol_18.wav	-1	target	labor2	2015-03-11_12.25.01.195000
17	40	4.051000	Dilitol	./sounds/cs/ratingcs/tol_8.wav	-1	cs2	labor2	2015-03-11_12.25.01.195000
17	30	2.778000	Dakatol	./sounds/cs/ratingcs/tol_6.wav	1	cs2	labor2	2015-03-11_12.25.01.195000
