ParticipantNumber	SpaceYesNo	IsTarget	LeftOrder	RightOrder	timeStamp
12	0	0	neu_l_31.wav	neg_r_3.wav	2015-03-09_15.57.43.324000
12	0	0	neu_l_71.wav	r_lup_12.wav	2015-03-09_15.57.43.324000
12	0	0	neu_l_47.wav	pos_r_12.wav	2015-03-09_15.57.43.324000
12	0	0	neu_l_61.wav	r_lup_15.wav	2015-03-09_15.57.43.324000
12	0	0	l_tol_18.wav	neu_r_73.wav	2015-03-09_15.57.43.324000
12	0	1	l_nif_9.wav	pos_r_68.wav	2015-03-09_15.57.43.324000
12	0	0	l_lup_8.wav	neu_r_55.wav	2015-03-09_15.57.43.324000
12	0	0	neu_l_78.wav	neu_r_55.wav	2015-03-09_15.57.43.324000
12	0	0	l_tol_14.wav	neu_r_40.wav	2015-03-09_15.57.43.324000
12	0	1	l_nif_17.wav	pos_r_72.wav	2015-03-09_15.57.43.324000
12	0	0	l_lup_10.wav	neu_r_64.wav	2015-03-09_15.57.43.324000
12	0	0	neu_l_80.wav	neu_r_7.wav	2015-03-09_15.57.43.324000
12	0	0	neu_l_50.wav	pos_r_53.wav	2015-03-09_15.57.43.324000
12	0	0	neu_l_77.wav	r_lup_13.wav	2015-03-09_15.57.43.324000
12	0	0	l_tol_12.wav	neu_r_28.wav	2015-03-09_15.57.43.324000
12	0	1	l_nif_14.wav	pos_r_9.wav	2015-03-09_15.57.43.324000
12	0	0	l_lup_7.wav	neu_r_2.wav	2015-03-09_15.57.43.324000
12	0	0	neu_l_65.wav	neu_r_24.wav	2015-03-09_15.57.43.324000
12	0	0	l_tol_7.wav	neu_r_40.wav	2015-03-09_15.57.43.324000
12	0	1	l_nif_7.wav	neg_r_74.wav	2015-03-09_15.57.43.324000
12	0	0	l_lup_11.wav	neu_r_30.wav	2015-03-09_15.57.43.324000
12	0	0	neu_l_43.wav	neu_r_67.wav	2015-03-09_15.57.43.324000
12	0	0	l_tol_10.wav	neu_r_28.wav	2015-03-09_15.57.43.324000
12	0	1	l_nif_5.wav	pos_r_50.wav	2015-03-09_15.57.43.324000
12	0	0	l_lup_16.wav	neu_r_7.wav	2015-03-09_15.57.43.324000
12	0	0	neu_l_31.wav	neu_r_7.wav	2015-03-09_15.57.43.324000
12	0	0	neu_l_25.wav	pos_r_38.wav	2015-03-09_15.57.43.324000
12	0	0	neu_l_13.wav	neu_r_9.wav	2015-03-09_15.57.43.324000
12	0	0	l_tol_16.wav	neu_r_1.wav	2015-03-09_15.57.43.324000
12	0	1	l_nif_11.wav	neg_r_34.wav	2015-03-09_15.57.43.324000
12	0	0	l_lup_1.wav	neu_r_55.wav	2015-03-09_15.57.43.324000
12	0	0	neu_l_46.wav	neu_r_29.wav	2015-03-09_15.57.43.324000
12	0	0	neu_l_14.wav	pos_r_65.wav	2015-03-09_15.57.43.324000
12	0	0	neu_l_16.wav	neu_r_12.wav	2015-03-09_15.57.43.324000
12	0	0	l_tol_3.wav	neu_r_56.wav	2015-03-09_15.57.43.324000
12	0	1	l_nif_20.wav	pos_r_41.wav	2015-03-09_15.57.43.324000
12	0	0	l_lup_19.wav	neu_r_10.wav	2015-03-09_15.57.43.324000
12	0	0	neu_l_42.wav	neu_r_7.wav	2015-03-09_15.57.43.324000
12	0	0	neu_l_36.wav	pos_r_28.wav	2015-03-09_15.57.43.324000
