ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp
10	43	6.546000	Unoolup	./sounds/cs/ratingcs/lup_18.wav	0	cs1	labor8	2015-03-05_16.37.30.685000
10	43	3.329000	Issanif	./sounds/cs/ratingcs/nif_9.wav	0	cs3	labor8	2015-03-05_16.37.30.685000
10	44	3.156000	Tesoolup	./sounds/cs/ratingcs/lup_13.wav	0	cs1	labor8	2015-03-05_16.37.30.685000
10	42	2.391000	Renetol	./sounds/cs/ratingcs/tol_5.wav	1	target	labor8	2015-03-05_16.37.30.685000
10	41	3.127000	Mofotol	./sounds/cs/ratingcs/tol_11.wav	-1	cs2	labor8	2015-03-05_16.37.30.685000
10	42	2.370000	Mateelup	./sounds/cs/ratingcs/lup_9.wav	0	cs1	labor8	2015-03-05_16.37.30.685000
10	42	2.916000	Rustutol	./sounds/cs/ratingcs/tol_15.wav	1	cs2	labor8	2015-03-05_16.37.30.685000
10	41	2.233000	Nanatol	./sounds/cs/ratingcs/tol_3.wav	1	cs2	labor8	2015-03-05_16.37.30.685000
10	37	3.484000	Saartelup	./sounds/cs/ratingcs/lup_10.wav	0	cs1	labor8	2015-03-05_16.37.30.685000
10	32	2.862000	Befetol	./sounds/cs/ratingcs/tol_14.wav	-1	cs2	labor8	2015-03-05_16.37.30.685000
10	38	2.673000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	1	cs2	labor8	2015-03-05_16.37.30.685000
10	38	2.628000	Kennunif	./sounds/cs/ratingcs/nif_5.wav	0	cs3	labor8	2015-03-05_16.37.30.685000
10	37	2.154000	Kullonif	./sounds/cs/ratingcs/nif_17.wav	0	cs3	labor8	2015-03-05_16.37.30.685000
10	37	2.030000	Dilitol	./sounds/cs/ratingcs/tol_8.wav	-1	cs2	labor8	2015-03-05_16.37.30.685000
10	39	2.124000	Reretol	./sounds/cs/ratingcs/tol_2.wav	1	target	labor8	2015-03-05_16.37.30.685000
10	38	4.551000	Nenetol	./sounds/cs/ratingcs/tol_19.wav	1	target	labor8	2015-03-05_16.37.30.685000
10	38	2.325000	Dimmanif	./sounds/cs/ratingcs/nif_11.wav	0	cs3	labor8	2015-03-05_16.37.30.685000
10	39	2.098000	Eskannif	./sounds/cs/ratingcs/nif_2.wav	0	cs3	labor8	2015-03-05_16.37.30.685000
10	38	1.805000	Baakelup	./sounds/cs/ratingcs/lup_20.wav	0	cs1	labor8	2015-03-05_16.37.30.685000
10	38	1.818000	Jessunif	./sounds/cs/ratingcs/nif_19.wav	0	cs3	labor8	2015-03-05_16.37.30.685000
10	28	3.532000	Spanatol	./sounds/cs/ratingcs/tol_16.wav	1	cs2	labor8	2015-03-05_16.37.30.685000
10	37	2.549000	Missonif	./sounds/cs/ratingcs/nif_10.wav	0	cs3	labor8	2015-03-05_16.37.30.685000
10	38	2.315000	Daanalup	./sounds/cs/ratingcs/lup_12.wav	0	cs1	labor8	2015-03-05_16.37.30.685000
10	39	3.131000	Hulutol	./sounds/cs/ratingcs/tol_20.wav	-1	target	labor8	2015-03-05_16.37.30.685000
10	37	2.306000	Falatol	./sounds/cs/ratingcs/tol_4.wav	-1	target	labor8	2015-03-05_16.37.30.685000
10	38	1.868000	Toleelup	./sounds/cs/ratingcs/lup_5.wav	0	cs1	labor8	2015-03-05_16.37.30.685000
10	38	2.064000	Waneelup	./sounds/cs/ratingcs/lup_6.wav	0	cs1	labor8	2015-03-05_16.37.30.685000
10	38	2.510000	Lalatol	./sounds/cs/ratingcs/tol_1.wav	-1	cs2	labor8	2015-03-05_16.37.30.685000
10	38	2.404000	Deretol	./sounds/cs/ratingcs/tol_12.wav	-1	cs2	labor8	2015-03-05_16.37.30.685000
10	39	1.726000	Bollanif	./sounds/cs/ratingcs/nif_8.wav	0	cs3	labor8	2015-03-05_16.37.30.685000
10	38	2.313000	Omeelup	./sounds/cs/ratingcs/lup_3.wav	0	cs1	labor8	2015-03-05_16.37.30.685000
10	38	2.056000	Maasolup	./sounds/cs/ratingcs/lup_1.wav	0	cs1	labor8	2015-03-05_16.37.30.685000
10	38	2.184000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	0	cs3	labor8	2015-03-05_16.37.30.685000
10	38	2.752000	Piditol	./sounds/cs/ratingcs/tol_13.wav	1	cs2	labor8	2015-03-05_16.37.30.685000
10	38	2.945000	Nomotol	./sounds/cs/ratingcs/tol_7.wav	-1	target	labor8	2015-03-05_16.37.30.685000
10	38	2.264000	Cellanif	./sounds/cs/ratingcs/nif_1.wav	0	cs3	labor8	2015-03-05_16.37.30.685000
