ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp
20	69	120.875000	Teppanif	./sounds/cs/ratingcs/nif_15.wav	-1	target	labor5	2015-03-11_15.08.34.166000
20	20	8.431000	Dilitol	./sounds/cs/ratingcs/tol_8.wav	0	cs1	labor5	2015-03-11_15.08.34.166000
20	20	5.792000	Rellnif	./sounds/cs/ratingcs/nif_6.wav	-1	target	labor5	2015-03-11_15.08.34.166000
20	70	8.021000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	-1	cs2	labor5	2015-03-11_15.08.34.166000
20	90	4.356000	Nomotol	./sounds/cs/ratingcs/tol_7.wav	0	cs1	labor5	2015-03-11_15.08.34.166000
20	60	4.420000	Nanatol	./sounds/cs/ratingcs/tol_3.wav	0	cs1	labor5	2015-03-11_15.08.34.166000
20	30	8.469000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	0	cs1	labor5	2015-03-11_15.08.34.166000
20	40	6.125000	Befetol	./sounds/cs/ratingcs/tol_14.wav	0	cs1	labor5	2015-03-11_15.08.34.166000
20	60	5.942000	Daanilup	./sounds/cs/ratingcs/lup_17.wav	0	cs3	labor5	2015-03-11_15.08.34.166000
20	38	14.370000	Deekalup	./sounds/cs/ratingcs/lup_14.wav	0	cs3	labor5	2015-03-11_15.08.34.166000
20	40	7.448000	Reetolup	./sounds/cs/ratingcs/lup_15.wav	0	cs3	labor5	2015-03-11_15.08.34.166000
20	51	5.476000	Eekalup	./sounds/cs/ratingcs/lup_11.wav	0	cs3	labor5	2015-03-11_15.08.34.166000
20	60	8.061000	Missonif	./sounds/cs/ratingcs/nif_10.wav	-1	cs2	labor5	2015-03-11_15.08.34.166000
20	58	5.896000	Jessunif	./sounds/cs/ratingcs/nif_19.wav	-1	cs2	labor5	2015-03-11_15.08.34.166000
20	65	9.119000	Hulutol	./sounds/cs/ratingcs/tol_20.wav	0	cs1	labor5	2015-03-11_15.08.34.166000
20	60	25.792000	Renetol	./sounds/cs/ratingcs/tol_5.wav	0	cs1	labor5	2015-03-11_15.08.34.166000
20	30	7.800000	Wenaalup	./sounds/cs/ratingcs/lup_4.wav	0	cs3	labor5	2015-03-11_15.08.34.166000
20	70	5.329000	Spanatol	./sounds/cs/ratingcs/tol_16.wav	0	cs1	labor5	2015-03-11_15.08.34.166000
20	34	5.096000	Deretol	./sounds/cs/ratingcs/tol_12.wav	0	cs1	labor5	2015-03-11_15.08.34.166000
20	30	8.682000	Allanif	./sounds/cs/ratingcs/nif_7.wav	-1	cs2	labor5	2015-03-11_15.08.34.166000
20	37	9.155000	Kullonif	./sounds/cs/ratingcs/nif_17.wav	-1	cs2	labor5	2015-03-11_15.08.34.166000
20	27	7.557000	Tesoolup	./sounds/cs/ratingcs/lup_13.wav	0	cs3	labor5	2015-03-11_15.08.34.166000
20	49	18.623000	Daanalup	./sounds/cs/ratingcs/lup_12.wav	0	cs3	labor5	2015-03-11_15.08.34.166000
20	32	4.214000	Istennif	./sounds/cs/ratingcs/nif_20.wav	1	cs2	labor5	2015-03-11_15.08.34.166000
20	32	4.351000	Dimmanif	./sounds/cs/ratingcs/nif_11.wav	1	target	labor5	2015-03-11_15.08.34.166000
20	29	5.076000	Lussanif	./sounds/cs/ratingcs/nif_18.wav	-1	target	labor5	2015-03-11_15.08.34.166000
20	70	4.163000	Baakelup	./sounds/cs/ratingcs/lup_20.wav	0	cs3	labor5	2015-03-11_15.08.34.166000
20	59	12.762000	Unoolup	./sounds/cs/ratingcs/lup_18.wav	0	cs3	labor5	2015-03-11_15.08.34.166000
20	66	5.765000	Kennunif	./sounds/cs/ratingcs/nif_5.wav	1	cs2	labor5	2015-03-11_15.08.34.166000
20	23	6.214000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	1	cs2	labor5	2015-03-11_15.08.34.166000
20	47	5.715000	Eskannif	./sounds/cs/ratingcs/nif_2.wav	1	target	labor5	2015-03-11_15.08.34.166000
20	55	9.122000	Bollanif	./sounds/cs/ratingcs/nif_8.wav	1	cs2	labor5	2015-03-11_15.08.34.166000
20	89	5.316000	Nenetol	./sounds/cs/ratingcs/tol_19.wav	0	cs1	labor5	2015-03-11_15.08.34.166000
20	30	8.167000	Issanif	./sounds/cs/ratingcs/nif_9.wav	1	cs2	labor5	2015-03-11_15.08.34.166000
20	82	9.115000	Moteelup	./sounds/cs/ratingcs/lup_19.wav	0	cs3	labor5	2015-03-11_15.08.34.166000
20	37	4.195000	Dattonif	./sounds/cs/ratingcs/nif_12.wav	1	target	labor5	2015-03-11_15.08.34.166000
