ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp
18	80	13.741000	Nomotol	./sounds/cs/ratingcs/tol_7.wav	1	cs2	labor8	2015-03-11_12.54.16.009000
18	70	4.679000	Renetol	./sounds/cs/ratingcs/tol_5.wav	-1	target	labor8	2015-03-11_12.54.16.009000
18	70	4.167000	Piditol	./sounds/cs/ratingcs/tol_13.wav	1	cs2	labor8	2015-03-11_12.54.16.009000
18	80	4.048000	Daanalup	./sounds/cs/ratingcs/lup_12.wav	0	cs1	labor8	2015-03-11_12.54.16.009000
18	79	2.980000	Lalatol	./sounds/cs/ratingcs/tol_1.wav	1	cs2	labor8	2015-03-11_12.54.16.009000
18	67	2.810000	Dattonif	./sounds/cs/ratingcs/nif_12.wav	0	cs3	labor8	2015-03-11_12.54.16.009000
18	57	2.462000	Issanif	./sounds/cs/ratingcs/nif_9.wav	0	cs3	labor8	2015-03-11_12.54.16.009000
18	70	2.943000	Tareelup	./sounds/cs/ratingcs/lup_8.wav	0	cs1	labor8	2015-03-11_12.54.16.009000
18	65	2.398000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	0	cs3	labor8	2015-03-11_12.54.16.009000
18	63	2.731000	Lussanif	./sounds/cs/ratingcs/nif_18.wav	0	cs3	labor8	2015-03-11_12.54.16.009000
18	69	2.547000	Neenolup	./sounds/cs/ratingcs/lup_2.wav	0	cs1	labor8	2015-03-11_12.54.16.009000
18	55	3.174000	Mofotol	./sounds/cs/ratingcs/tol_11.wav	-1	target	labor8	2015-03-11_12.54.16.009000
18	66	2.537000	Bollanif	./sounds/cs/ratingcs/nif_8.wav	0	cs3	labor8	2015-03-11_12.54.16.009000
18	72	2.061000	Dilitol	./sounds/cs/ratingcs/tol_8.wav	1	cs2	labor8	2015-03-11_12.54.16.009000
18	52	2.567000	Kennunif	./sounds/cs/ratingcs/nif_5.wav	0	cs3	labor8	2015-03-11_12.54.16.009000
18	54	2.486000	Dakatol	./sounds/cs/ratingcs/tol_6.wav	-1	cs2	labor8	2015-03-11_12.54.16.009000
18	64	3.384000	Maasolup	./sounds/cs/ratingcs/lup_1.wav	0	cs1	labor8	2015-03-11_12.54.16.009000
18	69	2.442000	Kullonif	./sounds/cs/ratingcs/nif_17.wav	0	cs3	labor8	2015-03-11_12.54.16.009000
18	59	2.724000	Deekalup	./sounds/cs/ratingcs/lup_14.wav	0	cs1	labor8	2015-03-11_12.54.16.009000
18	72	2.540000	Nenetol	./sounds/cs/ratingcs/tol_19.wav	1	target	labor8	2015-03-11_12.54.16.009000
18	75	3.144000	Deretol	./sounds/cs/ratingcs/tol_12.wav	1	cs2	labor8	2015-03-11_12.54.16.009000
18	74	2.408000	Omeelup	./sounds/cs/ratingcs/lup_3.wav	0	cs1	labor8	2015-03-11_12.54.16.009000
18	53	1.926000	Eskannif	./sounds/cs/ratingcs/nif_2.wav	0	cs3	labor8	2015-03-11_12.54.16.009000
18	43	3.449000	Wenaalup	./sounds/cs/ratingcs/lup_4.wav	0	cs1	labor8	2015-03-11_12.54.16.009000
18	59	2.104000	Nanatol	./sounds/cs/ratingcs/tol_3.wav	1	target	labor8	2015-03-11_12.54.16.009000
18	57	4.671000	Hulutol	./sounds/cs/ratingcs/tol_20.wav	-1	target	labor8	2015-03-11_12.54.16.009000
18	57	7.155000	Koleelup	./sounds/cs/ratingcs/lup_16.wav	0	cs1	labor8	2015-03-11_12.54.16.009000
18	53	2.379000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	-1	cs2	labor8	2015-03-11_12.54.16.009000
18	67	2.281000	Befetol	./sounds/cs/ratingcs/tol_14.wav	1	target	labor8	2015-03-11_12.54.16.009000
18	47	3.359000	Sesetol	./sounds/cs/ratingcs/tol_9.wav	-1	cs2	labor8	2015-03-11_12.54.16.009000
18	70	3.534000	Cellanif	./sounds/cs/ratingcs/nif_1.wav	0	cs3	labor8	2015-03-11_12.54.16.009000
18	48	2.499000	Rellnif	./sounds/cs/ratingcs/nif_6.wav	0	cs3	labor8	2015-03-11_12.54.16.009000
18	63	1.953000	Moteelup	./sounds/cs/ratingcs/lup_19.wav	0	cs1	labor8	2015-03-11_12.54.16.009000
18	55	1.937000	Siritol	./sounds/cs/ratingcs/tol_18.wav	-1	cs2	labor8	2015-03-11_12.54.16.009000
18	47	3.035000	Kaneelup	./sounds/cs/ratingcs/lup_7.wav	0	cs1	labor8	2015-03-11_12.54.16.009000
18	58	2.500000	Falatol	./sounds/cs/ratingcs/tol_4.wav	-1	cs2	labor8	2015-03-11_12.54.16.009000
